 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),3187375,2307897,1651695,757469,2806290,2118536,1439913,591878,2727458,1981905,1311269,654228,2245281,1633942,1122881,527372,1994513,1489947,994587,487710,1666307,1177747,763635,351265,1550441,1041249,674717,293777,1143406,810141,537549,229421,1008075,650130,431834,210510,738825,557360,394856,164028,658116,420474,264044,116818,444727,320794,223008,94599,352361,268248,179413,83434, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 收到的税费返还(万元),4664,2203,603,107,1353,845,845,210,858,824,660,--,--,--,--,--,--,--,--,--,--,22,0,0,--,0,0,--,8,8,--,--,--,--,12,0,0,16,0,12,16,4,--,0,71,46,46,9,32,10,10,10, 
 收到的其他与经营活动有关的现金(万元),59960,118940,47639,41775,78333,9581,6339,2118,12504,27582,7978,2906,15882,26688,23052,18814,34961,15868,12009,3065,11629,8487,6319,764,6700,3805,3544,884,10042,7035,2375,424,7647,13616,12169,337,8291,9838,8760,5710,3000,8335,1724,425,2443,6067,4507,13332,749,86115,34648,9953, 
 经营活动现金流入小计(万元),3251999,2429040,1699937,799351,2885976,2128962,1447097,594207,2740820,2010312,1319907,657134,2261162,1660630,1145933,546185,2029474,1505815,1006597,490775,1677936,1186256,769954,352028,1557141,1045055,678261,294662,1153457,817183,539923,229844,1015723,663746,444016,210847,747117,567214,403616,169750,661132,428813,265769,117243,447241,326906,227562,107940,353142,354374,214071,93398, 
 购买商品、接受劳务支付的现金(万元),2351941,1784643,1181690,608639,2131058,1595904,1080999,542946,1906056,1327422,852474,423661,1566849,1108918,709832,333799,1419036,1051878,683318,345061,1273254,880296,553275,269614,1145816,795048,462281,229240,919628,652122,418688,204380,741494,530393,345041,167185,510966,389737,246300,116381,423236,291666,184628,86813,343588,228369,150907,60935,246124,190895,130013,58368, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,0,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),133819,84629,55910,32536,127826,74285,50852,29705,118786,66014,46232,27338,108540,58399,41418,17975,94690,54254,39905,17701,68646,39609,24599,14859,60728,31209,22123,12033,36692,20293,12623,6476,33767,18613,13634,7679,26061,15672,10735,5717,18906,11357,7626,3157,10732,8056,5518,2873,8962,8810,5647,2543, 
 支付的各项税费(万元),177589,129476,90140,39262,187772,132638,87073,42682,186416,134123,90839,44967,147824,118619,79432,37910,152343,106349,70139,27593,111504,72068,48300,15996,101598,61125,39291,15469,82958,50779,33836,13229,65758,48678,36358,17219,54736,37848,27992,10321,42120,33646,23705,10671,29516,22013,15406,5178,25118,19453,13686,3523, 
 支付的其他与经营活动有关的现金(万元),325669,223272,175251,86378,323751,203569,136830,65062,231086,203524,121215,68822,219999,183131,121075,73370,204719,155629,97452,33778,190368,147300,105895,53883,169504,112400,108412,51503,158957,130792,90923,46618,131495,96895,61137,27589,109298,88954,50391,28242,96180,75366,49905,27172,57354,56644,42239,27690,43722,120172,57696,19561, 
 经营活动现金流出小计(万元),2989018,2222019,1502991,766815,2770407,2006396,1355754,680394,2442344,1731083,1110760,564787,2043212,1469067,951758,463053,1870788,1368109,890813,424133,1643772,1139273,732069,354352,1477646,999783,632107,308244,1198235,853986,556070,270704,972514,694580,456170,219674,701062,532210,335418,160662,580442,412035,265865,127812,441190,315082,214070,96677,323926,339329,207043,83994, 
 经营活动产生的现金流量净额(万元),262981,207020,196945,32536,115569,122567,91343,-86187,298476,279229,209147,92346,217950,191564,194175,83132,158686,137706,115783,66642,34164,46984,37885,-2324,79495,45272,46154,-13582,-44779,-36802,-16147,-40859,43208,-30834,-12155,-8826,46055,35004,68198,9087,80690,16777,-96,-10569,6050,11824,13492,11263,29216,15044,7028,9403, 
 收回投资所收到的现金(万元),315229,310923,84086,79186,672556,396662,348590,71125,302217,5000,5000,14786,173374,200,100,24529,10000,673,573,360,--,81,0,0,15542,52,52,0,10638,20413,10413,413,--,--,--,0,50,50,50,0,36,0,--,0,50,0,0,0,2,0,0,0, 
 取得投资收益所收到的现金(万元),5615,1162,15166,7884,28754,12366,10674,3701,18576,9450,7827,3074,16363,9013,6073,1674,8769,4012,2575,853,4225,2076,1114,49,155,155,155,150,910,1030,1012,1012,500,545,209,300,514,514,514,0,717,768,711,707,257,376,253,100,89,85,80,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,19,1,0,6235,7,6,1,652,629,629,3,13,6,6,2,27,10,9,4,10,4,2,2,1201,1111,1109,1,1927,41,20,14,424,100,8,8,51,29,27,2,23,14,14,13,4,9,2,1,95,16,1,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64158,64158,64684,0,14,0,0,0,0,--,--,--,--,--,--,0,0,--,0,0,--,0,--,0,--,0,0,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),2285,2170,1966,--,52023,34551,34551,21300,420,--,--,--,--,19,--,--,6643,--,--,--,--,--,0,0,660,0,0,0,0,--,--,--,--,--,--,0,16492,0,0,0,--,0,--,0,--,0,0,0,--,20,20,-0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--, 
 投资活动现金流入小计(万元),323145,314274,101218,87070,759569,443586,393821,96127,321865,15079,13456,17863,189750,9238,6178,26205,25440,4695,3157,1217,68394,66319,65799,52,17572,1318,1316,151,13474,21484,11445,1439,924,645,217,308,17107,594,591,2,776,782,725,720,311,385,255,101,186,121,101,-0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),53962,34576,20049,2666,19321,9691,7960,4136,14063,6028,5112,1663,13580,11559,8812,3981,18030,9671,4807,1712,7514,9656,7222,823,11827,5711,5181,3131,36544,30679,21821,13532,57783,39688,25146,9131,50235,19972,12068,2280,31776,8851,8064,955,1673,806,338,166,9708,6388,942,470, 
 投资所支付的现金(万元),334930,311761,188129,4000,775428,461413,393944,--,556406,341472,252279,14196,272375,115080,66182,551,228885,145992,87742,27346,22589,12939,0,0,15490,0,0,--,10097,20097,10000,--,354,672,272,272,337,82,82,82,2769,5240,--,5000,2777,2777,2777,0,--,0,0,0, 
