 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),96516,58695,113456,83492,107606,92634,97535,82766, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4729,4680,6054,7650,4643,4222,6958,7094, 
 经营活动现金流入小计(万元),101244,63375,119510,91142,112249,96856,104493,89859, 
 购买商品、接受劳务支付的现金(万元),89911,47552,78522,58781,70087,72788,72027,82381, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8105,4565,7051,5434,6198,6650,6962,4364, 
 支付的各项税费(万元),6481,3356,5863,4842,13373,8535,11538,7962, 
 支付的其他与经营活动有关的现金(万元),8240,6879,11777,3333,11506,10696,13009,15975, 
 经营活动现金流出小计(万元),112737,62353,103213,72390,101164,98669,103537,110682, 
 经营活动产生的现金流量净额(万元),-11493,1022,16297,18751,11085,-1813,956,-20822, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),51,42,122,--,23,5,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,54,280,32,214,2,3, 
 处置子公司及其他营业单位收到的现金净额(万元),888,888,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),33270,26270,105356,--,38886,8000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),34209,27200,105532,280,38941,8219,2,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1228,429,599,-70,174,1941,7323,3886, 
