 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),32514,80671,64777,41748,29750,87275,57758,29591,8853,59277,22790,14051,7063,118400,55591,30725,10364,131386,66188,41090,13243,75045,39895,22362,11790,72021,25030,47007,32587,31593, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,38,38,20,1,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),630,4203,3731,3106,823,5385,16636,3865,3506,3634,7202,2984,834,4559,7138,2999,316,3215,9935,1788,837,1085,2710,2051,615,495,437,918,513,900, 
 经营活动现金流入小计(万元),33144,84912,68546,44875,30573,92676,74394,33456,12359,62910,29992,17035,7898,122959,62729,33725,10680,134601,76123,42878,14081,76130,42605,24413,12405,72516,25467,47925,33100,32493, 
 购买商品、接受劳务支付的现金(万元),23541,45395,35987,26490,20880,36277,22962,11635,7236,30834,33267,24687,15468,104585,84502,47310,21407,85748,48598,23073,11684,59770,28130,23371,7867,50067,17583,31613,21359,21678, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3932,10177,9054,6253,3667,10231,6502,4320,1649,9299,6381,4163,2674,10034,6632,3732,1289,8705,5205,3119,1057,4485,3257,2159,721,3440,1250,2628,1926,2885, 
 支付的各项税费(万元),5723,10596,7051,5621,3661,9695,7653,4115,1937,12174,10181,7432,6554,11873,7266,3362,2398,11416,6306,2800,1163,7266,5092,3134,1142,9041,3824,5302,3651,2427, 
 支付的其他与经营活动有关的现金(万元),5121,17437,18628,17635,4563,20029,18822,7551,2376,12286,8263,5084,1234,10621,7271,4316,1374,7771,8891,4720,1976,6646,4422,2599,1534,5487,1834,3411,2673,2063, 
 经营活动现金流出小计(万元),38317,83606,70720,56000,32771,76233,55938,27622,13197,64592,58092,41366,25930,137113,105672,58721,26468,113640,69001,33712,15880,78167,40902,31263,11265,68035,24491,42953,29608,29054, 
 经营活动产生的现金流量净额(万元),-5173,1306,-2174,-11125,-2197,16443,18455,5834,-839,-1682,-28100,-24331,-18032,-14153,-42943,-24996,-15788,20961,7123,9166,-1800,-2036,1703,-6850,1140,4481,976,4972,3492,3439, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,72,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,85,2,--,--,53,23,8,2,39,35,29,--,285,139,139,7,940,3488,895,--,8,2,0,--,1562,1276,--,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,54,410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,180,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,139,412,0,0,53,23,8,2,39,35,29,0,357,211,139,7,940,3488,895,0,8,2,0,0,1562,1276,262,1,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2346,12481,9942,7154,5986,18883,19057,7869,5508,24702,10035,6760,4347,15908,3391,2476,1906,26251,22068,23214,11072,27283,15629,9622,2547,10932,4419,4959,2512,803, 
 投资所支付的现金(万元),--,--,--,--,--,1258,0,1280,--,742,742,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,300, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,24823,24823,24823,--,5992,1330,--,--,5403,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1700,--,--,--,--,645,1500,--,--,--,157,127,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2346,14181,9942,7154,5986,44964,44526,35473,5508,31435,12107,6917,4474,21310,3391,2476,1906,26251,22068,23214,11072,27283,15629,9622,2547,10932,4419,4959,2542,1103, 
 投资活动产生的现金流量净额(万元),-2346,-14042,-9530,-7154,-5986,-44911,-44503,-35465,-5506,-31396,-12072,-6888,-4474,-20953,-3180,-2337,-1899,-25311,-18581,-22319,-11072,-27275,-15627,-9622,-2547,-9370,-3143,-4697,-2541,-1103, 
 吸收投资收到的现金(万元),--,--,--,--,--,33800,33800,33800,--,--,--,--,--,7803,6569,6791,587,46851,--,--,--,46664,47760,47760,--,--,--,--,4075,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9900,81900,66000,56600,18500,55700,36600,24600,14100,50000,43000,43000,14000,25800,18000,13000,--,57100,46100,38000,34000,33580,3380,14600,5740,32574,15936,28745,25952,11370, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),22648,23418,32427,14125,--,3896,2457,1942,2400,1509,5303,--,--,10350,--,--,--,--,--,--,--,200,700,200,--,2769,200,1500,1250,650, 
 筹资活动现金流入小计(万元),32548,105318,98427,70725,18500,93396,72857,60342,16500,51509,48303,43000,14000,43953,24569,19791,587,103951,46100,38000,34000,80444,51840,62560,5740,35344,16136,30245,31277,12020, 
 偿还债务支付的现金(万元),19673,74193,52319,41546,10373,60583,45109,36836,10463,39453,28689,22226,1463,30489,21126,19663,13100,31690,20500,10870,4890,28960,13560,4900,2600,21174,7996,28255,26152,11470, 
 分配股利、利润或偿付利息所支付的现金(万元),824,4097,2864,2082,878,3588,2518,1814,778,6688,5695,4711,876,6829,6100,5452,570,7542,6685,4031,403,1830,1301,717,299,6136,5632,770,711,780, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),17676,21514,36652,17383,--,4172,59,5199,--,--,8000,--,--,849,--,--,--,--,--,--,--,--,1976,1976,--,2769,1869,200,1500,1250, 
