 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),65741,37964,18296,70755,48869,33736,19841,73038,72452,28175,57326,43259,41601, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2880,1517,389,4165,3339,2268,640,3329,2106,380,1457,970,1835, 
 收到的其他与经营活动有关的现金(万元),706,180,101,611,1845,417,9,1109,377,271,264,2052,608, 
 经营活动现金流入小计(万元),69327,39661,18786,75531,54053,36421,20489,77476,74935,28826,59047,46281,44045, 
 购买商品、接受劳务支付的现金(万元),44095,27828,17896,50820,35623,25753,12356,58991,46326,20157,40139,31020,32847, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6569,4627,2789,7752,4766,4250,2292,7165,6471,3797,5053,4275,3625, 
 支付的各项税费(万元),3047,2282,1585,1438,1282,914,632,4892,3058,1764,2955,2376,723, 
 支付的其他与经营活动有关的现金(万元),10185,3622,2633,7514,6374,3222,2000,5171,5180,3095,4928,3779,3794, 
 经营活动现金流出小计(万元),63896,38360,24903,67523,48045,34139,17281,76219,61034,28813,53074,41451,40989, 
 经营活动产生的现金流量净额(万元),5432,1301,-6116,8008,6008,2282,3209,1257,13901,13,5972,4831,3056, 
 收回投资所收到的现金(万元),79570,29270,--,72879,52097,36849,--,68645,49124,11754,3092,785,2074, 
 取得投资收益所收到的现金(万元),290,53,8,134,92,66,21,226,138,11,17,10,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,9,0,23,17,3,2,24,34,0,33,3,49, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,0,0,--,--,1220,--,15,220,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),79873,29332,8,73036,52206,36918,24,70115,49295,11780,3363,798,2204, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1461,1458,448,2333,1739,1440,622,5602,5301,2784,5237,2495,2085, 
 投资所支付的现金(万元),97280,50970,--,74369,57284,39215,--,68645,49124,12404,3092,785,582, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,570,--,--,--,5990,--,1000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),98741,52428,1018,76702,59023,40655,6612,74247,55425,15188,8329,3280,2667, 
 投资活动产生的现金流量净额(万元),-18868,-23096,-1010,-3666,-6816,-3736,-6588,-4132,-6130,-3407,-4966,-2481,-463, 
 吸收投资收到的现金(万元),31380,31380,--,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
