 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),36352,172945,83057,50380,23937,112096,49720,41517,19710,102353,66767,41115,15508,86990,30813,70320,22728,57977,19239,35551,11880,25806,7391,20957,12938, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1949,1355,914,175,--,180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8321,2759,9474,5680,3450,2116,11001,8378,4972,3494,8739,742,1353,2014,1345,615,101,736,45,244,56,1231,647,298,336, 
 经营活动现金流入小计(万元),46622,177059,93445,56234,27388,114392,60720,49896,24682,105847,75506,41858,16862,89004,32158,70935,22829,58714,19284,35795,11936,27037,8038,21255,13274, 
 购买商品、接受劳务支付的现金(万元),36842,125138,70439,40803,26093,73401,39370,28991,14719,67870,47506,28167,15882,55566,23411,38714,18692,28749,12514,18713,8999,15204,6691,13065,7919, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6410,16591,11462,7906,4566,13878,11076,7797,4624,12210,8825,5802,3097,10679,5286,7886,3653,4847,2300,4158,1954,2918,1411,1525,1036, 
 支付的各项税费(万元),3776,8742,4651,2440,1387,9556,7128,4356,2761,6740,4955,2454,1569,5557,2587,5552,2698,5310,1417,4824,1771,3988,1847,2107,1207, 
 支付的其他与经营活动有关的现金(万元),14385,17673,15283,9943,3484,13321,11204,7138,3626,16010,22064,7901,4753,15304,10661,12207,5047,7960,5196,4958,2454,3092,1766,1907,1198, 
 经营活动现金流出小计(万元),61413,168145,101835,61092,35530,110157,68778,48281,25730,102829,83350,44324,25301,87107,41945,64359,30089,46866,21427,32653,15178,25201,11714,18605,11359, 
 经营活动产生的现金流量净额(万元),-14792,8914,-8391,-4858,-8142,4236,-8057,1614,-1048,3017,-7844,-2466,-8439,1897,-9787,6577,-7260,11848,-2143,3142,-3242,1836,-3676,2650,1915, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,--, 
 取得投资收益所收到的现金(万元),--,113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,109,53,47,45,17,5,--,--,2,2,--,1436,19,9,3,3,--,--,8,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85, 
