 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),13950,8015,3038,22494,11979,6516,2759,22657,23850,14645,25454,16867,16704, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1675,1585,864,667,1796,1237,1396,1232,2349,1556,892,1666,573, 
 经营活动现金流入小计(万元),15625,9601,3902,23160,13775,7753,4155,23889,26199,16201,26346,18533,17277, 
 购买商品、接受劳务支付的现金(万元),12841,7919,4258,15970,12114,7677,4122,14922,18914,14182,15954,9848,11714, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3658,2518,1826,4606,3861,2672,1588,4519,3928,3123,3343,3266,2872, 
 支付的各项税费(万元),1489,995,785,1588,1683,1242,823,1358,1353,782,1847,879,659, 
 支付的其他与经营活动有关的现金(万元),3067,1775,1350,3093,2813,1504,1285,2341,2621,1724,4475,2911,2286, 
 经营活动现金流出小计(万元),21056,13207,8219,25258,20471,13095,7817,23140,26816,19811,25620,16904,17532, 
 经营活动产生的现金流量净额(万元),-5430,-3607,-4317,-2097,-6696,-5342,-3662,749,-617,-3610,726,1629,-255, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,400,400,400,--,600,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,--,--,0,0,0,0,--,--,--,19,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10,0,0,400,400,400,0,600,0,0,19,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),59,38,30,75,46,13,8,241,113,107,58,6,111, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,23,48,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,51,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),59,38,30,75,46,13,8,241,113,107,81,105,111, 
 投资活动产生的现金流量净额(万元),-49,-38,-30,325,354,387,-8,359,-113,-107,-62,-105,-111, 
 吸收投资收到的现金(万元),15755,--,--,10,--,--,--,--,--,--,--,6331,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,850,850,850,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),15755,0,0,860,850,850,0,0,0,0,0,6331,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),938,--,--,938,938,431,--,750,3783,3783,1600,880,75, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,50,1006,118,118,--,225,--,--,--,--,--, 
 筹资活动现金流出小计(万元),938,0,50,1944,1056,549,0,975,3783,3783,1600,880,75, 
 筹资活动产生的现金流量净额(万元),14818,0,-50,-1084,-206,301,0,-975,-3783,-3783,-1600,5451,-75, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
