 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),14638,10320,17097,10359,13739,6930,5732, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),21,16,12,12,--,19,--, 
 收到的其他与经营活动有关的现金(万元),387,224,330,269,130,77,137, 
 经营活动现金流入小计(万元),15046,10561,17439,10639,13869,7026,5868, 
 购买商品、接受劳务支付的现金(万元),12575,8061,12030,6958,7242,5351,4446, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1142,793,1250,913,885,703,567, 
 支付的各项税费(万元),677,424,1057,986,1433,488,406, 
 支付的其他与经营活动有关的现金(万元),1188,907,1443,972,1176,962,622, 
 经营活动现金流出小计(万元),15582,10184,15781,9829,10735,7504,6041, 
 经营活动产生的现金流量净额(万元),-536,377,1658,810,3134,-478,-173, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,6,6,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),48,48,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,10,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),48,48,6,6,0,10,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4502,2229,8179,5364,2070,287,1224, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
