 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),6813,5240,2556,14391,7605,6102,2466,1513,1323,1301,1186,12362,1846,1643,1866,19940,6641,5529,4363,11808,8592,3100,1188,8764,3574,2068,933,8037,2694,1925,858,10827,4738,4686,5643,3500, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),619,258,156,701,254,213,68,354,435,416,159,168,117,67,43,39,100,59,26,510,1688,744,335,2406,2223,1246,978,959,852,644,26,507,71,182,2395,4, 
 经营活动现金流入小计(万元),7433,5498,2712,15092,7859,6315,2534,1867,1757,1717,1345,12530,1963,1710,1910,19978,6741,5588,4390,12317,10280,3844,1523,11170,5797,3313,1911,8997,3546,2569,884,11334,4810,4867,8038,3504, 
 购买商品、接受劳务支付的现金(万元),4311,2233,1682,2706,2172,762,36,2098,1412,1069,126,822,515,493,31,935,1610,1549,1317,1521,1410,1180,241,837,1117,848,362,904,374,215,33,1374,199,589,600,641, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1360,859,584,1732,1346,950,597,2198,1313,1054,638,2674,2168,1590,1032,2541,2348,1721,1078,2426,2234,1745,810,2460,2073,1574,411,1469,1210,794,354,788,582,439,649,407, 
 支付的各项税费(万元),461,362,215,632,425,344,170,1009,884,677,360,421,379,610,261,1855,1588,1047,440,1598,1330,1160,425,1919,1902,1307,937,2277,1589,1351,574,1579,936,585,606,335, 
 支付的其他与经营活动有关的现金(万元),1017,647,407,3344,1824,791,829,4373,2720,799,2506,2431,947,1283,1112,1419,1014,843,276,1204,856,406,315,923,759,345,239,696,686,272,193,660,245,407,1053,1965, 
 经营活动现金流出小计(万元),7150,4102,2888,8414,5767,2847,1632,9678,6329,3600,3631,6348,4009,3977,2436,6751,6561,5159,3111,6749,5830,4492,1790,6140,5851,4074,1949,5346,3860,2632,1154,4401,1962,2020,2908,3348, 
 经营活动产生的现金流量净额(万元),283,1396,-177,6677,2092,3468,902,-7811,-4572,-1883,-2286,6182,-2046,-2267,-527,13227,180,429,1279,5568,4450,-647,-267,5030,-54,-760,-38,3650,-314,-63,-270,6933,2847,2847,5130,156, 
 收回投资所收到的现金(万元),1658,24476,15079,34833,--,3263,4299,30883,--,--,--,9377,--,--,--,4962,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,747,3007,0, 
 取得投资收益所收到的现金(万元),1179,1079,171,1908,970,616,154,1298,840,527,294,1854,960,636,199,2342,958,889,108,2052,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,6,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2836,25556,15250,37895,970,3879,4452,32180,840,527,301,11230,960,636,203,7303,981,889,108,2052,0,0,0,0,0,0,0,0,0,0,0,0,--,747,3017,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8359,2843,2302,7829,3800,3077,1808,6441,5559,3423,1257,3785,3711,46,49,3493,159,163,35,4072,2323,1966,1924,7401,1922,1608,158,11961,4133,3750,2320,2177,1217,1158,567,210, 
 投资所支付的现金(万元),965,965,18931,30000,645,--,3553,33088,3936,5301,5831,3095,1840,6809,--,--,--,591,107,1310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3031,2099, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,8592,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9324,3808,21233,37829,4445,3077,5361,39530,9495,8724,7088,6880,5551,6855,8640,3493,159,754,142,5382,2323,1966,1924,7401,1922,1608,158,11961,4133,3750,2320,2177,1217,1158,3598,2309, 
 投资活动产生的现金流量净额(万元),-6487,21748,-5983,66,-3475,801,-909,-7349,-8655,-8197,-6788,4350,-4591,-6218,-8437,3810,821,135,-33,-3330,-2323,-1966,-1924,-7401,-1922,-1608,-158,-11961,-4133,-3750,-2320,-2177,-1217,-411,-581,-2309, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,150,--,--,50,--,--,--,--,--,--,--,--,--,--,--,78359,77712,77712,77712,--,--,--,1369,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3304,965,965,1002,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,221,221,221,--,--,--,--,--, 
 筹资活动现金流入小计(万元),3304,965,965,1002,0,0,0,0,0,0,0,0,150,0,0,50,0,0,0,0,0,0,0,0,0,0,0,78359,77932,77933,77933,0,--,0,1369,--, 
 偿还债务支付的现金(万元),535,274,--,--,4,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
