 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),9747,61688,44953,32206,12122,28667,15104,8694,2871,18361,8847,7288,2823,19959,8701,6847,10291,7949,10756, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),92,528,471,299,142,716,430,345,335,866,791,560,503,816,685,455,779,1078,258, 
 收到的其他与经营活动有关的现金(万元),1060,3765,3844,3098,1799,978,1650,562,112,1019,689,460,22,1796,366,210,382,806,2287, 
 经营活动现金流入小计(万元),10898,65980,49269,35603,14063,30361,17184,9601,3318,20246,10327,8308,3348,22570,9752,7512,11452,9833,13302, 
 购买商品、接受劳务支付的现金(万元),7775,35842,25879,19328,7340,16793,11945,6327,3099,13087,9790,7785,3960,15710,8618,6585,5796,7352,6785, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6057,12929,9608,6426,3083,5723,2638,995,503,1496,1118,744,419,1260,931,649,1236,1084,595, 
 支付的各项税费(万元),618,3777,3500,2421,1859,1691,1376,921,678,2593,2150,1678,1303,1788,1470,1034,1887,1213,1151, 
 支付的其他与经营活动有关的现金(万元),1410,5801,6916,4284,2658,2888,2165,680,378,1035,650,361,195,845,608,448,1140,1154,2886, 
 经营活动现金流出小计(万元),15860,58349,45904,32459,14940,27096,18124,8923,4658,18211,13707,10568,5878,19603,11627,8715,10059,10804,11416, 
 经营活动产生的现金流量净额(万元),-4962,7631,3365,3144,-878,3266,-940,678,-1340,2035,-3380,-2260,-2530,2967,-1874,-1203,1393,-971,1886, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,33,33,33,25,29,--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,440,440,--,--,--,--,--,--,35,35,15,15,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-20,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,4500,12798,4500,3500,3500,--,--,--,--,--,--,--,--,1000, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,440,440,0,0,4533,12831,4533,3525,3564,35,15,15,-20,0,0,0,0,1000, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11582,16110,12635,9216,3518,9516,6497,980,1156,4679,3093,891,477,4286,1542,1535,2505,1143,2099, 
 投资所支付的现金(万元),3500,19353,15476,1370,--,1895,1375,--,--,--,3500,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,9760,--,--,--,-1754,6,6,--,--,--,--,--,--,--,--,--,--,500, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,1000,1000,1000,1000,7000,--,--,--,--,--,--,--,--,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15082,45223,28111,10586,3518,10657,8878,1986,2156,11679,6593,891,477,4286,1542,1535,2505,1143,3599, 
 投资活动产生的现金流量净额(万元),-15082,-44783,-27671,-10586,-3518,-6123,3953,2547,1369,-8114,-6558,-876,-462,-4306,-1542,-1535,-2505,-1143,-2599, 
 吸收投资收到的现金(万元),2102,36891,8391,1600,--,50,50,50,--,27521,27521,27521,--,1000,--,--,--,210,2223, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,30100,--,--,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,152, 
 取得借款收到的现金(万元),3097,114451,37462,24709,15987,9535,1110,1110,--,3518,3518,3235,1219,7500,5246,4357,3300,2600,1576, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),5199,151742,45853,26309,15987,9585,1160,1160,0,31039,31039,30756,1219,8500,5246,4357,3300,2810,3799, 
 偿还债务支付的现金(万元),3460,21563,16576,13688,10772,2836,2795,1162,891,6719,6446,2893,2165,3367,3050,2390,2661,1056,288, 
 分配股利、利润或偿付利息所支付的现金(万元),627,2476,4288,440,196,1183,1023,955,4,1625,1541,1391,49,294,168,111,207,183,16, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),187,853,--,--,206,2620,1126,--,--,659,734,242,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),4274,24892,20863,14128,11174,6640,4943,2118,895,9003,8721,4526,2214,3661,3217,2500,2868,1239,303, 
 筹资活动产生的现金流量净额(万元),925,126850,24990,12181,4813,2946,-3783,-958,-895,22035,22318,26230,-995,4839,2029,1857,432,1571,3496, 
 汇率变动对现金及现金等价物的影响(万元),-729,299,709,547,9,-94,61,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-19848,89996,1392,5287,427,-6,-710,2268,-865,15956,12380,23094,-3987,3500,-1387,-881,-680,-542,2783, 
 加:期初现金及现金等价物余额(万元),111660,21664,21664,21664,21664,21670,21670,21670,21670,5714,5714,5714,5714,2214,2728,2728,2894,3436,653, 
 期末现金及现金等价物余额(万元),91812,111660,23056,26951,22090,21664,20960,23939,20805,21670,18094,28807,1726,5714,1341,1847,2214,2894,3436, 
 净利润(万元),--,5815,--,2384,--,6678,--,1432,--,4937,--,1973,--,5486,--,1513,5538,4955,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1849,--,347,--,488,--,-20,--,327,--,321,--,-52,--,-66,477,354,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3923,--,2095,--,1536,--,175,--,303,--,146,--,304,--,152,274,234,--, 
 无形资产摊销(万元),--,690,--,300,--,326,--,43,--,27,--,11,--,23,--,11,23,23,--, 
 长期待摊费用摊销(万元),--,25,--,13,--,16,--,6,--,5,--,1,--,12,--,5,9,15,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,318,--,1,--,0,--,--,--,-28,--,-28,--,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1977,--,364,--,81,--,13,--,151,--,111,--,242,--,114,207,188,--, 
 投资损失(万元),--,-136,--,-10,--,-202,--,-33,--,-29,--,--,--,--,--,--,--,4,--, 
 递延所得税资产减少(万元),--,465,--,352,--,345,--,4,--,-53,--,-52,--,-136,--,-27,-59,-46,--, 
 递延所得税负债增加(万元),--,-328,--,-39,--,-114,--,-1,--,1,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1985,--,-840,--,260,--,324,--,-94,--,-1113,--,-1389,--,-451,125,-1420,--, 
