 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),412954,241083,124796,441884,278773,142267,54955,247622,171426,119013,49524,248762,171159,105984,59461,235850,176876,111179,58177,227382,138291,88851,42792,180623,114824,71733,36374,154397,117829,147440,112282,87096, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),4,--,0,6835,--,--,--,4100,2476,1680,735,1765,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4,3,2,945,29,10,--,178,134,127,3,34,21,20,13,19,12,11,5,--,14,13,0,50,42,--,--,13,29,4,29,1, 
 收到的其他与经营活动有关的现金(万元),103081,59426,15681,47804,165206,61283,60547,64827,59325,41977,39173,56008,43767,42169,16361,56195,31065,29323,21892,33703,49651,31213,28964,42817,37859,26563,21071,32910,22083,35118,20836,18452, 
 经营活动现金流入小计(万元),516043,300513,140479,497468,444008,203559,115502,316728,233360,162797,89434,306569,257990,167360,81727,292065,207952,140513,80074,261085,187956,120076,71757,223490,152725,98296,57445,187321,139941,182562,133147,105549, 
 购买商品、接受劳务支付的现金(万元),348811,229511,115200,409725,297541,158502,57138,205254,141184,97717,44478,182794,124281,88221,39673,171338,136553,87471,37642,187431,117838,72984,39673,121430,94127,58606,25966,113587,78074,112495,75845,56976, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,792,--,--,--,534,--,--,--,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),26563,18252,9914,35385,25003,17137,8913,33746,23218,16185,8722,31272,22839,15740,8981,28987,25600,15555,8225,26669,19818,13194,7324,20919,15523,10404,5850,18959,14213,15050,12445,10372, 
 支付的各项税费(万元),25286,19333,9235,17364,21878,12709,2889,11016,8785,6395,3770,11278,8741,6228,2158,11395,8975,7026,2575,14690,12954,10489,4605,13419,11190,9030,2291,12081,9861,9561,8868,6597, 
 支付的其他与经营活动有关的现金(万元),140051,60385,22423,36868,107684,27415,44892,76797,72529,42987,39423,72591,43063,31278,21344,57772,27745,27524,18003,28934,31946,19994,18404,47924,26959,16220,18917,23564,16191,17038,20014,26652, 
 经营活动现金流出小计(万元),540712,327482,156772,500133,452105,215763,113832,327347,245715,163284,96393,297966,244034,161587,80765,269492,198873,137577,66445,257724,182556,116661,70006,203692,147799,94260,53025,168190,118340,154144,117172,100597, 
 经营活动产生的现金流量净额(万元),-24669,-26969,-16293,-2665,-8097,-12203,1670,-10619,-12355,-486,-6959,8603,13956,5773,963,22573,9079,2936,13629,3362,5400,3415,1751,19798,4926,4035,4420,19131,21601,28418,15975,4953, 
 收回投资所收到的现金(万元),--,--,--,3687,255,255,--,300,300,--,--,182,--,--,--,--,--,--,--,200,52,--,--,3242,3242,3142,3142,290,290,601,69,219, 
 取得投资收益所收到的现金(万元),165,152,90,66,69,67,34,394,98,84,18,430,181,8,4,492,259,200,4,320,94,122,4,221,377,668,5,207,69,188,91,102, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19948,16498,16296,834,196,165,38,9520,7195,7014,6950,8250,133,110,105,2036,663,157,83,5004,237,159,41,8407,1787,1049,1025,2673,2391,4140,211,128, 
 处置子公司及其他营业单位收到的现金净额(万元),54,30,30,200,200,200,--,--,--,--,--,33,--,--,--,1831,1815,1815,--,--,--,--,--,--,--,--,--,16532,16554,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,6650,8290,--,--,--,677,677,--,--,--,29,--,--,--,--,--,--,1780,1295,1,--,1356,1356,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20167,16680,16416,4787,719,687,6723,18504,7594,7098,6968,9572,991,118,109,4360,2766,2172,87,5524,384,281,45,13650,6702,4859,4172,21058,20660,4930,371,449, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16641,9457,5254,28550,14241,3607,3397,33314,20248,15242,12294,27236,16386,11475,4141,12345,9671,7742,2138,29810,22886,22318,14897,47857,15760,10818,4861,24136,16431,33298,17271,7964, 
 投资所支付的现金(万元),10400,10400,1122,3420,2035,2000,--,377,297,297,--,8878,8755,7750,4700,2617,530,500,30,490,1056,250,250,2809,--,--,--,1260,1201,2013,442,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),12117,--,--,40287,47750,47750,39628,5545,5545,5545,3331,11239,12572,12572,2930,3191,--,--,--,--,--,--,--,655,--,--,--,--,--,16,776,1064, 
