 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),59355,313667,216049,140807,58121,290703,192241,121930,47772,239639,152907,91973,28668,191633,117607,68390,171549,152987,115081,88570,74088, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),920,25507,22874,20665,14895,24084,22382,2575,882,4002,2627,1931,654,4776,1828,1099,5758,7094,5753,6076,4882, 
 经营活动现金流入小计(万元),60275,339174,238923,161472,73016,314786,214622,124505,48654,243641,155534,93905,29322,196409,119435,69489,177307,160081,120834,94646,78970, 
 购买商品、接受劳务支付的现金(万元),4935,28561,17634,12178,6078,17320,12811,8068,3818,13447,11104,6782,3055,13095,8817,6008,11547,13866,8921,7036,4822, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20448,66384,48584,32898,17222,50869,37837,25219,13126,41695,31587,21229,11215,35298,26459,17871,30644,25204,18674,14768,11759, 
 支付的各项税费(万元),9531,49048,38458,26500,13930,44585,32591,22321,9852,39907,27662,17428,7905,34834,22299,14828,30810,29873,19858,16177,14796, 
 支付的其他与经营活动有关的现金(万元),24151,118494,83630,58740,28790,117378,84515,55932,28030,100395,70145,45189,22395,84044,59189,38563,70975,62955,56496,42986,36751, 
 经营活动现金流出小计(万元),59065,262488,188306,130316,66020,230152,167753,111540,54826,195444,140497,90628,44569,167271,116764,77270,143975,131897,103949,80966,68128, 
 经营活动产生的现金流量净额(万元),1209,76686,50617,31156,6996,84635,46869,12965,-6172,48197,15037,3277,-15247,29138,2671,-7781,33331,28184,16886,13679,10842, 
 收回投资所收到的现金(万元),30500,342275,195375,146875,46375,280477,190104,140235,65866,296984,222924,216805,89827,227562,147703,117302,81536,27420,14000,3182,41110, 
 取得投资收益所收到的现金(万元),217,3061,1593,1151,429,1581,1034,705,348,1136,760,738,264,1120,657,559,147,99,8,17,17, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,5,0,0,0,27,2,--,--,13,9,0,--,39,9,4,1,25,6,5,16, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),962,10087,10087,9993,--,3375,1241,954,640,1889,751,616,253,2655,2553,1900,187,2242,1340,1146,4030, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),31682,355428,207056,158019,46804,285460,192380,141895,66855,300021,224444,218159,90344,231376,150921,119764,81871,29786,15354,4350,45173, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8918,31288,13074,8148,3310,17023,11439,7203,2758,11583,8262,5817,3109,9027,6875,3163,7716,12951,15725,13176,15827, 
 投资所支付的现金(万元),115113,316275,228575,151075,69475,292769,220104,149235,54866,312225,249165,216805,114747,225411,176252,117302,73830,24940,14480,7615,46363, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,283,283,193,--,684,310,310,--,2390,166,96,81,381,--,--,0,174,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),124031,347847,241933,159416,72785,310476,231853,156748,57624,326198,257593,222718,117937,234818,183126,120464,81546,38065,30205,20791,62190, 
 投资活动产生的现金流量净额(万元),-92348,7582,-34877,-1397,-25981,-25016,-39473,-14853,9231,-26177,-33149,-4558,-27593,-3442,-32205,-700,325,-8279,-14851,-16441,-17017, 
 吸收投资收到的现金(万元),--,--,--,--,--,18707,18217,18217,18217,59183,58691,58691,--,--,--,--,--,--,26087,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,500,500,4000,5700,10631,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,18707,18217,18217,18217,59183,58691,58691,0,500,500,500,500,4000,31787,10631,5000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,500,500,500,--,700,700,700,4000,5500,6000,3500,7000, 
 分配股利、利润或偿付利息所支付的现金(万元),9,10076,10026,9635,--,8912,8910,8489,--,6013,6013,5666,7,5431,5423,5004,3737,3965,14079,2497,1603, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,2181,1467,--,--,--,--,--,--,582,582,215,--,109,53,50,121,77,212,--,--, 
 筹资活动现金流出小计(万元),9,12256,11493,9635,0,8912,8910,8489,0,7095,7095,6381,7,6240,6176,5754,7858,9542,20291,5997,8603, 
 筹资活动产生的现金流量净额(万元),-9,-12256,-11493,-9635,0,9795,9308,9728,18217,52089,51597,52310,-7,-5740,-5676,-5254,-7358,-5542,11496,4634,-3603, 
 汇率变动对现金及现金等价物的影响(万元),-296,-478,-358,-159,-37,433,180,135,-31,110,-18,-0,2,-6,10,8,-76,--,--,--,--, 
 现金及现金等价物净增加额(万元),-91444,71534,3890,19965,-19021,69847,16884,7975,21245,74220,33468,51029,-42845,19949,-35201,-13727,26222,14362,13531,1872,-9777, 
 加:期初现金及现金等价物余额(万元),310158,238624,238624,238624,238624,168778,168778,168778,168778,94558,94558,94558,94558,74609,74609,74609,48387,34024,20494,18622,28399, 
 期末现金及现金等价物余额(万元),218714,310158,242515,258589,219603,238624,185662,176753,190022,168778,128026,145587,51713,94558,39408,60881,74609,48387,34024,20494,18622, 
 净利润(万元),--,64420,--,23307,--,50012,--,17850,--,39699,--,12779,--,27647,--,8635,31913,20578,16767,10851,8245, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,550,--,503,--,111,--,380,--,89,--,333,--,145,--,392,-43,210,218,493,106, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5130,--,2596,--,5150,--,2614,--,5314,--,2646,--,5391,--,2656,5184,4456,2491,2064,1601, 
 无形资产摊销(万元),--,1392,--,658,--,1196,--,598,--,1171,--,595,--,1284,--,617,568,481,579,631,637, 
 长期待摊费用摊销(万元),--,802,--,424,--,851,--,418,--,680,--,160,--,286,--,140,269,137,131,53,25, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
