 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),407414,1380771,1073638,691944,370410,1162339,866925,591598,329991,844909,552657,363002,170194,565912,--,264850,127514,426000,--,322662,223866, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),926,18621,5018,5057,2230,23553,6944,1723,327,10634,4307,4307,2029,9453,--,1576,1206,7459,--,6391,2449, 
 收到的其他与经营活动有关的现金(万元),4667,16160,39917,1870,1992,6636,8380,4628,4455,8371,5494,4021,3282,12879,--,4742,2141,6459,--,2562,716, 
 经营活动现金流入小计(万元),413007,1415552,1118573,698871,374632,1192528,882249,597948,334773,863914,562458,371330,175505,588244,--,271169,130862,439918,--,331614,227032, 
 购买商品、接受劳务支付的现金(万元),211474,808413,657189,384504,196722,677176,499583,351462,182708,417241,289615,181717,67331,292327,--,112167,47038,207922,--,149006,113648, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),56515,205139,161840,107077,59542,156007,96252,61618,38270,94014,56313,36972,18895,56262,--,28875,15989,41401,--,29473,22861, 
 支付的各项税费(万元),36887,118287,108681,71524,31304,106294,89583,58336,35204,98603,76729,47199,17803,78042,--,38134,14966,60009,--,41195,27304, 
 支付的其他与经营活动有关的现金(万元),21780,84905,50631,47081,14395,60296,45892,18452,12136,45145,31072,16065,10182,35478,--,15098,11118,28727,--,20920,19855, 
 经营活动现金流出小计(万元),326656,1216744,978341,610186,301962,999774,731310,489867,268318,655004,453729,281954,114211,462108,--,194274,89111,338059,--,240595,183668, 
 经营活动产生的现金流量净额(万元),86352,198808,140232,88685,72669,192754,150939,108081,66455,208910,108728,89376,61294,126136,100251,76895,41751,101859,68838,91019,43363, 
 收回投资所收到的现金(万元),--,50000,50000,4742,--,1241,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,2694,2607,1009,460,2163,2343,482,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,4936,274,274,--,182,93,61,--,128,29,14,2,73,--,64,4,15,--,198,146, 
 处置子公司及其他营业单位收到的现金净额(万元),--,3746,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,6000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,61376,52880,6025,460,9585,7436,545,0,128,29,14,2,73,--,64,4,15,--,198,146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),52041,174697,133524,72566,43374,149641,128846,64282,15654,109819,67503,48262,22048,67228,--,20376,6153,53706,--,55339,56707, 
 投资所支付的现金(万元),24000,53678,85870,71067,68232,65866,196630,89637,78380,46160,525,--,--,--,--,--,--,--,--,--,500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,61155,41793,32776,--,157669,54392,42241,34603,192699,1120,840,--,1680,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,6000,6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),76041,289530,261186,176410,111607,379176,385869,202160,128637,348678,69148,49102,22048,68908,--,20376,6153,53706,--,55339,57207, 
 投资活动产生的现金流量净额(万元),-76041,-228154,-208306,-170385,-111147,-369590,-378433,-201615,-128637,-348550,-69119,-49089,-22046,-68836,--,-20311,-6148,-53692,--,-55141,-57061, 
 吸收投资收到的现金(万元),--,1795,--,--,--,--,--,--,--,342782,125338,125338,125338,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),150000,460000,400000,340000,210000,50000,50000,--,--,299825,--,--,--,--,--,--,--,--,--,--,--, 
