 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11556,57488,39677,22745,9901,51929,35929,22196,10894,40999,29045,18740,8384,39994,26801,16980,7856,38857,37872,32836, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),111,557,299,146,53,222,176,124,17,--,--,--,--,39,39,39,39,545,51,84, 
 收到的其他与经营活动有关的现金(万元),640,487,261,551,1248,1203,956,510,364,256,509,579,812,112,63,60,185,119,599,275, 
 经营活动现金流入小计(万元),12306,58532,40237,23442,11202,53353,37062,22829,11275,41255,29554,19320,9196,40146,26903,17080,8081,39521,38522,33194, 
 购买商品、接受劳务支付的现金(万元),10498,41616,31650,19620,11324,29853,24251,16136,8476,26337,19835,13320,8024,25366,17107,11506,6248,24522,24776,22577, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1897,8135,6106,4190,1824,7865,5598,3336,1564,6086,4351,2873,1435,5303,4082,2552,1144,4582,4487,4928, 
 支付的各项税费(万元),1231,1713,1435,1091,660,3327,1461,1490,835,2594,1876,1250,673,1771,1213,866,296,2472,3063,2570, 
 支付的其他与经营活动有关的现金(万元),560,2775,2692,1453,520,2985,2507,1270,519,2084,2756,1081,672,2090,2151,874,627,2275,1549,1516, 
 经营活动现金流出小计(万元),14186,54239,41882,26354,14327,44030,33817,22232,11393,37101,28818,18523,10804,34529,24554,15799,8315,33852,33875,31592, 
 经营活动产生的现金流量净额(万元),-1880,4293,-1645,-2912,-3125,9323,3244,597,-118,4154,736,797,-1608,5617,2349,1281,-234,5669,4647,1602, 
 收回投资所收到的现金(万元),1900,2000,3400,3700,4800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),33,73,60,41,28,55,32,24,14,79,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,853,46,46,25,90,87,36,23,24,9,6,--,753,29,28,--,65,206,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
