 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),29093,167991,123651,80981,27684,127739,59956,33374,16196,90872,59096,36531,18278,73832,48001,28349,10857,83896,55418,30617,15189,71398,42773,28242,12843,61250,37716,23645,52154,36498,22896, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,858,527,350,69,628,360,161,53,382,254,227,117,309,309,107,36,485,365,272,78,598,559,307,205,386,268,240,490,119,121, 
 收到的其他与经营活动有关的现金(万元),1580,5726,13268,10086,1938,2842,5138,1736,835,381,1992,278,899,635,2359,922,16,2992,6275,3842,1564,3135,7575,4568,2107,2489,1563,1837,5533,7149,5579, 
 经营活动现金流入小计(万元),30673,174576,137447,91417,29692,131209,65454,35271,17084,91635,61342,37036,19294,74776,50669,29378,10908,87373,62057,34731,16832,75131,50907,33117,15154,64124,39547,25722,58176,43767,28597, 
 购买商品、接受劳务支付的现金(万元),26425,124306,94645,61933,25096,104855,53013,30861,15222,61350,50235,31597,14172,56687,41772,26570,12093,54806,40677,23916,14324,63976,37565,28519,14003,55253,37339,19870,38229,33507,20829, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4028,9816,7329,5140,3156,9811,5749,4135,2371,8113,4931,3516,1894,6488,4377,3040,1781,5129,3535,2505,1403,4241,3494,2574,1542,3055,2044,1518,2375,1952,1596, 
 支付的各项税费(万元),1021,5494,4331,3358,1187,10344,6739,4187,1522,5564,3536,2386,658,3966,2558,1740,408,3792,2834,1866,566,5669,3560,2819,943,5449,3110,2482,4209,2235,2205, 
 支付的其他与经营活动有关的现金(万元),2767,16732,22479,17182,4157,7518,12153,5833,2876,12931,9621,4376,3541,13798,10902,6844,2785,14864,7384,6223,4407,9247,15904,8715,6069,8859,8094,3793,7217,4555,8230, 
 经营活动现金流出小计(万元),34241,156347,128784,87613,33596,132529,77655,45016,21990,87957,68324,41875,20264,80939,59608,38194,17068,78591,54429,34509,20699,83133,60523,42628,22557,72616,50587,27662,52030,42249,32860, 
 经营活动产生的现金流量净额(万元),-3568,18228,8663,3804,-3904,-1319,-12201,-9745,-4907,3677,-6982,-4839,-970,-6163,-8939,-8816,-6160,8782,7628,221,-3868,-8003,-9616,-9511,-7403,-8492,-11040,-1940,6146,1518,-4264, 
 收回投资所收到的现金(万元),--,7849,--,--,--,1406,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11000,--,--,--,--,25,--,100, 
