 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),119491,86990,70348,22891,103919,110015,53320,20521,90985,63730,37181,14540,99290,75835,50686,25612,139581,95431,64459,23337,123013,82301,52376,16582,106085,59391,40089,15205,108430,72227,51082,22787,98135,66868,47581,17488,66227,40566,9787,70935,58522, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,194,194,0,166,85, 
 收到的其他与经营活动有关的现金(万元),3824,6030,5916,744,1867,4092,2476,1631,3701,4648,2548,2528,2015,814,1109,312,2967,1934,1109,1822,3368,1991,809,1340,2664,2237,1215,441,1465,1324,787,24,1336,435,95,215,192,271,210,157,1061, 
 经营活动现金流入小计(万元),123315,93020,76265,23635,105786,114107,55796,22152,94686,68378,39728,17068,101305,76649,51795,25924,142548,97365,65568,25160,126381,84292,53185,17922,108749,61628,41303,15646,109896,73551,51869,22810,99471,67303,47676,17703,66613,41031,9997,71257,59668, 
 购买商品、接受劳务支付的现金(万元),69713,51471,51675,14133,53839,76904,31635,12982,52196,42166,23679,10124,61020,49951,31469,19349,93345,65363,41444,18263,95233,62408,37782,10015,68009,36916,24791,8399,87299,52271,34822,14194,73801,49581,32910,12007,45177,27278,6135,49645,39481, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),14095,10640,6926,4063,12324,8567,5742,3365,10376,7704,5316,2878,9181,6815,4744,2242,9694,7144,5403,2003,9326,6415,4964,2595,7529,6119,4040,1744,8060,6425,5086,2029,6163,4434,3024,1468,3437,2381,661,3368,2958, 
 支付的各项税费(万元),11643,9098,5936,2366,11741,7682,4702,1927,8938,5639,3579,2230,6670,5907,4765,1607,7921,5946,4366,2024,7703,5738,3868,1075,6306,4978,4092,1628,8276,6915,4663,1430,8677,7375,4609,2002,6192,4424,926,8333,8063, 
 支付的其他与经营活动有关的现金(万元),12867,12460,7163,1129,9680,7233,5560,2125,6561,6041,4137,1905,6191,6816,5387,2185,8345,4564,4013,2446,9826,4624,4538,1861,8454,6005,4000,2038,8679,5695,4062,1943,8480,6493,3094,1191,3656,2759,1468,4140,4297, 
 经营活动现金流出小计(万元),108318,83669,71701,21691,87584,100386,47639,20399,78071,61551,36711,17138,83062,69489,46364,25384,119305,83017,55226,24735,122089,79186,51152,15546,90299,54018,36923,13809,112314,71306,48632,19596,97121,67884,43637,16668,58462,36843,9191,65486,54799, 
 经营活动产生的现金流量净额(万元),14998,9351,4564,1944,18201,13721,8158,1753,16615,6828,3017,-70,18243,7160,5431,540,23243,14347,10342,424,4292,5106,2034,2376,18450,7609,4380,1837,-2419,2245,3237,3215,2350,-580,4039,1035,8152,4188,806,5771,4870, 
 收回投资所收到的现金(万元),--,--,--,--,21500,21507,21500,--,65500,65500,44277,22593,81113,29332,29148,29065,61973,45066,35822,19894,42800,26500,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,322,315,315,--,447,447,--,50,689,--,--,--,--,--,--,--,--,615,--,--,--,0,--,--,191,191,--,--,1,297,297,0,108,108,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4681,9,9,5,2691,124,17,14,5,34,34,14,377,1,1,--,694,--,--,--,13,8,8,--,--,0,--,--,22,634,632,--,162,167,167,158,65,65,0,27,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,268, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,127,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,115,115,115,300,300,0,0,400, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流入小计(万元),4681,9,9,5,24513,21946,21832,14,66079,65981,44311,22657,82179,29333,29149,29065,62667,45066,35822,19894,42814,27123,8,0,0,0,0,0,213,825,632,0,164,579,579,273,473,473,0,27,682, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10068,10993,3892,1548,12402,10476,5667,3405,10974,6800,3920,4409,11588,6008,4099,2221,10535,10634,7377,2212,12480,8422,2753,1300,10241,6681,3925,3030,16788,18670,14858,9005,27339,20580,10688,5229,6662,4142,575,5798,6323, 
 投资所支付的现金(万元),12900,6900,--,--,--,50,--,--,65500,43108,43489,22500,73500,21500,21500,13000,54000,38500,28000,9000,77000,61500,26500,26500,--,0,--,--,141,--,--,--,--,--,--,0,0,--,0,2561,2360, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),1454,1454,1454,--,--,--,--,--,1657,1655,--,--,--,--,--,--,--,--,--,--,--,--,0,--,3870,0,--,--,--,80,80,80,--,--,--,0,0,--,0,0,309, 
