 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),6979,33066,21367,12793,6100,24963,15840,11158,4225,20381,12963,9094,4657,23873,16173,10487,3974,22639,20533,15552, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到的其他与经营活动有关的现金(万元),330,1652,895,527,155,1957,961,540,133,1825,508,304,212,716,112,784,66,945,687,246, 
 经营活动现金流入小计(万元),7309,34719,22262,13320,6256,26921,16801,11698,4357,22206,13471,9398,4870,24589,16285,11271,4041,23584,21220,15798, 
 购买商品、接受劳务支付的现金(万元),1987,4452,3869,1392,1089,2417,1634,1175,631,2441,1666,1036,425,2700,1935,1069,279,3152,2660,1139, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3192,11378,6783,4626,2450,8570,5681,4006,2127,8498,5782,4062,2400,9411,6012,4197,1675,8232,7058,5501, 
 支付的各项税费(万元),1636,7555,5041,3512,1398,5622,3885,2678,1068,5553,3973,2584,1176,5778,4225,3157,1303,5735,4968,3627, 
 支付的其他与经营活动有关的现金(万元),1044,4113,3314,1865,987,3315,2072,1499,632,3185,2148,1259,351,2846,1750,1453,292,2940,3287,4488, 
 经营活动现金流出小计(万元),7859,27499,19008,11394,5924,19924,13271,9358,4458,19678,13570,8941,4352,20735,13922,9875,3549,20059,17974,14755, 
 经营活动产生的现金流量净额(万元),-550,7220,3255,1925,332,6996,3529,2340,-100,2529,-99,457,518,3854,2363,1396,491,3525,3246,1043, 
