 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),345857,980861,656745,407049,207386,727869,510134,324795,167137,613717,437982,285469,132642,475360,334005,206105,98928,395467,287715,188025,86872,354603,245011,154452,73142,284672,117556,242782,227979,163714, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,3,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2559,10818,7700,4269,1899,8384,5878,3408,1537,5649,3720,2498,984,6127,3918,2225,928,5994,4020,2519,1214,6026,3778,2551,669,3142,1320,2629,4309,6907, 
 经营活动现金流入小计(万元),348416,991682,664446,411319,209285,736257,516013,328203,168674,619366,441702,287967,133626,481488,337923,208330,99856,401462,291735,190545,88086,360630,248789,157003,73810,287814,118876,245412,232287,170622, 
 购买商品、接受劳务支付的现金(万元),371693,944882,631125,402345,189537,683809,474130,296615,144768,553877,394161,259385,109578,424659,306997,194997,91562,369933,273388,178629,80242,338585,237445,151922,67493,278055,118929,209187,201607,167386, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9964,29629,21920,15273,7784,22361,16469,11106,5739,18445,13602,9010,4982,13532,9741,6306,3123,11813,8923,5922,3147,8709,6266,4093,1924,5814,2633,5354,4950,4206, 
 支付的各项税费(万元),994,1607,1056,851,360,1370,1029,825,282,2249,1503,908,197,2009,1324,962,348,1455,993,751,272,1259,922,745,366,1277,844,2590,1465,1148, 
 支付的其他与经营活动有关的现金(万元),7817,26219,22577,14925,5517,19840,12583,8050,3925,15695,10614,7451,3696,15424,9999,5400,2676,13771,9951,6905,3965,9938,6955,4816,1761,7749,3664,6567,7002,5517, 
 经营活动现金流出小计(万元),390469,1002337,676678,433394,203197,727381,504211,316597,154713,590266,419881,276754,118454,455624,328061,207665,97709,396972,293255,192207,87626,358491,251588,161575,71545,292896,126070,223698,215023,178256, 
 经营活动产生的现金流量净额(万元),-42052,-10655,-12232,-22076,6088,8875,11802,11607,13961,29100,21821,11213,15172,25863,9862,665,2147,4490,-1521,-1662,460,2138,-2799,-4572,2266,-5082,-7194,21714,17264,-7634, 
 收回投资所收到的现金(万元),--,11000,11000,11000,8000,33550,23550,23550,1800,123700,85700,39800,15800,43000,30000,25000,12000,10000,--,--,--,--,--,--,--,59200,43100,115900,44600,--, 
 取得投资收益所收到的现金(万元),--,66,66,66,55,125,90,90,12,855,669,387,151,528,432,298,154,109,--,--,--,--,--,--,--,974,532,329,53,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),397,1064,791,496,255,1196,915,686,362,1625,1266,772,390,1270,896,473,194,659,468,266,141,742,529,325,134,460,190,212,321,87, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,7723,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),397,19853,11857,11562,8310,34871,24555,24326,2174,126180,87635,40959,16341,44798,31328,25771,12348,10769,468,266,141,742,529,325,134,60633,43822,116441,44974,87, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3408,17636,12811,9391,4275,15278,10488,5348,2926,12619,8875,6191,3085,8703,4982,3301,1723,7691,4498,3239,1983,10853,7216,4336,1833,6551,2950,7552,5311,12374, 
