 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),35222,118195,81801,51384,23310,100722,73031,48241,23763,86524,65899,42272,22898,76467,56293,37334,15261,76495,46184,30108,11189,56225,37483,22811,9790,47879,35083,22834,10694,31973,25164,17579,7102,30954,26646,16782,22998,17122,15302,10552, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),--,--,4,--,1,--,0,--,25,--,4,--,--,--,--,--,--,--,25,25,25,--,52,40,--,--,--,--,--,99,6,6,5,0,0,0,23,0,0,0, 
 收到的其他与经营活动有关的现金(万元),2210,7435,1327,491,361,1431,620,398,107,1549,782,588,329,479,903,606,113,3684,3719,3213,2084,3061,1940,1112,200,3246,2385,2245,194,598,202,163,2,1044,592,222,237,498,340,311, 
 经营活动现金流入小计(万元),37432,125630,83131,51875,23672,102153,73651,48639,23895,88072,66684,42859,23227,76947,57196,37940,15373,80179,49928,33346,13297,59286,39476,23963,9990,51124,37468,25079,10888,32670,25372,17748,7109,31998,27238,17003,23259,17620,15641,10863, 
 购买商品、接受劳务支付的现金(万元),12920,57168,43223,31943,11852,57484,44236,29164,13987,58009,39298,26267,16139,51817,33427,21469,6485,44155,19203,13756,5443,30859,17734,8895,6688,30916,20843,13139,5781,16418,15315,11164,4185,17767,17746,11042,13364,12431,8337,6623, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),3271,11152,8295,5859,3518,11532,8222,5657,3422,11436,8217,5731,3552,11786,8347,4987,3239,10058,7074,4823,2573,8388,5938,3855,1881,6016,4885,3233,1759,2872,2010,1355,761,1823,1264,873,1047,901,648,540, 
 支付的各项税费(万元),5527,15034,9055,6717,4506,8586,5961,3784,2133,7285,5336,4155,1408,4669,4088,3316,1700,6989,5713,4327,2054,6245,4668,2921,1045,4800,4060,4045,1815,2800,2583,1776,1126,3273,2308,1400,1928,1621,1194,872, 
 支付的其他与经营活动有关的现金(万元),16912,36137,19579,10198,6480,11985,13830,9909,5962,13883,11059,7025,4111,13613,14017,8905,7163,11508,15231,9648,7339,11976,13277,7421,4693,8207,10593,6817,3697,6814,7775,5176,3695,5400,3902,2807,5195,1783,3295,2052, 
 经营活动现金流出小计(万元),38630,119491,80151,54717,26356,89587,72249,48514,25504,90613,63910,43178,25209,81885,59879,38677,18588,72710,47221,32555,17409,57468,41617,23093,14307,49939,40381,27234,13052,28904,27685,19471,9767,28263,25220,16122,21534,16737,13473,10087, 
 经营活动产生的现金流量净额(万元),-1198,6139,2980,-2842,-2684,12566,1402,125,-1609,-2541,2774,-318,-1982,-4938,-2683,-737,-3214,7470,2707,791,-4112,1818,-2141,870,-4317,1185,-2913,-2155,-2164,3766,-2313,-1723,-2658,3735,2018,881,1725,883,2168,777, 
 收回投资所收到的现金(万元),3534,200,669,410,210,1819,1819,1767,1767,160,160,160,160,3390,720,720,105,--,--,--,--,--,--,--,--,140,--,--,--,--,--,0,--,--,0,0,0,0,0,0, 
