 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,0,0,1029425,662382,330063,--,1412278,913422,435023, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,330787,397952,178821,--,--,--,--,--,86413,116081,76931,296289,315815,271719,268307,--,23672,53779,96954,--,--,--,--,106675,113355,99895,--,0,0,0,0,--,0,0,0,127081,--,--,0,23949,--,--,0, 
 收取利息、手续费及佣金的现金(万元),517278,360228,189029,774798,576250,376520,172828,778676,556598,380241,170722,1047054,803563,541339,191141,447261,283604,168229,93587,270476,189733,117550,63215,210143,155835,104858,48993,228625,176226,119481,60555,271379,183159,121532,63800,287935,200245,120326,46133,168442,133597,100796,56389,280390,--,--,0,65947,--,--,0, 
 拆入资金净增加额(万元),329000,405000,--,205000,209000,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,60000,--,--,50000,10000,--,--,--,--,--,--,--,0,0,--,0,0,0,0,50000,--,0,0,0,0,--,--,0,--,--,--,0, 
 回购业务资金净增加额(万元),707687,79097,--,--,--,--,--,--,--,--,--,--,546422,884968,545650,1450698,414243,140856,239846,--,--,--,--,208359,27938,10421,--,162605,153962,126879,111970,0,0,3885,0,19903,6318,0,16218,87282,67580,8690,74652,59580,--,--,0,20585,--,--,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 收到的其他与经营活动有关的现金(万元),59504,53159,40869,408026,87023,60586,58874,115848,53002,20120,44744,62291,120961,367364,172119,214544,143402,27324,10120,38801,19257,45652,17795,3558,15279,28678,109833,40993,10011,1544,4197,2866,2297,3554,7558,2340,1153,2740,2112,166702,160806,145865,13241,14150,412,382,10,57233,561,301,2, 
 经营活动现金流入小计(万元),2296865,1572801,619472,1387824,977911,749031,339542,1303499,1556421,1497194,1073602,2389148,2922464,5046678,1753095,3248775,1420376,711344,478664,665566,524804,480564,402807,432059,222724,197737,348747,432223,340199,247904,176723,380920,298811,228865,71358,1506741,998443,182988,203366,422426,361983,396502,144282,1415257,1029837,662764,330073,604120,1412839,913723,435025, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,--,0,0,0,0,1149637,693492,358666,--,1453291,892453,442039, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,0,0,0,0,--,--,0,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),108284,75929,40792,181908,134981,88710,44569,163084,128625,94506,50026,304093,230985,153553,51027,106716,68553,44845,23324,49987,35518,23149,11193,39611,30299,21624,10559,51450,40848,26540,13464,48880,32326,20448,9929,41821,30377,16686,7393,33540,27096,19970,10367,54599,--,--,0,9479,--,--,0, 
