 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),22829,16679,44992,30434,22224,49333,44967,39961, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1537,1364,4395,1851,4140,5331,4256,3790, 
 经营活动现金流入小计(万元),24365,18043,49387,32285,26364,54663,49224,43751, 
 购买商品、接受劳务支付的现金(万元),6677,5185,15981,8940,6555,20134,15953,13801, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4685,3318,6038,6735,3330,5564,5160,2300, 
 支付的各项税费(万元),3661,2121,6675,5110,3592,7028,7282,7069, 
 支付的其他与经营活动有关的现金(万元),5562,2926,10314,4089,6115,10490,8981,11722, 
 经营活动现金流出小计(万元),20584,13551,39008,24874,19592,43216,37376,34892, 
 经营活动产生的现金流量净额(万元),3781,4492,10379,7411,6772,11447,11847,8859, 
 收回投资所收到的现金(万元),5000,--,--,--,16,--,--,137, 
 取得投资收益所收到的现金(万元),305,154,265,149,77,164,244,74, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,5,55, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),50147,37003,50300,35400,8200,36100,39050,13200, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),55452,37157,50565,35549,8293,36264,39299,13466, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1241,588,2640,1549,1194,4329,7097,9729, 
 投资所支付的现金(万元),--,--,2,2,18,1078,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,300,--,--, 
 支付的其他与投资活动有关的现金(万元),87106,44650,57350,49350,11950,36100,39050,13200, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),88347,45238,59993,50902,13162,41808,46147,22929, 
 投资活动产生的现金流量净额(万元),-32895,-8082,-9427,-15353,-4870,-5543,-6848,-9463, 
 吸收投资收到的现金(万元),25853,--,--,--,--,50,--,3, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,448,--,--,--,--,--, 
 筹资活动现金流入小计(万元),25853,0,448,0,0,50,0,3, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),345,345,5655,--,--,78,7223,113, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,78,940,113, 
 支付其他与筹资活动有关的现金(万元),1535,217,448,--,448,--,--,--, 
 筹资活动现金流出小计(万元),1880,562,6103,0,448,78,7223,113, 
 筹资活动产生的现金流量净额(万元),23973,-562,-5655,0,-448,-28,-7223,-110, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5141,-4152,-4704,-7942,1454,5875,-2223,-714, 
 加:期初现金及现金等价物余额(万元),8927,8927,13631,13631,13631,7756,9979,10694, 
 期末现金及现金等价物余额(万元),3787,4775,8927,5690,15086,13631,7756,9979, 
 净利润(万元),--,6477,11492,--,6462,11303,11620,8774, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,118,102,--,152,153,90,44, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,874,1717,--,844,1139,889,664, 
 无形资产摊销(万元),--,67,137,--,70,74,30,34, 
 长期待摊费用摊销(万元),--,34,40,--,18,36,50,5, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,51,--,0,71,83,246, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-286,--,--,--,--,--,--, 
 投资损失(万元),--,-154,-265,--,-93,-172,-244,-74, 
 递延所得税资产减少(万元),--,-30,-173,--,-357,-507,-393,-318, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,733,-1698,--,820,-819,-679,-1183, 
 经营性应收项目的减少(万元),--,-1696,3676,--,-2152,3594,13585,3262, 
 经营性应付项目的增加(万元),--,-1651,-4859,--,848,-3750,-13184,-4460, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,160,--,160,325,--,1864, 
 经营活动产生现金流量净额(万元),--,4492,10379,--,6772,11447,11847,8859, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3787,4775,8927,5690,15086,13631,7756,9979, 
 现金的期初余额(万元),8927,8927,13631,13631,13631,7756,9979,10694, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5141,-4152,-4704,-7942,1454,5875,-2223,-714, 

