 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),531568,343884,170101,662715,492928,340676,174818,512397,396025,265585,121277,484392,350284,218827,99254,62911,24218,15433,8760,28866,22578,15398,7770,35953,25908,15426,5314,37135,26377,18299,5294,37182,19656,24241,23396, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),4317,2689,954,8158,5772,2184,479,9262,6722,4615,3243,6558,5626,3075,1984,--,--,--,--,--,--,--,--,--,5,1,--,--,2,2,1,67,0,0,136, 
 收到的其他与经营活动有关的现金(万元),3883,2396,1757,5579,4567,2595,1649,8746,6944,5322,3604,8392,5464,2216,646,1256,822,230,174,527,359,229,164,185,254,256,2,1923,2573,1463,52,192,2,937,252, 
 经营活动现金流入小计(万元),539767,348969,172812,676451,503268,345455,176947,530405,409691,275522,128125,499342,361375,224118,101884,64167,25040,15663,8934,29392,22937,15627,7934,36138,26168,15683,5315,39058,28952,19764,5347,37441,19657,25178,23785, 
 购买商品、接受劳务支付的现金(万元),113997,76413,31870,191824,162946,104887,44991,184738,161947,109431,50783,188378,138536,89374,35206,33447,18092,10183,5801,18303,15775,10465,4614,27735,19099,13291,5484,29343,19648,13459,4762,25923,11213,17049,13482, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),52828,38954,19749,59718,39752,27349,13931,40119,28746,19955,10561,33482,21697,15172,9384,4508,1931,1361,608,2577,2044,1421,737,2698,2376,1503,680,2664,2098,1384,595,1769,839,1110,879, 
 支付的各项税费(万元),20865,14841,8008,36382,20773,13758,5488,28895,22683,16375,7861,22635,17342,11421,5059,4426,1272,864,277,1749,1271,1072,532,1048,1147,734,159,1099,799,555,554,2557,1704,2205,2144, 
 支付的其他与经营活动有关的现金(万元),213222,121038,56974,205337,138199,89777,48666,171459,130765,83872,50336,146723,108184,70048,36590,12627,1979,1089,618,1879,1050,980,317,2232,2027,731,294,2092,1692,1614,269,3905,2373,1762,3056, 
 经营活动现金流出小计(万元),400911,251245,116600,493261,361671,235770,113076,425211,344141,229634,119541,391218,285760,186015,86239,55008,23274,13497,7304,24508,20139,13938,6200,33713,24649,16259,6616,35199,24237,17012,6180,34154,16128,22126,19562, 
 经营活动产生的现金流量净额(万元),138856,97724,56212,183190,141597,109685,63870,105194,65550,45889,8584,108124,75614,38103,15645,9159,1766,2165,1630,4885,2797,1689,1734,2424,1519,-576,-1301,3859,4716,2752,-833,3287,3529,3051,4223, 
