 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),60253,39112,11129,41950,27706,18883,7357,47025,37016,23863,10270,39450,51448,46782,29092, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,1229,1,1,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3909,3311,2675,7344,5295,1467,424,4598,1597,1116,240,5486,1132,884,97, 
 经营活动现金流入小计(万元),64162,42424,13804,50523,33003,20351,7781,51623,38613,24979,10509,44936,52581,47666,29189, 
 购买商品、接受劳务支付的现金(万元),64986,37594,10936,40531,29113,17914,8802,39034,30594,20894,9755,41590,52089,38887,31689, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1559,1049,669,2084,1559,1064,555,1503,1153,795,439,1365,1400,888,1048, 
 支付的各项税费(万元),2399,1678,441,2396,1668,1224,428,3235,2208,1327,787,2645,1489,1041,916, 
 支付的其他与经营活动有关的现金(万元),2903,2028,3050,8642,7086,2943,2443,3275,2636,2246,1362,4794,848,1322,905, 
 经营活动现金流出小计(万元),71848,42349,15096,53652,39425,23145,12228,47047,36591,25263,12344,50394,55827,42138,34558, 
 经营活动产生的现金流量净额(万元),-7686,75,-1292,-3129,-6422,-2794,-4447,4576,2022,-284,-1835,-5458,-3246,5528,-5369, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),50,25,--,24,6,6,5,7,7,4,4,113,179,104,59, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2405,905,--,2100,--,--,--,900,--,--,--,--,--,403,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2455,930,0,2124,6,6,5,907,7,4,4,113,179,507,59, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2640,618,118,620,305,292,262,720,663,513,340,558,532,2758,1729, 
 投资所支付的现金(万元),--,75,24,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,307,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),24,--,--,600,1500,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2664,693,142,1527,1805,292,262,720,663,513,340,558,532,2758,1729, 
 投资活动产生的现金流量净额(万元),-210,237,-142,597,-1799,-286,-257,187,-656,-509,-336,-445,-353,-2251,-1670, 
 吸收投资收到的现金(万元),25,76,--,14384,11384,11384,--,43,43,43,--,--,--,--,4500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,43,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),14757,8570,2170,13594,8764,7450,4510,17050,13960,8270,600,29690,20339,16941,11260, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,111,2940,--,--,--,--,--,--,--,--,208,--, 
 筹资活动现金流入小计(万元),14782,8646,2170,28089,23088,18834,4510,17093,14003,8313,600,29690,20339,17149,15760, 
 偿还债务支付的现金(万元),5761,5271,2951,19496,13690,8730,4890,19360,16670,9600,2700,23821,19111,16955,4902, 
 分配股利、利润或偿付利息所支付的现金(万元),1089,164,78,636,497,356,194,1500,1307,1072,211,1530,1203,989,341, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),882,470,3,3981,51,47,26,192,82,74,2,87,146,90,419, 
 筹资活动现金流出小计(万元),7732,5905,3032,24112,14238,9132,5111,21052,18059,10746,2914,25437,20460,18034,5662, 
 筹资活动产生的现金流量净额(万元),7049,2741,-862,3977,8850,9701,-601,-3959,-4056,-2433,-2314,4252,-121,-885,10098, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-846,3052,-2296,1445,628,6621,-5305,804,-2690,-3226,-4484,-1651,-3720,2392,3060, 
 加:期初现金及现金等价物余额(万元),5194,5194,5194,6149,6234,6234,6149,5346,5346,5346,5346,6996,10716,8324,5265, 
 期末现金及现金等价物余额(万元),4348,8246,2898,7594,6863,12856,845,6149,2656,2120,862,5346,6996,10716,8324, 
 净利润(万元),--,2141,--,3574,--,1457,381,3265,--,1294,215,3238,3169,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-29,--,183,--,72,134,717,--,400,276,152,57,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,279,--,512,--,256,128,525,--,257,128,531,562,--,--, 
 无形资产摊销(万元),--,24,--,40,--,20,10,40,--,19,9,36,33,--,--, 
 长期待摊费用摊销(万元),--,11,--,14,--,7,4,11,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,64,--,27,--,70,71,6,--,--,--,102,165,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,229,--,621,--,392,263,941,--,531,256,1028,801,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-5,--,-504,--,24,-13,-113,--,-38,-34,-20,-2,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-2845,--,-10,--,-13,25,975,--,495,-180,-629,-233,--,--, 
 经营性应收项目的减少(万元),--,-1515,--,-13447,--,-7097,-8976,-1135,--,-2546,-1029,-11420,-7575,--,--, 
 经营性应付项目的增加(万元),--,1716,--,5859,--,2019,3525,-656,--,-697,-1478,1524,-224,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,6,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,75,--,-3129,--,-2794,-4447,4576,--,-284,-1835,-5458,-3246,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4348,8246,2898,7594,6863,12856,845,6149,2656,2120,862,5346,6996,10716,8324, 
 现金的期初余额(万元),5194,5194,5194,6149,6234,6234,6149,5346,5346,5346,5346,6996,10716,8324,5265, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-846,3052,-2296,1445,628,6621,-5305,804,-2690,-3226,-4484,-1651,-3720,2392,3060, 

