 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),130650,88308,44717,285750,196682,125628,56575,322183,183266,118415,53615,407075,204239,74482,44658,196349,112848,71788,34862,161399,91970,53030,30001,124330,65470,41126,20408,87868,50713,27278,12781,51704,29729,17019,8691,33357,20769,12734,24633,15328,14839,8790, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,1843,1920,--,--,1124,--,--,4,4,4,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,3,--,--,0,0,1,0,0,0, 
 收到的其他与经营活动有关的现金(万元),16313,10323,5012,12474,22200,14916,7567,10696,13697,10485,5769,9645,6999,2478,1321,4893,5847,4974,3079,3227,2038,987,476,1574,1420,1086,671,1073,935,699,1056,1202,819,624,493,901,525,216,932,314,861,464, 
 经营活动现金流入小计(万元),146962,98631,49729,298223,218882,140544,64142,332879,198806,130820,59384,416720,212362,76960,45980,201246,118699,76767,37941,164627,94008,54017,30476,125904,66889,42211,21078,88941,51648,27977,13837,52909,30551,17646,9185,34258,21293,12950,25565,15643,15701,9254, 
 购买商品、接受劳务支付的现金(万元),113902,77882,38939,225435,174381,104109,51237,214968,147621,99711,43822,330700,179525,57189,28937,112518,85313,58177,32636,91562,61882,41617,19442,65510,43495,27192,17911,51703,38641,21709,10112,26606,18021,12251,7430,18803,11847,8081,13944,9784,11802,6354, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),15820,11363,6625,24609,19531,13827,8242,27107,19511,13704,7836,19537,13641,9428,6110,14786,11639,8503,5286,12415,9594,6825,4505,9361,7033,4945,2600,6335,4469,3076,1836,3917,2792,1815,882,2010,1493,899,1563,997,549,310, 
 支付的各项税费(万元),9180,7618,5969,14347,13579,10101,7236,18273,12873,9851,5121,21789,16344,13615,8789,16495,12981,10005,7279,15214,11451,10436,6352,10046,8514,6398,2879,4864,3484,2507,1407,3396,2048,1184,521,3464,2282,1525,2429,1982,595,544, 
 支付的其他与经营活动有关的现金(万元),36497,22930,11388,48714,37750,24470,14967,44101,40915,29087,15627,38503,24859,13047,6045,28356,17334,10403,4950,23608,15092,9339,5573,18520,12359,6724,3719,13093,9469,5061,2320,10582,5801,3816,2260,5113,3181,2101,4398,2593,2540,1406, 
 经营活动现金流出小计(万元),175399,119794,62921,313106,245241,152508,81682,304449,220921,152353,72405,410529,234369,93279,49880,172154,127267,87089,50151,142800,98019,68217,35871,103437,71401,45258,27108,75995,56063,32352,15676,44501,28662,19066,11093,29390,18803,12606,22333,15357,15485,8614, 
 经营活动产生的现金流量净额(万元),-28437,-21163,-13192,-14882,-26359,-11964,-17540,28429,-22115,-21533,-13022,6191,-22007,-16319,-3901,29091,-8568,-10322,-12210,21827,-4011,-14200,-5395,22468,-4512,-3047,-6030,12946,-4415,-4375,-1838,8408,1888,-1420,-1908,4868,2491,344,3233,286,215,641, 
 收回投资所收到的现金(万元),57503,51500,500,265987,197987,127987,47987,120900,111501,109001,104601,172800,10000,5000,5000,41141,29041,16000,8000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),604,542,4,2333,1574,1034,271,120,91,83,72,90,58,40,36,288,195,123,58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,99,55,0,0,7,7,3,3,3,2,2,0,15,10,1,0,13,13,13,0,2,2,2,--,8,8,4,4,2,2,2,2,13,2,2,1465,1452,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),510,310,--,692,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,120,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,871,916,1233,--,--,247,247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),58618,52353,504,269111,199617,129021,48258,121899,112515,110320,104676,172893,10307,5289,5036,41443,29246,16124,8058,13,13,13,0,2,2,2,0,8,8,4,4,2,2,2,2,13,2,2,1584,1452,3,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2333,1509,1250,2955,1736,945,254,4734,3796,2871,1201,2812,264,304,69,796,593,337,206,503,375,248,90,1063,714,516,325,13231,3400,1927,918,9851,8305,6924,6243,850,433,312,3508,96,131,535, 
 投资所支付的现金(万元),60407,60407,51500,212463,207310,126361,58930,192205,117228,113528,110416,189430,35582,31988,20215,48075,37075,20934,9934,4916,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,100,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,874,1802,2119,929,21475,10033,--,--,1244,1244,1244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),96,96,--,--,141,141,--,2330,543,--,--,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,100,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
