 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),805758,533888,993634,754072,861355,431038,698125,480514,312308, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10655,7713,14388,11811,7929,647,9155,4813,1457, 
 经营活动现金流入小计(万元),816412,541601,1008023,765883,869284,431685,707280,485328,313765, 
 购买商品、接受劳务支付的现金(万元),494925,321908,566798,471636,432349,219230,352363,263365,179904, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),175806,119404,212609,156360,184560,94721,160079,122367,68732, 
 支付的各项税费(万元),86484,67466,98592,83044,98424,51268,77511,37601,34942, 
 支付的其他与经营活动有关的现金(万元),46946,28788,59511,34064,45843,21287,31792,27885,20205, 
 经营活动现金流出小计(万元),804161,537566,937509,745104,761175,386505,621745,451217,303783, 
 经营活动产生的现金流量净额(万元),12251,4035,70514,20779,108109,45180,85535,34110,9982, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,10,54,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),65,62,68,14,27,16,104,37,27, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1489,1489,363,198,143354,91488,--,332,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1554,1551,441,266,143381,91504,104,370,27, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),65815,32325,84551,58435,46893,25114,50351,49321,36646, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),8740,2590,13148,12508,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),6696,3780,16355,13852,29046,14148,139565,--,381, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),81251,38695,114054,84795,75939,39261,189915,49321,37027, 
 投资活动产生的现金流量净额(万元),-79697,-37144,-113613,-84529,67442,52242,-189811,-48951,-37000, 
 吸收投资收到的现金(万元),42177,115,200,200,--,--,147254,30000,35, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,35, 
 取得借款收到的现金(万元),107600,63600,78000,53000,50000,50000,151617,93950,50600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),149777,63715,78200,53200,50000,50000,298871,123950,50635, 
 偿还债务支付的现金(万元),35000,15000,48000,20000,114537,64127,165490,58450,18700, 
 分配股利、利润或偿付利息所支付的现金(万元),22956,21126,40715,21450,48459,30129,20057,8879,4297, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),232,62,88,88,12566,6889,--,587,--, 
 筹资活动现金流出小计(万元),58188,36188,88803,41537,175561,101145,185547,67916,22997, 
 筹资活动产生的现金流量净额(万元),91589,27527,-10603,11663,-125561,-51145,113323,56034,27638, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,790,--,-41,--,--, 
 现金及现金等价物净增加额(万元),24143,-5583,-53702,-52088,50780,46278,9006,41194,620, 
 加:期初现金及现金等价物余额(万元),58139,58139,111841,111841,61061,61061,52055,10861,10241, 
 期末现金及现金等价物余额(万元),82282,52556,58139,59754,111841,107338,61061,52055,10861, 
 净利润(万元),--,30097,57227,--,65840,--,51121,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,15544,26412,--,25858,--,21575,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1780,3217,--,3447,--,2189,--,--, 
 无形资产摊销(万元),--,1558,2459,--,2067,--,1111,--,--, 
 长期待摊费用摊销(万元),--,17791,33586,--,35204,--,29993,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,19,96,--,22,--,82,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,-926,1350,--,2627,--,3436,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,104,134,--,-3101,--,5590,--,--, 
 投资损失(万元),--,-150,100,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,600,-2347,--,-2765,--,-1885,--,--, 
 递延所得税负债增加(万元),--,-196,-195,--,-117,--,--,--,--, 
 存货的减少(万元),--,9751,-21804,--,-59103,--,-25027,--,--, 
 经营性应收项目的减少(万元),--,12078,-21442,--,-8015,--,-18892,--,--, 
 经营性应付项目的增加(万元),--,-84301,-9863,--,45823,--,15426,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4035,70514,--,108109,--,85535,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),82282,52556,58139,59754,111841,107338,61061,52055,10861, 
 现金的期初余额(万元),58139,58139,111841,111841,61061,61061,52055,10861,10241, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),24143,-5583,-53702,-52088,50780,46278,9006,41194,620, 

