 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),77196,52198,105107,72239,44744,71594,60203,80105,94007, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),36,18,17,13,12,67,11,127,--, 
 收到的其他与经营活动有关的现金(万元),847,699,329,430,138,724,402,640,687, 
 经营活动现金流入小计(万元),78080,52915,105454,72682,44894,72384,60616,80872,94693, 
 购买商品、接受劳务支付的现金(万元),69492,44229,84399,63856,36617,60246,48501,59335,71792, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4944,3131,5173,4122,2699,4287,4248,4833,4521, 
 支付的各项税费(万元),3085,2253,5363,2364,2066,2445,2480,4506,5562, 
 支付的其他与经营活动有关的现金(万元),3464,2028,4197,3205,2209,3750,3250,3763,3821, 
 经营活动现金流出小计(万元),80985,51642,99132,73548,43591,70728,58479,72437,85696, 
 经营活动产生的现金流量净额(万元),-2905,1273,6321,-866,1303,1656,2137,8435,8997, 
 收回投资所收到的现金(万元),3400,1900,9800,5800,3300,10870,5110,--,--, 
 取得投资收益所收到的现金(万元),35,6,120,31,10,157,29,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,--,5,5,5,4,--,--,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3442,1906,9925,5836,3315,11031,5139,0,17, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),174,92,255,239,226,120,171,242,284, 
 投资所支付的现金(万元),12500,2500,10860,6960,3460,8970,9350,1,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,24, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,33,77, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12674,2592,11115,7199,3686,9090,9521,277,384, 
 投资活动产生的现金流量净额(万元),-9233,-686,-1190,-1363,-371,1941,-4382,-277,-367, 
 吸收投资收到的现金(万元),23884,23884,--,--,--,--,--,221,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,221,--, 
 取得借款收到的现金(万元),775,425,9138,9128,2956,6890,5052,30570,51416, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,10,1991,--, 
 筹资活动现金流入小计(万元),24659,24309,9138,9128,2956,6890,5062,32781,51416, 
 偿还债务支付的现金(万元),5619,4094,7334,5456,2200,4480,11809,33210,52927, 
 分配股利、利润或偿付利息所支付的现金(万元),1971,1910,1779,1691,1622,1499,1085,669,1329, 
 其中：子公司支付给少数股东的股利、利润(万元),49,--,--,--,--,37,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1180,1154,167,77,53,132,138,65,2095, 
 筹资活动现金流出小计(万元),8771,7158,9280,7223,3875,6111,13033,33944,56350, 
 筹资活动产生的现金流量净额(万元),15889,17151,-142,1905,-919,779,-7971,-1163,-4934, 
 汇率变动对现金及现金等价物的影响(万元),-14,-7,11,6,4,11,-0,-3,-0, 
 现金及现金等价物净增加额(万元),3737,17732,5000,-318,16,4387,-10216,6992,3695, 
 加:期初现金及现金等价物余额(万元),12038,12038,7038,7038,7038,2651,12867,5875,2180, 
 期末现金及现金等价物余额(万元),15775,29770,12038,6719,7054,7038,2651,12867,5875, 
 净利润(万元),--,3686,4804,--,2828,4123,3664,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,162,597,--,551,400,270,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,116,226,--,110,209,225,--,--, 
 无形资产摊销(万元),--,13,48,--,36,69,17,--,--, 
 长期待摊费用摊销(万元),--,187,97,--,97,25,196,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,3,--,2,-0,--,--,--, 
 固定资产报废损失(万元),--,--,0,--,0,--,1,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,123,381,--,153,241,317,--,--, 
 投资损失(万元),--,-46,-142,--,-46,-122,-113,--,--, 
 递延所得税资产减少(万元),--,-27,75,--,53,-77,53,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,106,1042,--,1338,-1332,1581,--,--, 
 经营性应收项目的减少(万元),--,3195,-7024,--,-10160,-1887,-5577,--,--, 
 经营性应付项目的增加(万元),--,-6242,6214,--,6340,8,1555,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1273,6321,--,1303,1656,2137,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15775,29770,12038,6719,7054,7038,2651,12867,5875, 
 现金的期初余额(万元),12038,12038,7038,7038,7038,2651,12867,5875,2180, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3737,17732,5000,-318,16,4387,-10216,6992,3695, 

