 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),26748,191952,93217,55522,27608,159268,68116,38544,13796,160294,57689,37391,16521,125922,24246,14754,5902,46075,18815,11246,4839,34078,16738,9519,4880,51237,20091,10670,4535,46155,18534,9308,3457,30393,13925,5422,2013,21439,9508,4354,23308,5318,18217,10805, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),455,2415,2133,1835,594,2053,1453,767,73,2009,1460,738,738,1741,1498,799,130,543,350,350,185,1723,1589,1453,125,730,486,--,--,1374,555,109,0,1189,723,612,468,1176,780,537,529,19,29,646, 
 收到的其他与经营活动有关的现金(万元),1105,9100,2332,2880,1371,5078,4151,2556,299,6699,4353,2186,805,5439,1469,832,795,3756,2333,161,151,7136,2105,1322,873,2298,584,244,99,871,450,201,70,830,739,545,584,1063,82,76,225,64,106,295, 
 经营活动现金流入小计(万元),28308,203467,97682,60237,29572,166399,73720,41867,14168,169002,63502,40314,18064,133103,27213,16386,6827,50374,21498,11757,5175,42937,20432,12294,5879,54266,21161,10914,4634,48400,19539,9617,3526,32412,15387,6580,3065,23678,10370,4967,24061,5401,18352,11746, 
 购买商品、接受劳务支付的现金(万元),37918,141088,93354,60231,29894,116287,77614,49088,29660,101086,60725,45390,22437,85086,17616,11461,5377,22868,11770,8219,4918,12025,9277,6322,3498,26120,16750,12046,7851,18760,10798,7288,4222,11638,7213,4002,2189,9793,5812,3307,7726,3234,4442,2153, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),12925,35063,29500,21074,13675,33708,24220,16029,9529,25090,16495,10604,5272,19181,8449,5154,3200,10344,7299,4919,3027,10206,7990,5681,3685,10679,7496,4718,2932,7512,5488,3563,2171,7310,5634,3849,2313,5474,4080,3015,4098,2272,3248,2670, 
 支付的各项税费(万元),9715,14848,11341,10821,8340,14256,11873,10441,8203,10153,7529,5027,2965,11104,4514,3053,1631,4942,3548,2754,1808,6098,4442,3668,2483,6711,4638,2770,804,4075,2420,1759,1047,3442,2246,1568,1104,2603,2135,1324,3463,1599,2091,1685, 
 支付的其他与经营活动有关的现金(万元),4874,17574,12374,8169,3133,15870,9999,6520,2502,12617,11748,5831,3823,13549,5774,4465,2420,8023,6753,5356,3265,7853,5356,3563,1996,9360,6262,5181,2359,8650,5108,3267,1602,5888,4175,2969,1920,5464,3829,2237,4467,1626,3916,3478, 
 经营活动现金流出小计(万元),65431,208573,146569,100295,55042,180121,123705,82079,49894,148946,96498,66852,34496,128921,36353,24133,12629,46177,29370,21247,13019,36183,27065,19234,11661,52869,35146,24716,13946,38997,23814,15878,9042,28277,19267,12389,7526,23333,15856,9883,19753,8732,13697,9986, 
 经营活动产生的现金流量净额(万元),-37124,-5106,-48888,-40058,-25470,-13722,-49985,-40212,-35726,20056,-32996,-26538,-16432,4182,-9140,-7747,-5801,4197,-7872,-9490,-7844,6754,-6633,-6940,-5782,1397,-13986,-13802,-9312,9403,-4274,-6260,-5515,4134,-3880,-5809,-4461,345,-5486,-4917,4307,-3330,4654,1760, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,330,0, 
 取得投资收益所收到的现金(万元),--,20,20,20,--,8,8,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,15,15,3,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,123,0,0,--,0,0,0,--,1,--,--,0,2,2,2,0,8,8,8,3,0,0,0,--,--,0,--,--,17,17,0,0,--,0,0,0,2,0,1,0,0,0,54, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,-30,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,1125,1125,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),0,143,20,20,0,8,8,8,0,1,0,0,0,2,2,2,0,8,8,8,3,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,2,0,1,1140,1140,302,134, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7918,18220,1553,989,320,63419,61920,59230,218,56639,5817,512,264,762,399,254,213,572,331,265,215,2399,1945,1456,1006,2911,1150,528,340,2711,837,650,219,4284,801,285,161,557,443,390,367,130,208,216, 
 投资所支付的现金(万元),99600,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,1666,1666,1666,1666,200,--,--,--,--,--,0,0,166,80,--,--,--,--,0,0,0,0,348, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,6434,6434,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,--,--,--,0,0,0,777,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流出小计(万元),107518,18220,1553,989,320,63419,61920,59230,218,56639,5817,512,264,7198,6833,254,213,572,331,265,215,4065,3611,3122,2672,3111,1150,528,340,2711,837,650,219,4450,881,285,161,557,443,390,367,130,985,564, 
