 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),25256,14159,6399,24338,17637,11869,6868,28979,21095,5064,19084,15176,7557, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3132,2223,1385,2011,1573,1134,872,3495,2482,1457,809,945,467, 
 收到的其他与经营活动有关的现金(万元),842,497,171,437,146,117,83,567,284,41,193,191,50, 
 经营活动现金流入小计(万元),29230,16879,7954,26786,19356,13120,7823,33041,23862,6563,20085,16313,8074, 
 购买商品、接受劳务支付的现金(万元),17194,12433,6876,11129,8045,5180,3482,16819,11568,1807,8917,9748,5671, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4170,2907,1468,3861,3017,2184,1130,2750,2061,710,1843,1382,958, 
 支付的各项税费(万元),1918,1301,835,1704,1266,696,293,2454,1817,573,1131,496,230, 
 支付的其他与经营活动有关的现金(万元),2294,1842,1056,2018,1496,1070,449,1628,1246,560,1477,1098,1000, 
 经营活动现金流出小计(万元),25577,18483,10235,18713,13823,9130,5355,23651,16692,3650,13368,12724,7859, 
 经营活动产生的现金流量净额(万元),3653,-1605,-2281,8074,5533,3990,2469,9390,7169,2913,6717,3589,215, 
 收回投资所收到的现金(万元),65000,30000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),596,293,--,--,--,--,--,--,--,--,--,33,51, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1400,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),65596,30293,0,0,0,0,0,0,0,0,0,1433,51, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),340,265,30,363,365,272,62,123,63,20,21,86,90, 
 投资所支付的现金(万元),95000,60000,30000,--,--,--,--,--,--,--,--,--,--, 
