 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),29502,18850,34107,16737,30579,29624,27190, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),1225,1165,252,21,548,449,89, 
 收到的其他与经营活动有关的现金(万元),620,507,2460,1585,1080,1245,1628, 
 经营活动现金流入小计(万元),31347,20521,36819,18343,32206,31319,28907, 
 购买商品、接受劳务支付的现金(万元),21686,13072,24702,13359,22200,19572,18564, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3170,2214,4139,1993,3779,3220,3047, 
 支付的各项税费(万元),2015,1319,2523,953,1570,1533,1181, 
 支付的其他与经营活动有关的现金(万元),5287,2751,5772,3146,4687,3894,3202, 
 经营活动现金流出小计(万元),32158,19356,37135,19451,32236,28218,25994, 
 经营活动产生的现金流量净额(万元),-811,1166,-316,-1107,-30,3100,2913, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,--,--,1,5,62, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,56,56,9064,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,1,56,56,9065,5,62, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),330,300,503,182,445,95,322, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,5,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,5731,3325, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),330,300,503,182,445,5830,3647, 
 投资活动产生的现金流量净额(万元),-328,-299,-447,-126,8620,-5826,-3585, 
 吸收投资收到的现金(万元),--,--,--,--,1538,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3550,2300,3870,1550,3670,13300,10350, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,1500,--,--, 
 筹资活动现金流入小计(万元),3550,2300,3870,1550,6708,13300,10350, 
 偿还债务支付的现金(万元),4670,2350,550,550,10520,14250,6600, 
 分配股利、利润或偿付利息所支付的现金(万元),115,90,135,69,3814,511,486, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1642,1500,--,--,--, 
 筹资活动现金流出小计(万元),4785,2440,2326,2119,14334,14761,7086, 
 筹资活动产生的现金流量净额(万元),-1235,-140,1544,-569,-7626,-1461,3264, 
 汇率变动对现金及现金等价物的影响(万元),-7,-6,21,--,7,0,--, 
 现金及现金等价物净增加额(万元),-2382,721,801,-1803,971,-4186,2592, 
 加:期初现金及现金等价物余额(万元),2952,2952,2151,2151,1180,5366,2774, 
 期末现金及现金等价物余额(万元),570,3673,2952,348,2151,1180,5366, 
 净利润(万元),--,2675,4500,2434,3902,3244,1858, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,379,729,379,-156,987,353, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,223,428,216,425,423,446, 
 无形资产摊销(万元),--,4,11,6,11,11,10, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,4,4,-1,27,20, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,90,97,28,344,510,492, 
 投资损失(万元),--,--,--,--,--,-141,--, 
 递延所得税资产减少(万元),--,-57,-95,-46,24,-122,-48, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,714,-90,-1397,-1468,-1647,-729, 
