 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),139517,89295,172478,125359,77647,150331,141756,108124, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),9101,6632,11366,8550,4040,14843,11422,9590, 
 收到的其他与经营活动有关的现金(万元),511,467,801,790,666,1341,1030,579, 
 经营活动现金流入小计(万元),149130,96394,184645,134699,82352,166515,154208,118293, 
 购买商品、接受劳务支付的现金(万元),106084,63765,116264,84814,53603,110230,107982,83099, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18450,12914,21127,15633,9878,16888,15028,11748, 
 支付的各项税费(万元),6313,4000,7095,5597,3184,5928,3389,2111, 
 支付的其他与经营活动有关的现金(万元),10824,7616,15677,8621,6441,10056,12120,9202, 
 经营活动现金流出小计(万元),141671,88295,160163,114665,73106,143102,138519,106160, 
 经营活动产生的现金流量净额(万元),7459,8099,24483,20034,9246,23413,15689,12133, 
 收回投资所收到的现金(万元),3222,4500,3000,3000,3000,--,--,1826, 
 取得投资收益所收到的现金(万元),571,566,653,530,464,2289,1297,1030, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),52,1,27,3,3,29,7,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,6,--,--, 
 收到的其他与投资活动有关的现金(万元),16742,13330,401,348,186,28235,25428,16612, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20587,18397,4081,3882,3653,30558,26732,19469, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18088,15993,2765,2329,1510,4597,2596,2405, 
 投资所支付的现金(万元),3300,--,3000,2300,2000,1786,721,3892, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,360,--, 
 支付的其他与投资活动有关的现金(万元),--,101,14359,4844,1034,14353,26729,31908, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21388,16094,20124,9472,4544,20736,30406,38205, 
 投资活动产生的现金流量净额(万元),-802,2304,-16043,-5590,-891,9822,-3673,-18736, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,98,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,98,--, 
 取得借款收到的现金(万元),--,--,6771,6416,7467,60148,47926,64311, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,1876,1876,1876,124,1145,--, 
 筹资活动现金流入小计(万元),0,0,8647,8291,9342,60272,49169,64311, 
 偿还债务支付的现金(万元),1500,1500,20155,19299,17443,83945,56264,47894, 
 分配股利、利润或偿付利息所支付的现金(万元),4,4,134,96,192,12934,2368,1825, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,71,71,--,110,140,2895, 
 筹资活动现金流出小计(万元),1504,1504,20360,19466,17635,96989,58772,52613, 
 筹资活动产生的现金流量净额(万元),-1504,-1504,-11713,-11175,-8292,-36717,-9603,11698, 
 汇率变动对现金及现金等价物的影响(万元),-1695,-420,196,-853,47,372,-37,-333, 
 现金及现金等价物净增加额(万元),3458,8479,-3077,2416,110,-3110,2377,4761, 
 加:期初现金及现金等价物余额(万元),11520,11520,14598,14598,14598,17708,15331,10570, 
 期末现金及现金等价物余额(万元),14979,19999,11520,17013,14707,14598,17708,15331, 
 净利润(万元),--,10546,26876,--,--,19427,12374,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,283,101,--,--,1108,655,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1077,1908,--,--,1770,1652,--, 
 无形资产摊销(万元),--,72,92,--,--,72,70,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,38,--,--,9,54,--, 
 固定资产报废损失(万元),--,--,--,--,--,26,--,--, 
 公允价值变动损失(万元),--,--,-1825,--,--,1479,1290,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,992,-990,--,--,393,196,--, 
 投资损失(万元),--,-566,818,--,--,-808,-1090,--, 
 递延所得税资产减少(万元),--,-362,209,--,--,-340,-68,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,-145,--, 
 存货的减少(万元),--,1343,-5123,--,--,-731,-2579,--, 
 经营性应收项目的减少(万元),--,-4535,-2466,--,--,-2297,-2405,--, 
 经营性应付项目的增加(万元),--,-751,4845,--,--,3305,5685,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,8099,24483,--,--,23413,15689,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14979,19999,11520,17013,14707,14598,17708,15331, 
 现金的期初余额(万元),11520,11520,14598,14598,14598,17708,15331,10570, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3458,8479,-3077,2416,110,-3110,2377,4761, 

