 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),67696,40464,82265,55418,39144,70268,30888,57935,63683,58869, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4136,3098,633,920,65,1214,536,510,487,1583, 
 经营活动现金流入小计(万元),71831,43562,82899,56337,39209,71482,31425,58445,64169,60452, 
 购买商品、接受劳务支付的现金(万元),53550,31791,59412,46089,29401,43200,16600,41405,46874,45420, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5302,3729,7686,5137,4147,8047,4142,5971,4029,3863, 
 支付的各项税费(万元),3596,2286,2847,2271,1227,2165,1181,1746,2407,2167, 
 支付的其他与经营活动有关的现金(万元),4532,2094,5646,1845,1479,3375,1693,3408,3718,3774, 
 经营活动现金流出小计(万元),66980,39900,75592,55342,36254,56787,23616,52530,57029,55224, 
 经营活动产生的现金流量净额(万元),4851,3661,7307,996,2955,14695,7808,5915,7140,5229, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,--,12,12,12,1,0,0,21,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),141,22,779,755,711,24989,24956,275,400,200, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),144,22,791,767,723,24990,24956,275,421,200, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2137,261,559,225,160,319,99,1063,5724,7786, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,10315,10315,--,1189,454, 
 支付的其他与投资活动有关的现金(万元),46188,--,--,3300,1431,652,--,24800,--,560, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48325,261,559,3525,1592,11286,10414,25863,6913,8800, 
 投资活动产生的现金流量净额(万元),-48181,-238,231,-2758,-868,13704,14542,-25587,-6492,-8600, 
 吸收投资收到的现金(万元),53802,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),5000,5000,--,--,--,13000,8000,10000,4000,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,292,--,3831, 
 筹资活动现金流入小计(万元),58802,5000,0,0,0,13000,8000,10292,4000,7831, 
 偿还债务支付的现金(万元),5000,--,5000,3000,--,30600,22600,2000,4000,4455, 
 分配股利、利润或偿付利息所支付的现金(万元),102,68,149,168,111,456,262,4,31,82, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,75, 
 支付其他与筹资活动有关的现金(万元),2719,2896,453,324,856,3754,3160,--,478,--, 
 筹资活动现金流出小计(万元),7820,2964,5602,3492,966,34810,26022,2004,4509,4537, 
 筹资活动产生的现金流量净额(万元),50982,2036,-5602,-3492,-966,-21810,-18022,8289,-509,3294, 
 汇率变动对现金及现金等价物的影响(万元),-64,-16,130,-188,120,74,-16,-41,9,-23, 
 现金及现金等价物净增加额(万元),7587,5443,2067,-5442,1240,6663,4313,-11425,148,-101, 
 加:期初现金及现金等价物余额(万元),14468,14468,12402,12402,12402,5738,5738,17163,17015,17117, 
 期末现金及现金等价物余额(万元),22055,19911,14468,6959,13642,12402,10051,5738,17163,17015, 
 净利润(万元),--,--,10462,--,--,7173,--,7014,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,585,--,--,23,--,422,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,1669,--,--,1678,--,1310,--,--, 
 无形资产摊销(万元),--,--,468,--,--,412,--,131,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,2,--,2,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,54,--,--,390,--,43,--,--, 
 投资损失(万元),--,--,-141,--,--,-209,--,-286,--,--, 
 递延所得税资产减少(万元),--,--,-224,--,--,-182,--,-78,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,2132,--,--,1007,--,-4274,--,--, 
 经营性应收项目的减少(万元),--,--,-6729,--,--,-1642,--,-4571,--,--, 
 经营性应付项目的增加(万元),--,--,-969,--,--,6044,--,6201,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,7307,--,--,14695,--,5915,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22055,19911,14468,6959,13642,12402,10051,5738,17163,17015, 
 现金的期初余额(万元),14468,14468,12402,12402,12402,5738,5738,17163,17015,17117, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7587,5443,2067,-5442,1240,6663,4313,-11425,148,-101, 

