 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),31112,19793,41328,21397,42318,26119,24445, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),186,73,60,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),182,119,321,194,244,310,348, 
 经营活动现金流入小计(万元),31480,19985,41709,21591,42562,26430,24793, 
 购买商品、接受劳务支付的现金(万元),17825,9407,22743,11212,17352,14450,14410, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3508,2472,4277,2262,3711,3351,3059, 
 支付的各项税费(万元),3878,2767,4162,2442,3635,1838,2108, 
 支付的其他与经营活动有关的现金(万元),5792,3821,8925,4870,7530,5351,6193, 
 经营活动现金流出小计(万元),31002,18467,40108,20785,32227,24989,25769, 
 经营活动产生的现金流量净额(万元),478,1518,1601,806,10335,1440,-977, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,0,0,0,1,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,202,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,283,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,485,1,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),556,317,216,164,742,1260,2032, 
 投资所支付的现金(万元),50,50,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,275,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),606,367,216,164,742,1535,2032, 
 投资活动产生的现金流量净额(万元),-606,-367,-216,-163,-257,-1534,-2021, 
 吸收投资收到的现金(万元),17850,--,--,--,2510,235,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,40,235,--, 
 取得借款收到的现金(万元),1400,--,2900,1000,13700,26500,23100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),212,--,121,--,470,16,--, 
 筹资活动现金流入小计(万元),19462,0,3021,1000,16680,26751,23100, 
 偿还债务支付的现金(万元),1000,1000,7500,5600,22900,23900,18000, 
 分配股利、利润或偿付利息所支付的现金(万元),102,69,228,161,1681,898,719, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),825,212,--,101,600,--,284, 
 筹资活动现金流出小计(万元),1927,1281,7728,5863,25180,24798,19003, 
 筹资活动产生的现金流量净额(万元),17534,-1281,-4707,-4863,-8500,1953,4097, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),17406,-130,-3322,-4220,1578,1860,1099, 
 加:期初现金及现金等价物余额(万元),5571,5571,8892,8892,7315,5455,4356, 
 期末现金及现金等价物余额(万元),22977,5440,5571,4673,8892,7315,5455, 
 净利润(万元),--,2543,3692,2776,3201,389,-230, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,408,588,137,366,131,133, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,293,605,303,634,587,433, 
 无形资产摊销(万元),--,54,110,56,117,90,89, 
 长期待摊费用摊销(万元),--,35,105,59,136,95,123, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,12,12,3,4,-6, 
 固定资产报废损失(万元),--,--,--,--,0,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,67,220,152,761,904,618, 
 投资损失(万元),--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-8,-74,-21,-42,-8,-20, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,1091,1010,1420,-366,-1151,-177, 
 经营性应收项目的减少(万元),--,-5805,-1751,-4186,-829,-2832,-1868, 
 经营性应付项目的增加(万元),--,2840,-2916,99,6354,3230,-71, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1518,1601,806,10335,1440,-977, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
