 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),97382,302121,257159,158269,95135,149020,102816,14311,339,1393,1054,901,495,1748,1596,406,253,958,684,521,12,582,346,9,6,861,696,594,88,865,465,357,111,1190,505,315,102,511,652,551,95,2356,277,182,84,579,214,140,281, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 收到的税费返还(万元),--,73,--,--,--,497,--,--,--,31,31,31,--,21,21,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 收到的其他与经营活动有关的现金(万元),313,2199,3267,1725,678,1434,689,465,10,43,68,187,21,772,697,229,170,425,426,293,318,52,894,132,47,15,1677,1150,0,105,382,334,--,550,43,37,62,222,686,420,402,2452,3414,1541,839,2878,1382,1933,713, 
 经营活动现金流入小计(万元),97695,304392,260427,159994,95812,150951,103505,14776,349,1466,1153,1119,516,2541,2314,657,423,1383,1110,814,331,634,1240,140,53,876,2374,1744,88,971,847,691,111,1740,548,351,164,733,1338,971,497,4808,3691,1723,923,3457,1595,2074,993, 
 购买商品、接受劳务支付的现金(万元),10169,38824,26754,17304,7733,21743,10493,3137,--,--,--,--,--,--,--,--,--,201,--,--,--,--,--,--,--,--,7,145,57,--,--,--,28,128,--,0,--,100,941,649,307,765,1012,675,250,33,0,--,1, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,0,0,0,--,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),42391,173700,141901,95662,44256,87491,58570,16961,41,236,186,125,58,269,191,129,60,263,195,129,62,206,134,79,31,121,161,48,--,300,252,168,68,329,202,128,46,281,178,133,76,224,144,89,45,136,84,55,46, 
 支付的各项税费(万元),3130,17588,13124,7777,2618,7433,3762,1836,87,457,338,250,94,267,181,129,33,252,219,122,32,339,167,118,48,497,466,329,--,257,136,238,131,95,64,52,11,287,391,369,23,350,334,258,44,436,129,126,13, 
