 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),76424,--,--,--,--,--,--,--,--,--,62752,238493,361997,--,--,--,--,--,15354,54846,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),109326,475455,367885,242821,118143,523266,377138,244558,114981,690522,523612,338078,117731,265448,152202,104689,56311,145571,105745,67756,37414,118893,85731,59677,33490,153471,97664,185710,197245,121381,199678, 
 拆入资金净增加额(万元),27600,12400,20000,--,--,--,--,--,--,--,--,--,--,176200,208000,113000,33000,5600,38000,32000,--,10000,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),139644,--,--,--,--,--,--,--,--,--,--,31592,--,986978,250033,--,58816,--,21476,17823,52163,25117,14031,45694,68572,--,494,12215,14455,9550,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),115084,115860,103297,55766,28102,894559,534610,404322,118968,319055,206144,204633,346379,347163,326699,14267,3375,20641,21125,23581,20140,13932,10477,16227,2274,4662,1707,653,383,607,3683, 
 经营活动现金流入小计(万元),614009,660156,542597,387973,146245,1643758,1192731,934434,492317,2054228,1817090,3409249,1535258,2501684,1302327,362181,210669,171812,201700,196006,109718,167942,110240,121598,139001,158133,99865,210345,1111911,131538,743568, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),22582,92992,59864,46330,37846,129419,64419,45951,23007,181062,137134,96245,44196,64587,37416,17007,10198,23881,18187,11646,5760,20768,16171,11705,5955,26293,13720,25319,22147,18106,25601, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35379,138565,111131,87507,32233,134938,110690,85622,31009,108156,84563,62302,39169,67083,50115,36349,24302,51805,41973,31158,19116,49373,40104,28791,18066,53181,24028,35145,32111,31930,19446, 
 支付的各项税费(万元),26886,55924,62434,45524,13773,106801,79061,61625,27863,135967,115335,63345,21228,41931,28947,18088,5749,17103,14150,9764,3924,14232,13078,7370,2751,20812,16506,28449,28928,34780,23370, 
 支付的其他与经营活动有关的现金(万元),156697,335229,238545,301190,135862,154219,85026,76256,26687,92378,333777,44845,281269,185415,155376,32829,22431,38278,166796,102909,10595,81201,27209,18479,4077,50294,30058,86936,81244,17234,33068, 
 经营活动现金流出小计(万元),241544,2331883,1634378,1340021,727709,2262418,1978665,1211234,743651,2234829,1200241,1192190,1020237,2401038,1470673,272826,222805,484577,312212,159205,182735,334560,293876,256130,141768,937205,803293,185936,214221,558761,170945, 
 经营活动产生的现金流量净额(万元),372465,-1671728,-1091781,-952047,-581464,-618660,-785934,-276800,-251334,-180601,616850,2217060,515020,100647,-168346,89355,-12136,-312765,-110512,36801,-73018,-166617,-183636,-134532,-2768,-779072,-703428,24409,897690,-427223,572624, 
