 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),32743,140953,101289,65892,27947,128976,91157,59656,23222,117347,85268,56148,21554,118103,81703,55327,17248,90823,59873,41625,12833,91084,61404,44140,12256,86695,61342,43706,97939,81278,72978, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1200,4018,3109,827,786,4123,2182,1542,450,2438,1732,529,57,5273,3945,2605,751,5166,3434,2651,200,5038,4910,2668,18,4249,3932,2613,5551,2983,2574, 
 收到的其他与经营活动有关的现金(万元),1684,6087,10086,2978,1786,4604,3160,1907,2010,3055,4220,2510,348,4898,4115,3082,1840,3083,3668,2172,5704,3480,2453,1625,41,2378,1706,1080,1410,541,514, 
 经营活动现金流入小计(万元),35626,151058,114483,69697,30519,137703,96499,63105,25682,122841,91220,59187,21958,128274,89762,61013,19839,99073,66976,46447,18737,99602,68767,48433,12316,93322,66980,47398,104900,84802,76066, 
 购买商品、接受劳务支付的现金(万元),30530,98574,68940,49885,28048,92264,61630,41754,20028,85844,61936,43497,24092,97113,71726,45042,24100,74988,51893,34367,17597,72747,54401,38136,20280,74391,48093,28353,67674,55415,55767, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2549,7859,6699,4995,2821,8952,6541,4530,2522,9019,7036,4942,2824,8454,6452,4382,2242,6785,4932,3369,1861,6796,5173,3685,2163,6635,4824,3280,5371,3793,3181, 
 支付的各项税费(万元),1841,7715,5251,2266,710,7002,4618,2094,1018,8622,5210,2208,857,7257,5159,3070,806,6426,3509,1870,525,6795,4573,2891,922,6606,4896,2967,5827,6326,4922, 
 支付的其他与经营活动有关的现金(万元),2836,5270,11378,3506,2119,5560,5753,3660,2420,4935,5082,2429,1205,4472,3904,2928,1748,4253,2244,1759,5440,3138,2579,1864,399,2775,7999,5281,11020,7230,6254, 
 经营活动现金流出小计(万元),37755,119418,92268,60653,33698,113778,78542,52038,25988,108421,79264,53076,28978,117295,87240,55421,28896,92451,62578,41364,25423,89475,66726,46575,23764,90406,65812,39880,89892,72765,70123, 
 经营活动产生的现金流量净额(万元),-2129,31639,22216,9044,-3179,23925,17957,11067,-306,14420,11956,6111,-7019,10978,2522,5592,-9057,6622,4398,5083,-6686,10127,2041,1858,-11448,2916,1168,7518,15008,12037,5943, 
 收回投资所收到的现金(万元),--,--,--,--,--,15000,15000,--,--,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,1000,--, 
 取得投资收益所收到的现金(万元),--,0,0,0,0,634,0,0,--,31,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,--,--, 
