 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),69780,60609,37874,18120,76383,61582,39448,17704,69761,50587,33974,17658,65015,45493,31331,15124,57134,41750,27876,13488,50993,36138,49938,43459,31007,14488, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4768,4186,2473,1626,3730,3348,1916,919,3456,2697,1579,840,2903,2439,1439,576,4261,2852,1820,1060,3201,2154,3157,1713,1174,566, 
 收到的其他与经营活动有关的现金(万元),2902,1971,1311,493,2128,1730,904,186,864,-302,477,361,1330,1887,534,187,409,212,111,49,478,262,307,280,70,68, 
 经营活动现金流入小计(万元),77450,66766,41659,20239,82242,66659,42268,18809,74081,52982,36030,18859,69247,49818,33304,15887,61804,44814,29808,14596,54672,38554,53402,45451,32250,15122, 
 购买商品、接受劳务支付的现金(万元),39328,34841,21642,12069,36278,31507,18583,9524,30757,22768,14626,7720,29077,21347,14771,6937,34577,24741,16803,8044,30128,21916,31143,34487,22814,10783, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17025,11842,7973,4333,14234,10400,7027,3992,13186,9800,6788,3691,11547,8695,5737,3268,10195,7446,4782,2516,7540,5726,6505,4660,4267,2470, 
 支付的各项税费(万元),4342,3568,2133,1086,5451,4095,2681,1370,6021,4196,2683,1436,5275,3662,2275,1126,4139,2923,1849,976,3456,2414,2956,2153,611,221, 
 支付的其他与经营活动有关的现金(万元),6324,7083,4158,1746,6770,4503,2816,1274,7235,4415,2990,1744,6194,5287,2744,1464,3737,2846,1838,1625,2627,2222,2835,2319,1629,812, 
 经营活动现金流出小计(万元),67019,57334,35906,19235,62734,50504,31107,16160,57199,41180,27087,14591,52093,38991,25527,12795,52648,37957,25272,13162,43751,32278,43438,43619,29322,14286, 
 经营活动产生的现金流量净额(万元),10431,9433,5753,1004,19508,16155,11161,2649,16882,11802,8944,4268,17154,10827,7777,3092,9155,6858,4536,1434,10921,6276,9964,1832,2929,836, 
 收回投资所收到的现金(万元),--,40630,20400,11200,--,24700,13950,2650,--,50532,36639,26739,--,21030,2380,--,--,--,--,--,--,--,55,51059,926,45, 
