 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),43653,25678,10946,40925,28184,16486,6185,37681,27650,29504,25001,18423,16344, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1326,720,--,1413,1196,721,320,1211,993,1010,946,742,184, 
 收到的其他与经营活动有关的现金(万元),1334,1126,618,663,460,274,106,1235,1083,863,575,793,636, 
 经营活动现金流入小计(万元),46313,27524,11564,43002,29839,17481,6612,40127,29726,31377,26521,19958,17164, 
 购买商品、接受劳务支付的现金(万元),20515,13884,5306,16202,11292,8806,5362,17774,13710,15539,11352,8168,8939, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5297,3572,1865,5776,4227,2681,1478,5165,4045,4199,3854,3048,2198, 
 支付的各项税费(万元),3330,1881,803,4252,3139,1975,873,3232,2404,3322,2753,2317,1297, 
 支付的其他与经营活动有关的现金(万元),4654,2883,1596,4476,3109,2095,1095,3594,3431,4295,3801,3227,2692, 
 经营活动现金流出小计(万元),33796,22219,9570,30706,21766,15557,8807,29766,23590,27356,21759,16760,15125, 
 经营活动产生的现金流量净额(万元),12517,5305,1993,12296,8073,1923,-2196,10361,6135,4021,4762,3197,2039, 
 收回投资所收到的现金(万元),42000,12000,--,--,--,--,--,--,--,--,--,180,--, 
 取得投资收益所收到的现金(万元),383,87,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,1,6,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,60,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),42383,12087,0,0,0,0,0,0,0,1,6,240,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),129,110,40,193,113,37,15,272,222,613,318,3108,3526, 
 投资所支付的现金(万元),72000,42000,--,--,--,--,--,--,--,--,--,56,18, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,914,914,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),72129,42110,40,193,113,37,15,1186,1136,613,318,3164,3544, 
 投资活动产生的现金流量净额(万元),-29746,-30023,-40,-193,-113,-37,-15,-1186,-1136,-611,-312,-2924,-3544, 
 吸收投资收到的现金(万元),1671,1671,--,21533,--,--,--,--,--,--,--,1617,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,2180,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),53,34,15,4,103,795,1035,--,--,--,32,--,--, 
 筹资活动现金流入小计(万元),1724,1705,15,21537,103,795,1035,0,0,0,32,3797,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,728,1453,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3334,3334,--,--,--,--,--,--,--,--,20,50,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),467,90,268,1556,--,--,--,839,696,230,--,666,245, 
 筹资活动现金流出小计(万元),3801,3424,268,1556,0,0,0,839,696,230,747,2169,245, 
 筹资活动产生的现金流量净额(万元),-2077,-1719,-253,19981,103,795,1035,-839,-696,-230,-715,1628,-245, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-19305,-26437,1700,32083,8063,2681,-1176,8336,4304,3180,3736,1902,-1750, 
 加:期初现金及现金等价物余额(万元),52096,52096,52096,20013,20013,20013,20013,11677,11677,8497,4762,2859,4610, 
 期末现金及现金等价物余额(万元),32791,25659,53797,52096,28076,22694,18837,20013,15981,11677,8497,4762,2859, 
 净利润(万元),--,3895,--,4903,3890,2523,--,4222,3253,3651,3574,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,206,--,179,207,154,--,142,181,156,123,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,145,--,288,215,145,--,287,213,287,207,--,--, 
 无形资产摊销(万元),--,46,--,96,73,48,--,97,73,94,83,--,--, 
 长期待摊费用摊销(万元),--,22,--,15,8,2,--,1,1,2,2,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
