 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1210508,788478,506712,180630,676657,392741,246825,137935,577840,500422,280216,126514,486681,343993,231908,112547,509365,361910,229466,92206,479188,332639,222081,104691,406633,325939,224982,99704,294180,219391,140757,63340,252129,190242,127331,208362,142795,148856,89677, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),33,33,33,33,28,28,--,--,--,--,--,--,112,112,112,112,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),160026,125642,97365,49320,92824,40382,20087,10208,40271,31205,17831,9851,108965,93963,57818,21131,294009,213585,136745,81309,263491,168986,79266,17938,59370,28805,9820,8612,50700,45695,33366,15590,54129,45489,33535,47485,42328,31935,54962, 
 经营活动现金流入小计(万元),1370567,914153,604110,229983,769509,433151,266912,148143,618111,531627,298047,136364,595758,438068,289839,133791,803403,575496,366211,173515,742678,501625,301348,122629,466003,354744,234802,108316,344879,265086,174123,78930,306259,235731,160866,255848,185124,180791,144640, 
 购买商品、接受劳务支付的现金(万元),960639,586325,380538,144264,401918,200290,120039,67201,319713,297784,184268,80093,283663,182598,126124,48690,345991,249089,157109,64686,278918,180506,135343,55937,199212,175938,117772,53785,174168,121163,72795,33197,129141,97267,71295,113430,73244,42623,51585, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),71017,49522,33149,17489,63876,40755,24550,11512,53485,36789,24957,9778,53454,37908,26398,13885,48933,32914,21474,11072,44721,30141,20115,10790,34388,24540,15942,7837,27649,18935,12521,6579,24320,17499,10867,19734,13921,14348,10924, 
 支付的各项税费(万元),45615,42875,34620,12088,45600,32973,23757,16836,51629,46028,36722,19901,45520,40113,35581,14793,33872,29797,23729,10253,28638,25787,19370,8419,40547,33367,25782,16012,25995,20909,18816,9298,23116,20179,13907,22088,15077,20439,11964, 
 支付的其他与经营活动有关的现金(万元),123193,97275,71663,29709,98615,34896,23461,12839,41015,48945,37542,9478,104641,90800,70111,29860,243957,211800,131164,77410,288523,197008,98809,35499,78443,49869,22172,11016,57600,54983,41943,12527,60145,45519,30443,55814,45476,84236,55242, 
 经营活动现金流出小计(万元),1200465,775996,519970,203550,610010,308914,191808,108388,465842,429547,283489,119250,487278,351419,258214,107229,672753,523600,333476,163421,640800,433442,273637,110645,352590,283715,181668,88650,285412,215990,146075,61601,236722,180464,126511,211066,147718,161646,129715, 
 经营活动产生的现金流量净额(万元),170103,138157,84140,26433,159500,124237,75104,39755,152269,102081,14558,17114,108480,86650,31625,26562,130650,51896,32735,10094,101878,68183,27711,11983,113413,71029,53134,19666,59467,49096,28048,17329,69536,55267,34355,44782,37406,19145,14925, 
 收回投资所收到的现金(万元),50058,14264,12764,2140,--,1108,--,--,3400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,4,4,108,--,--,--,3,3,--,3,--,467,0, 
 取得投资收益所收到的现金(万元),20102,10394,9735,--,15529,6081,1309,--,3714,3097,3097,--,4191,3988,3988,--,4021,1981,1741,--,3064,--,--,--,1106,86,86,--,1020,--,--,--,757,757,757,216,174,64,217, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,18,14,12,0,0,--,--,20,20,--,--,9,7,2,2,129,40,24,24,99,61,57,--,49,39,21,--,2854,2854,2679,--,27,-1,-0,949,25,19474,256, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,-59,-59,-59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,107,107,--,--,--,--,0,--,2995,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,23750,23750,23750,--,--,--,--,--,--,--,--,--,--,--,--,--,489,1027,145,63,328,0,--,3000,3000,2246,1353, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流入小计(万元),70177,24676,22513,2152,15530,7189,1309,0,7134,3116,3097,0,27891,27685,27681,2,4150,2022,1765,24,3163,61,57,0,1158,128,110,4,4471,3988,2931,63,1115,759,757,4168,3200,25247,1826, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),116877,100866,68602,49089,87807,47059,36693,25394,30431,14593,13952,6814,68500,59123,56275,45857,165363,137290,68938,45605,100437,71639,44490,25626,101610,84250,62897,14539,178532,159059,23864,14900,50391,24047,11072,35581,28893,156899,29690, 
 投资所支付的现金(万元),48852,43803,39793,200,89340,85457,83850,81850,--,--,--,--,1300,1300,1300,--,21881,21881,21881,15677,9610,--,--,--,--,--,--,--,10163,64723,9647,--,3045,3045,--,1300,1075,9459,472, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,12489,--,--,--,--,--,--,--,3285,1605,--,--,--,--,--,--,4011,3483,3483,3483,3003,--,--,--,55076,--,--,--,--,--,--,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,51,51,51,451,451,22,--,81,75,--,3000,3000,444,2675, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
