 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),18828,11576,5249,27916,17912,11664,5270,25291,15790,25087,21067,17096,9318, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),438,334,146,882,635,428,107,1073,784,1136,867,61,43, 
 收到的其他与经营活动有关的现金(万元),1830,1281,141,2113,1910,1410,151,2122,809,1104,1892,1991,660, 
 经营活动现金流入小计(万元),21097,13191,5537,30911,20458,13502,5528,28485,17383,27327,23825,19148,10021, 
 购买商品、接受劳务支付的现金(万元),19795,13899,5643,20093,15051,8276,4836,15296,10351,16035,13228,10105,7579, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4097,3008,1841,4555,3560,2479,1528,3898,3042,3278,2700,1775,898, 
 支付的各项税费(万元),1941,1269,689,2881,2193,1327,727,3186,2349,3851,2685,1702,758, 
 支付的其他与经营活动有关的现金(万元),4264,2897,1306,5537,4533,2941,1385,4138,2999,2958,3963,3695,2180, 
 经营活动现金流出小计(万元),30096,21072,9479,33066,25336,15022,8476,26516,18741,26121,22577,17278,11414, 
 经营活动产生的现金流量净额(万元),-8999,-7881,-3942,-2155,-4878,-1520,-2948,1969,-1358,1206,1249,1870,-1393, 
 收回投资所收到的现金(万元),46531,18200,200,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),340,212,0,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,6,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),134,134,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),47005,18546,200,0,0,0,0,6,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1219,1013,661,5651,4172,2792,1358,1804,1716,787,2271,293,297, 
 投资所支付的现金(万元),45444,16000,--,15700,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),437,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),47100,17013,661,21351,4172,2792,1358,1804,1716,787,2271,293,297, 
 投资活动产生的现金流量净额(万元),-95,1534,-461,-21351,-4172,-2792,-1358,-1799,-1716,-787,-2271,-293,-297, 
 吸收投资收到的现金(万元),--,--,--,28906,--,--,--,--,--,273,--,--,3200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,273,--,--,--, 
 取得借款收到的现金(万元),5517,3975,1050,12752,10545,7147,4746,4797,4077,5357,4591,1711,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),647,647,4,947,714,276,276,880,471,635,665,400,--, 
 筹资活动现金流入小计(万元),6165,4622,1054,42604,11259,7423,5022,5677,4548,6265,5256,2111,3700, 
 偿还债务支付的现金(万元),3951,3692,2527,12692,4577,2463,2463,3821,3288,4786,2888,665,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1372,1228,51,403,254,140,58,1204,1140,935,694,693,771, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1794,1194,690,393,876,704,360,623,657,290, 
 筹资活动现金流出小计(万元),5323,4920,2578,14888,6024,3293,2914,5901,5133,6080,4204,2015,1061, 
 筹资活动产生的现金流量净额(万元),842,-298,-1524,27716,5234,4129,2108,-225,-585,185,1052,96,2639, 
 汇率变动对现金及现金等价物的影响(万元),-6,-4,--,-0,10,-8,-2,3,1,--,-4,-1,-0, 
 现金及现金等价物净增加额(万元),-8258,-6650,-5928,4210,-3806,-191,-2200,-52,-3658,604,26,1673,948, 
 加:期初现金及现金等价物余额(万元),9572,9572,9572,5362,5362,5362,5362,5414,5414,4809,4783,3111,2162, 
 期末现金及现金等价物余额(万元),1314,2922,3645,9572,1557,5172,3162,5362,1756,5414,4809,4783,3111, 
 净利润(万元),--,2099,--,5306,--,2428,--,5928,--,6571,5180,3100,1569, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,562,--,619,--,335,--,584,--,532,500,241,221, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,218,--,181,--,94,--,160,--,148,101,72,45, 
 无形资产摊销(万元),--,27,--,46,--,24,--,51,--,49,27,0,--, 
 长期待摊费用摊销(万元),--,2,--,7,--,4,--,19,--,34,43,32,18, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,18,--,--,4,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,103,--,320,--,153,--,302,--,267,162,53,0, 
 投资损失(万元),--,-258,--,-35,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-50,--,-60,--,-44,--,-146,--,-74,-73,-37,-31, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-252,--,-731,--,-711,--,-801,--,-950,-189,-681,-1642, 
 经营性应收项目的减少(万元),--,-6469,--,-11606,--,-4044,--,-4956,--,-5793,-5562,-4671,-2701, 
 经营性应付项目的增加(万元),--,-3864,--,3798,--,242,--,808,--,422,1058,3761,1127, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-7881,--,-2155,--,-1520,--,1969,--,1206,1249,1870,-1393, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1314,2922,3645,9572,1557,5172,3162,5362,1756,5414,4809,4783,3111, 
 现金的期初余额(万元),9572,9572,9572,5362,5362,5362,5362,5414,5414,4809,4783,3111,2162, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-8258,-6650,-5928,4210,-3806,-191,-2200,-52,-3658,604,26,1673,948, 

