 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),74885,326731,249471,167113,78859,204678,147131,85404,37279,147110,108143,72721,34929,154975,131941,88411,39852,133392,86675,74310,57692, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,1535,--,--,--,235,--,--,--,--,509,--,34,--,992,--,181,4,4,--,173, 
 收到的其他与经营活动有关的现金(万元),21986,6394,6199,4988,1542,37350,16032,14713,4919,19561,9446,3673,1425,5691,4336,2469,1209,4574,2391,1509,2161, 
 经营活动现金流入小计(万元),96871,334659,255670,172101,80400,242263,163163,100117,42197,166671,118098,76394,36389,160667,137269,90880,41242,137971,89071,75819,60025, 
 购买商品、接受劳务支付的现金(万元),13010,70793,54232,40679,20054,95593,75173,46315,14334,75489,57286,45060,28775,63864,66090,45370,18843,51439,38476,22320,17168, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14091,50073,35324,22193,10646,24045,16472,10980,4991,17688,13583,9600,5454,17759,12919,8273,4440,14630,11292,14585,11257, 
 支付的各项税费(万元),5663,35765,31882,22852,11115,16731,12621,8311,4320,3920,3145,2187,847,4580,2757,2376,1741,2659,2059,5164,3596, 
 支付的其他与经营活动有关的现金(万元),79282,73448,59302,35578,33582,70182,45328,27066,16359,50358,42367,28590,15293,34783,22278,12058,6098,32202,26029,21545,16993, 
 经营活动现金流出小计(万元),112046,230080,180740,121302,75398,206551,149594,92672,40004,147455,116382,85437,50369,120987,104043,68078,31122,100929,77856,63613,49015, 
 经营活动产生的现金流量净额(万元),-15175,104580,74930,50799,5003,35712,13569,7445,2193,19215,1716,-9043,-13981,39680,33226,22802,10119,37042,11215,12206,11011, 
 收回投资所收到的现金(万元),9036,139203,72295,65773,57311,94142,71944,34129,29394,80834,58530,30496,--,--,--,--,--,--,--,--,47, 
 取得投资收益所收到的现金(万元),--,4720,3169,1090,488,26846,15611,1882,912,451,5173,1826,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),237,561,257,3,--,32,9,8,7,37,37,36,8,32,33,8,7,672,631,4,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17044,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1583,--,--,--,--,27346,45346,20000,20000,13747,1235,1226,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
