 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),216571,--,-1970943,-1162040,-116736,-344771,252317,433969,1080950,-3114503,-2372613,-110453,-475844,-774095,-983888,-288305,-307995,-262344,--,-714003,--,--,--,73487,--,--, 
 收取利息、手续费及佣金的现金(万元),224219,880882,618497,401375,199105,911909,676050,451768,239980,1060847,803876,539953,192844,381668,235454,142551,79532,234754,101269,176373,92653,237884,257481,294594,208645,401894, 
 拆入资金净增加额(万元),-220000,610000,250000,188500,80000,-510000,-770000,-570000,-900000,321700,358400,-105000,10000,316800,130100,-194500,150000,266500,379000,45000,20000,--,--,--,--,--, 
 回购业务资金净增加额(万元),-690242,947416,1050730,363507,-499882,-971486,-880974,-992189,-417772,-221894,-139078,833395,138791,516747,238915,427091,-8988,-225462,--,782434,445291,846031,137030,--,81211,113172, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),102369,267320,272699,115826,129409,240237,151852,58200,69644,47193,380871,1063405,32908,238505,148179,20155,68817,23645,23054,19623,--,24438,26584,25079,220748,11122, 
 经营活动现金流入小计(万元),-367083,2705619,220982,-151587,-188500,-256597,-97895,-166701,-469619,231267,1856953,5325747,614590,1768493,237991,326327,63254,37092,565371,309427,576228,1108353,533418,1467169,528740,1680535, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),64119,269132,204153,135197,56946,265412,200361,153365,69688,328322,247962,173445,65117,169824,117841,68544,32186,122628,54253,75691,35095,61284,44054,39757,45615,59742, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),86154,312403,253682,198684,93807,297418,243726,203713,96407,221609,169675,116123,53403,128557,100832,76301,41999,108754,58188,93444,40449,96193,67260,59065,58635,44248, 
 支付的各项税费(万元),36408,45545,67928,47226,35972,253909,240046,227457,53417,137736,116857,87052,41926,52192,34263,26564,11908,25554,12489,19572,4203,39340,51058,59222,110413,153273, 
 支付的其他与经营活动有关的现金(万元),154986,244167,234680,132450,185336,262442,215710,175218,130700,492913,558144,255139,112243,205123,130789,113985,40989,73193,36850,113983,105195,81891,183995,120197,54292,235564, 
 经营活动现金流出小计(万元),415811,4161727,1770848,1187701,785904,1842432,2117236,1443703,-18717,1606772,1278888,2338318,936864,1269681,661571,324787,169802,472052,617509,490506,635859,2307113,668992,284214,1510510,522340, 
 经营活动产生的现金流量净额(万元),-782894,-1456108,-1549865,-1339289,-974404,-2099029,-2215132,-1610404,-450902,-1375506,578066,2987430,-322274,498812,-423579,1540,-106548,-434959,-52138,-181080,-59632,-1198760,-135574,1182955,-981769,1158195, 
 收回投资所收到的现金(万元),20570,114492,20449,9615,8559,--,22153,--,3440,7113,14691,67262,630,13532,2147,--,--,14619,10500,15199,--,--,--,--,494,10921, 
 取得投资收益所收到的现金(万元),62586,312050,15728,16767,1039,11025,36708,3996,17695,1833,9616,4,--,4007,2171,1871,--,3492,1359,3598,1765,4780,4234,6973,5253,300, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
