 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),1587763,5453445,4001309,2793040,1618926,5494325,4105270,2850840,1655683,5729124,4208551,2900969,1681918,5905123,4374677,3026005,1691513,6425115,4753905,3212411,1741533,5797677,4234792,2826415,1643036,5741069,4234047,1973245,1175761,3999906,2980776,1930307,1140535,3585796,2311856,1506374,908307,3085860,2330869,1523140,906965,2821359,2017688,1477415,737205,2685720,1929904,1309262, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 收到的税费返还(万元),76,1748,1718,1133,287,2249,3713,1475,98,1802,3439,343,15,2659,2583,1266,99,2616,3975,1640,880,3808,3450,1834,1050,4253,4927,1359,604,4551,2550,1248,548,4063,2063,1404,692,2636,2252,1843,334,2194,1414,826,276,1799,1480,841, 
 收到的其他与经营活动有关的现金(万元),52365,98455,132172,70568,42633,96191,111044,72144,146662,140970,114067,92686,56185,215229,220118,165089,141385,268277,328810,300013,33857,75929,73904,56059,36516,68475,65370,24402,14618,46142,38405,19975,17841,37497,50287,34900,13993,47529,35986,23052,9869,28531,33723,38859,10937,43505,29347,21850, 
 经营活动现金流入小计(万元),1640204,5553648,4135200,2864741,1661846,5592764,4220026,2924459,1802443,5871896,4326057,2993998,1738117,6123011,4597378,3192360,1832997,6696008,5086690,3514064,1776269,5877415,4312146,2884309,1680601,5813798,4304344,1999006,1190983,4050598,3021731,1951530,1158925,3627357,2364206,1542677,922992,3136025,2369107,1548035,917168,2852084,2052825,1517099,748417,2731024,1960731,1331954, 
 购买商品、接受劳务支付的现金(万元),1240666,4246102,3108731,2202452,1204367,4290419,3196920,2265572,1294190,4503249,3320033,2318157,1293939,4698008,3507254,2455395,1353538,5152440,3810741,2670653,1364498,4533335,3339458,2319246,1270399,4486571,3331984,1601625,892436,3066348,2264699,1491200,788744,2833295,1875247,1234248,711251,2416528,1831421,1256686,673720,2181006,1594288,1154305,535656,2111642,1547562,1070296, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),109279,356945,264364,190405,112363,361096,269779,190927,112356,365299,261971,187098,109410,360612,270360,190277,110668,356246,260987,184638,102296,364579,266782,187785,110513,325084,231846,124370,70183,201959,148647,103250,58977,179537,124398,87200,49558,138475,102727,69260,37883,111896,92817,54953,30851,99795,75269,52961, 
 支付的各项税费(万元),71609,164853,142772,109540,57217,210886,191846,154867,77121,211524,162232,128264,86227,212267,171659,132477,88860,232213,190873,156474,108509,251133,207520,171112,123571,224067,190378,93432,64818,137172,105902,75469,48240,127504,95119,71929,41910,99397,78102,59751,38688,89867,74690,57769,39570,66078,49174,34383, 
 支付的其他与经营活动有关的现金(万元),124718,572461,442691,312555,255074,561889,454139,312958,261859,631862,485305,345714,171376,649261,472422,363660,180779,570768,417319,271361,126453,561242,313136,201143,91812,423266,324264,166223,51061,308711,205963,177988,72646,219812,149839,123466,50713,229739,192473,120032,69354,190645,83468,158998,32719,234717,171902,117492, 
 经营活动现金流出小计(万元),1546272,5340361,3958559,2814952,1629021,5424289,4112683,2924324,1745526,5711934,4229541,2979232,1660953,5920148,4421694,3141809,1733846,6311667,4679920,3283125,1701755,5710289,4126895,2879287,1596296,5458988,4078472,1985651,1078497,3714189,2725210,1847907,968607,3360147,2244601,1516844,853433,2884138,2204723,1505729,819645,2573414,1845261,1426025,638795,2512232,1843908,1275132, 
 经营活动产生的现金流量净额(万元),93932,213286,176641,49789,32825,168475,107343,135,56917,159962,96516,14766,77164,202862,175684,50552,99151,384341,406770,230939,74514,167125,185251,5022,84306,354809,225873,13355,112486,336409,296521,103623,190317,267209,119605,25833,69559,251887,164384,42306,97523,278670,207564,91075,109622,218792,116823,56822, 
 收回投资所收到的现金(万元),200016,275607,246131,236131,166131,129570,16425,6425,3848,173474,23238,23238,2514,163629,94252,94250,91000,512264,327074,234000,121000,173906,81392,72312,30000,317828,196241,87009,46286,132922,88252,67085,16304,85556,51136,15206,12316,159249,82154,76430,28856,89963,90495,38945,15060,60595,59090,55858, 
 取得投资收益所收到的现金(万元),8576,19579,18461,11321,7116,20005,14835,4371,1,19106,18027,9750,1818,23595,22398,12167,1837,25299,22263,10228,4435,28996,23663,6790,3072,27967,25530,25698,1096,21304,16708,15911,1338,25695,10952,6727,1908,23678,26264,11261,5419,72354,25528,11555,6573,12036,2106,1112, 
