 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),16356,93670,72525,57354,15911,129230,96818,85979,36032,124619,68311,50694,37900,91960,70507,44907,39618,87647,73105,53348,18029,153853,72035,60642,25018,176554,135372,98555,39538,222132,168311,89579,69933,41067,102657,33111, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),489,4247,3995,2533,969,6817,5858,3273,1814,8137,6825,5115,1266,9574,7181,6015,3078,6869,5827,3515,1638,14206,11633,7937,3573,37154,32401,23473,12954,25641,16100,8723,10028,5653,12488,3863, 
 收到的其他与经营活动有关的现金(万元),191,1884,2369,1491,612,1110,858,399,898,1688,1266,1145,391,1542,8712,7921,2132,1665,6592,1038,478,4618,5915,3272,1256,13597,905,289,289,15850,7008,5525,908,1105,2400,10919, 
 经营活动现金流入小计(万元),17037,99801,78889,61378,17492,137157,103535,89651,38744,134443,76402,56954,39558,103076,86399,58842,44828,96180,85524,57900,20145,172677,89584,71850,29847,227306,168678,122317,52781,263623,191420,103826,80868,47825,117544,47893, 
 购买商品、接受劳务支付的现金(万元),3332,50453,50986,36964,14995,68925,61358,53146,26868,83872,40977,25253,31564,73190,62400,39134,37770,69722,63548,41175,12411,110689,79686,65806,22804,184937,168478,112463,47124,223688,163426,79876,63619,39952,124158,57478, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),1991,9219,6741,4386,2212,9780,7311,4944,2589,10487,7341,4995,2411,9495,6604,4231,1911,6874,4757,3118,1256,6891,5287,3503,1422,6854,5118,3087,1454,4205,2525,1561,2261,1582,1413,694, 
 支付的各项税费(万元),4014,11766,11340,8508,6865,13658,12988,10816,6079,9782,6821,1738,1108,1041,2214,1656,954,2941,937,1665,355,3219,470,1242,1601,5383,3984,2798,1476,3203,2466,1262,1290,652,1086,60, 
 支付的其他与经营活动有关的现金(万元),1403,7817,8777,4153,2338,8280,8384,3673,2766,7681,9098,5525,4153,7990,14569,12312,2128,9662,7524,4451,4696,11406,9366,5115,1599,18560,10372,7029,1128,8825,3641,3382,5460,4271,4083,2043, 
 经营活动现金流出小计(万元),10741,79255,77845,54010,26411,100643,90041,72579,38302,111821,64237,37510,39236,91715,85786,57334,42764,89198,76765,50409,18719,132205,94808,75665,27426,215734,187951,125377,51182,239922,172059,86081,72629,46456,130740,60275, 
 经营活动产生的现金流量净额(万元),6296,20546,1044,7367,-8919,36514,13494,17072,441,22622,12165,19444,322,11360,613,1509,2064,6982,8759,7491,1426,40472,-5224,-3814,2420,11572,-19273,-3060,1599,23702,19360,17746,8239,1369,-13196,-12382, 
 收回投资所收到的现金(万元),--,--,--,--,--,1200,--,--,--,12,12,11,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,2000,2000,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,46,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,496,496,161,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,2,--,--,408,14,669,4,23,22,14,--,2,304,19,0,997,2,2,--,14,20,16,--,4,4,4,--,540,540,540,0,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,6,2,--,--,889,379,226,--,--,4792,0,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,98,29,21,--,706,--,0,--,6928,6660,6446,6064,1000,647,396,200,13767,4485,3068,2126,10667,9345,9852,10249,16390,7352,2209,--,--,--,0,13522,13022,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),0,99,31,21,0,2314,14,670,4,6963,6694,6471,6077,1053,952,415,200,15653,4866,3297,2126,10682,14157,9868,10249,16394,7356,2213,0,540,540,540,16019,15519,161,0, 
