 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),4068,31556,26945,15502,5662,34532,24290,14517,6073,34045,22609,13718,6248,29094,20008,14320,7548,32940,32942,28923, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),206,2400,2002,567,153,1870,1266,440,145,4777,4321,2613,1845,3221,2162,1663,220,3250,2127,3085, 
 经营活动现金流入小计(万元),4274,33957,28946,16069,5815,36403,25556,14957,6218,38822,26930,16331,8093,32314,22170,15983,7768,36190,35069,32008, 
 购买商品、接受劳务支付的现金(万元),1361,11802,7295,4426,1747,6422,5144,3136,1234,4746,3839,2423,1318,5257,3873,2317,1038,5166,6186,6008, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1596,6089,4564,2924,1450,5597,4203,2830,1395,4980,3701,2392,964,4427,3366,2280,1141,3883,3216,2590, 
 支付的各项税费(万元),191,3119,3090,2186,800,3267,2989,2201,242,2052,1930,1199,460,4271,3323,2344,1183,4161,4375,3924, 
 支付的其他与经营活动有关的现金(万元),1006,9455,8020,5181,1742,10277,7067,5584,1583,6876,4641,2575,1532,7338,6068,4193,2015,8216,9044,4526, 
 经营活动现金流出小计(万元),4154,30465,22969,14717,5740,25564,19404,13751,4453,18654,14111,8588,4274,21292,16630,11134,5377,21427,22822,17048, 
 经营活动产生的现金流量净额(万元),120,3492,5977,1352,75,10839,6152,1206,1765,20169,12819,7743,3819,11022,5540,4850,2391,14763,12248,14961, 
 收回投资所收到的现金(万元),32000,402211,207676,96100,47100,164400,93300,58200,29100,42800,--,--,--,--,--,--,--,--,--,71400, 
 取得投资收益所收到的现金(万元),417,1884,1142,612,423,1093,718,434,248,329,--,--,--,--,--,--,--,--,--,725, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3,2,--,--,1,--,--,--,--,--,--,--,--,-2,--,--,2,8,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,5,--,--,--,1852,1845,720,690,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),32417,404098,208820,96712,47523,165494,94018,58634,29348,43134,0,0,0,1852,1843,720,690,2,8,72130, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2475,8604,5885,3929,1707,13616,12465,9295,4169,13918,8951,4309,3540,8707,4577,2362,1784,2486,3458,5164, 
 投资所支付的现金(万元),32435,422797,228229,108620,32500,183400,104300,64200,21100,71900,--,--,--,--,--,--,--,--,--,59900, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,338,338,338,338,--,--,--,2,1062,1058,608,608,457,450,180,0,--,--,200, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),34910,431738,234451,112887,34545,197016,116765,73495,25270,86881,10009,4917,4148,9164,5027,2542,1785,2486,3458,65264, 
 投资活动产生的现金流量净额(万元),-2493,-27641,-25632,-16175,12979,-31522,-22747,-14862,4077,-43746,-10009,-4917,-4148,-7312,-3184,-1822,-1095,-2484,-3451,6866, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,42896,41794,41794,--,--,--,--,--,1306,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1306,--,--, 
 取得借款收到的现金(万元),10700,32695,27695,22846,21347,12444,11228,8437,3825,9590,5508,--,--,--,--,--,--,--,2000,5500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,2,--,--,--,1102,1102,--,--,--,--,--,2200,--,--, 
 筹资活动现金流入小计(万元),10700,32695,27695,22846,21347,12444,11230,8437,3825,52486,48404,42896,0,0,0,0,0,3506,2000,5500, 
 偿还债务支付的现金(万元),8995,23784,22700,18700,3700,--,--,--,--,950,950,--,--,--,--,--,--,2000,--,5500, 
 分配股利、利润或偿付利息所支付的现金(万元),158,3564,3351,483,237,3561,3320,3111,133,13753,13675,13650,3091,4200,4200,4200,--,9936,5086,10604, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,653,653,653,--,245,50,50,--,85,2319,--, 
 筹资活动现金流出小计(万元),9153,27348,26051,19183,3937,3561,3320,3111,133,15356,15278,14303,3091,4445,4250,4250,0,12021,7405,16104, 
 筹资活动产生的现金流量净额(万元),1547,5347,1644,3663,17410,8883,7910,5327,3692,37131,33127,28593,-3091,-4445,-4250,-4250,0,-8516,-5405,-10604, 
 汇率变动对现金及现金等价物的影响(万元),-2,-3,-2,-1,0,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-828,-18805,-18013,-11160,30464,-11793,-8685,-8329,9535,13553,35937,31419,-3420,-735,-1894,-1223,1296,3763,3392,11222, 
