 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),15184,10100,4291,20077,15602,9805,4858,19729,12216,8819,3283,22958,20572,22633, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),310,184,117,987,388,388,--,868,322,140,140,2349,2105,764, 
 收到的其他与经营活动有关的现金(万元),841,655,287,1391,852,577,428,634,498,501,334,337,747,25, 
 经营活动现金流入小计(万元),16334,10938,4694,22455,16842,10770,5286,21231,13036,9460,3757,25643,23425,23421, 
 购买商品、接受劳务支付的现金(万元),2191,2105,242,1077,806,410,189,64,141,128,40,2216,5421,15118, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5018,3707,1875,6658,5309,3964,2210,6878,5498,4241,1897,6876,4166,1324, 
 支付的各项税费(万元),2226,1636,1100,2870,2219,1596,1137,2523,2172,1423,1127,1626,1789,1020, 
 支付的其他与经营活动有关的现金(万元),2055,675,635,3008,3417,1727,970,2922,1838,1058,498,1939,1191,1068, 
 经营活动现金流出小计(万元),11490,8122,3852,13613,11751,7697,4506,12386,9648,6849,3562,12657,12566,18530, 
 经营活动产生的现金流量净额(万元),4844,2816,842,8841,5091,3073,780,8844,3387,2611,195,12987,10859,4892, 
 收回投资所收到的现金(万元),10000,10000,10000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),114,114,101,19,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,5,5,5,5,1,--,--,--,161,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10114,10114,10101,24,5,5,5,1,0,0,0,161,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4737,2770,1201,6804,5723,4492,4143,4359,4192,636,304,5872,1585,5948, 
 投资所支付的现金(万元),14418,268,100,10825,5000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),34,34,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),48877,36896,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
