 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),82178,63971,43599,20808,71423,53116,34364,16760,55047,38681,25816,11691,44340,33122,22077,9875,39649,29237,19249,8859,35774,27004,16283,6957,29216,20612,12516,4674,39429,16850,41308,30630,41204, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1800,1675,994,659,2401,2010,544,116,2079,1688,893,729,944,377,225,139,1190,951,485,156,1219,709,233,72,1573,1253,525,424,1598,727,2260,243,931, 
 收到的其他与经营活动有关的现金(万元),2385,2045,1641,115,2269,1500,1246,890,2857,1598,231,50,1225,1486,1114,215,846,1482,847,195,1404,1036,565,147,714,457,251,53,676,90,234,638,269, 
 经营活动现金流入小计(万元),86363,67690,46233,21582,76093,56626,36154,17766,59984,41967,26940,12470,46509,34986,23416,10229,41685,31670,20581,9210,38397,28750,17081,7176,31503,22322,13292,5151,41703,17667,43801,31511,42404, 
 购买商品、接受劳务支付的现金(万元),56896,45125,31058,16444,41312,28565,16588,7087,36706,25501,17076,7975,29772,21582,14126,7029,26184,20126,13126,6165,25456,18134,9900,4857,19873,15621,9691,5622,27049,9479,27477,17144,27389, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10225,8792,6492,4382,9177,7408,5639,3847,7351,6225,4398,2786,6633,5200,3665,2080,6625,5160,3546,2027,6272,4876,3334,1825,5218,4213,2837,1547,5406,2424,5109,4637,4118, 
 支付的各项税费(万元),2358,1590,1118,578,3086,3191,2720,1730,1813,1264,843,399,621,808,243,164,528,268,253,220,255,113,104,56,817,580,278,193,1290,362,694,666,997, 
 支付的其他与经营活动有关的现金(万元),6526,5527,3164,1399,8517,4062,2279,968,5658,2515,1603,416,5086,3151,2201,700,3759,3592,2291,811,4324,3359,1682,898,4096,3230,1476,782,3042,3453,2824,3987,4044, 
 经营活动现金流出小计(万元),76005,61034,41833,22804,62091,43226,27226,13632,51527,35505,23921,11576,42112,30741,20236,9972,37096,29146,19216,9223,36308,26482,15021,7636,30004,23644,14281,8144,36787,15718,36104,26434,36548, 
 经营活动产生的现金流量净额(万元),10359,6656,4401,-1222,14001,13400,8928,4134,8456,6462,3020,894,4397,4245,3180,257,4588,2524,1365,-12,2089,2268,2060,-460,1499,-1322,-989,-2993,4915,1949,7697,5077,5856, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1934,1517,1051,329,1472,1169,488,--,1494,--,--,--,482,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,--,1,1,--,--,--,0,0,0,0,0,0,0,0,--,--,--,1,--,--,--,--,0,0,--,--,--,--,--,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),152791,112940,66431,22510,129695,87137,52954,22858,110347,40724,32055,37576,57557,19938,16959,1528,15143,2471,2471,1800,31972,7954,2911,1926,55,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),154725,114457,67482,22839,131168,88306,53442,22858,111841,40724,32055,37576,58039,19938,16959,1528,15144,2471,2471,1800,31973,7954,2911,1926,55,0,0,0,0,0,0,0,8, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1269,1187,826,486,820,665,490,342,334,289,254,108,926,246,235,97,871,748,490,61,1347,752,658,158,718,265,227,30,413,122,539,237,3520, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),187565,122588,77922,20320,130638,79852,49530,23017,113275,40180,34304,38350,75346,35290,33210,11680,8500,500,500,500,25000,998,998,--,33352,34052,31552,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),188834,123775,78748,20806,131458,80517,50020,23359,113609,40469,34558,38458,76272,35536,33445,11777,9371,1248,990,561,26347,1750,1656,158,34070,34317,31779,30,413,122,539,237,3520, 
 投资活动产生的现金流量净额(万元),-34110,-9318,-11266,2033,-290,7790,3422,-501,-1768,256,-2503,-883,-18233,-15597,-16486,-10248,5773,1224,1481,1239,5627,6204,1255,1768,-34015,-34317,-31779,-30,-413,-122,-539,-237,-3512, 
 吸收投资收到的现金(万元),60,60,--,--,1591,--,--,--,1796,--,--,--,3117,--,--,--,--,--,--,--,--,--,--,--,37067,37767,37767,--,--,--,--,--,--, 
