 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),16181,11044,19667,13630,20160,16578,17807, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),25,24,27,17,12,45,89, 
 收到的其他与经营活动有关的现金(万元),697,671,381,217,106,788,131, 
 经营活动现金流入小计(万元),16902,11739,20074,13864,20278,17410,18027, 
 购买商品、接受劳务支付的现金(万元),10577,6467,9354,6059,9483,9991,10896, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1865,1291,2370,1833,2196,1911,1562, 
 支付的各项税费(万元),1645,1016,2106,1874,2877,2014,1778, 
 支付的其他与经营活动有关的现金(万元),302,211,775,623,824,1034,1328, 
 经营活动现金流出小计(万元),14389,8984,14605,10390,15380,14950,15565, 
 经营活动产生的现金流量净额(万元),2514,2755,5470,3474,4898,2460,2462, 
 收回投资所收到的现金(万元),4,4,4,4,5,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4,4,4,4,5,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1437,1048,4377,4048,2853,1699,1689, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1437,1048,4377,4048,2853,1699,1689, 
 投资活动产生的现金流量净额(万元),-1433,-1044,-4373,-4044,-2848,-1699,-1689, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,1500,1500,6500,7200,7100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,100,100,209,3837,12968, 
 筹资活动现金流入小计(万元),0,0,1600,1600,6709,11037,20068, 
 偿还债务支付的现金(万元),2000,2000,--,--,6500,7400,7400, 
 分配股利、利润或偿付利息所支付的现金(万元),79,79,1933,1814,230,261,1409, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,3027,12001, 
 筹资活动现金流出小计(万元),2079,2079,1933,1814,6730,10688,20810, 
 筹资活动产生的现金流量净额(万元),-2079,-2079,-333,-214,-21,349,-742, 
 汇率变动对现金及现金等价物的影响(万元),-107,-52,94,30,66,3,-34, 
 现金及现金等价物净增加额(万元),-1106,-421,858,-753,2095,1113,-2, 
 加:期初现金及现金等价物余额(万元),5497,5497,4639,4639,2544,1431,1433, 
 期末现金及现金等价物余额(万元),4390,5076,5497,3886,4639,2544,1431, 
