 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),46466,29551,54412,36685,41224,33863,22576, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),18,18,--,--,--,--,72, 
 收到的其他与经营活动有关的现金(万元),717,331,2153,1814,1193,556,535, 
 经营活动现金流入小计(万元),47201,29899,56565,38499,42417,34419,23183, 
 购买商品、接受劳务支付的现金(万元),6651,3475,9273,8054,9289,5821,3173, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8934,6114,9392,6787,7941,5379,3058, 
 支付的各项税费(万元),10443,6352,11705,8952,8552,5102,3595, 
 支付的其他与经营活动有关的现金(万元),4495,3123,5483,4105,4290,3005,2707, 
 经营活动现金流出小计(万元),30523,19065,35852,27898,30073,19308,12532, 
 经营活动产生的现金流量净额(万元),16678,10835,20713,10601,12344,15112,10651, 
 收回投资所收到的现金(万元),118420,77820,78495,54100,54570,80499,42082, 
 取得投资收益所收到的现金(万元),412,245,243,155,183,233,102, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,16,436,436,--,--,--, 
