 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),405442,264554,115619,479102,230948,145659,80923,424796,191034,129496,69473,379226,160309,104815,61374,333821,127910,99227,51127,328084,138848,97182,57538,265888,178399,121195,62141,283108,178372,109490,53642,314492,201671,124843,54283,218546,137230,84631,40652,240655,147144,99641,49024,182746,118442,65460,20809,171200,101588,64180,17144, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 收到的税费返还(万元),1839,618,668,2058,948,786,240,1547,1692,845,509,1879,1980,1756,637,1472,1195,1075,59,1124,728,593,130,1233,1123,288,60,1983,1149,658,79,1459,1078,458,20,470,349,795,398,1965,1625,1124,321,1125,744,192,22,503,0,0,--, 
 收到的其他与经营活动有关的现金(万元),10133,5506,3941,8045,3889,1952,4772,3540,34163,33291,31107,11478,2759,1588,2184,8222,2147,2397,2880,6304,2248,1945,2727,13008,2294,1849,1673,26872,1308,1224,1738,21404,1105,1510,1383,23169,1261,1386,1391,33695,1324,1359,1394,34765,1819,682,285,4237,2358,1442,64, 
 经营活动现金流入小计(万元),417413,270678,120228,489206,235786,148398,85935,429883,226888,163632,101089,392584,165048,108159,64195,343516,131252,102698,54066,335512,141824,99719,60395,280129,181816,123332,63874,311963,180829,111371,55459,337355,203854,126810,55686,242185,138839,86812,42441,276315,150094,102123,50738,218636,121005,66334,21116,175939,103945,65622,17208, 
 购买商品、接受劳务支付的现金(万元),386276,269551,117384,443453,279037,188234,95776,327306,206781,141445,78983,313804,176345,119171,69759,272674,145745,115787,68638,260972,138976,95678,50341,176233,158525,99668,56770,268828,194465,135099,78925,239163,172420,111054,55202,177193,124696,81724,46230,185343,131108,91746,48860,135512,104558,60387,20784,138619,81558,49558,12843, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,0,--,0,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),28470,16862,8013,27517,28278,15685,7871,32473,21965,15426,8148,20131,14010,10819,5647,20303,17045,10846,5716,20649,14942,10288,4808,20442,16739,10232,5639,21604,14743,9482,4680,16444,12177,8286,4731,16467,11601,8503,4526,17612,12375,8337,4756,15199,10227,6734,2468,11284,7795,5403,1745, 
 支付的各项税费(万元),19159,15355,9151,16446,13570,10274,6585,16956,12943,10497,5609,9978,9935,6612,3897,10167,8894,7103,3710,8985,8820,6753,2806,10363,7196,3956,3778,11005,6873,5316,2760,10530,7946,5601,3322,10440,8085,5801,2808,9006,7412,5721,2666,8337,4852,3906,1323,7956,5330,4499,1527, 
 支付的其他与经营活动有关的现金(万元),26507,22415,8720,38148,16939,16166,12656,28343,18239,14814,10540,20765,12145,9049,8360,22056,9549,11665,12693,23944,13934,11562,10787,22598,9019,11370,5659,34407,13423,10431,4816,53294,12272,11513,5651,33426,10768,8270,4475,49638,9996,8194,4416,45981,10225,8836,49,12020,15239,10689,682, 
