 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),9725,60642,46864,33136,6912,61209,44796,20256,7543,69272,39470,26400,9307,40866,20188,9951,2860,16545,8935,5156,1808,15854,11416,7712,2706,14080,9707,6045,2100,12021,7652,5564,8521,5659,6856,5389, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 收到的税费返还(万元),--,--,216,216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),3009,14881,4413,3726,3998,6573,4185,866,652,3481,2064,2401,459,1709,962,729,78,1011,1854,1471,154,365,68,21,3,285,225,193,19,115,113,102,50,11,19,152, 
 经营活动现金流入小计(万元),12733,75524,51493,37078,10910,67781,48981,21121,8194,72753,41534,28801,9766,42574,21149,10680,2939,17556,10788,6627,1963,16218,11484,7733,2710,14365,9932,6238,2119,12136,7765,5667,8571,5670,6875,5541, 
 购买商品、接受劳务支付的现金(万元),9743,49218,30140,19890,9454,38034,49809,20470,11326,40810,33063,23495,13222,24416,13020,6099,4061,9881,8537,4375,2932,9310,5944,3582,1389,7686,5065,2891,1427,7055,4958,3159,3639,2624,3917,2153, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),1067,3732,2677,1576,823,3502,2734,1782,1047,2955,2137,1438,649,1976,1483,892,372,1719,1398,945,420,1616,1361,800,233,1043,746,496,244,896,586,307,627,448,468,362, 
 支付的各项税费(万元),1520,11943,7242,5506,2971,12280,7642,4536,1234,8316,5928,3843,2487,4302,1783,997,459,1768,1463,1033,445,1768,1598,1092,154,917,726,521,34,1021,780,622,1143,734,828,960, 
 支付的其他与经营活动有关的现金(万元),3228,5741,5140,3756,3264,3753,3874,2347,1475,3555,3772,4291,1061,3310,2098,1335,608,2376,1892,986,335,2278,1493,895,432,2061,1511,1001,401,1718,1189,969,1497,972,996,717, 
 经营活动现金流出小计(万元),15558,70634,45199,30728,16512,57569,64058,29136,15082,55636,44900,33068,17419,34005,18383,9323,5499,15743,13289,7340,4132,14971,10395,6368,2207,11707,8049,4909,2106,10690,7512,5057,6907,4778,6209,4192, 
 经营活动产生的现金流量净额(万元),-2825,4890,6294,6351,-5602,10212,-15077,-8014,-6888,17117,-3365,-4268,-7653,8569,2766,1357,-2560,1813,-2501,-713,-2170,1248,1089,1365,503,2658,1883,1329,12,1446,253,610,1664,892,666,1350, 
