 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),188302,588348,429366,322882,94621,841605,1065421,486416,199755,928141,54571,29781,16446,77518,48904,32819,13009,86940,50908,32272,13176,72824,42630,29291,13258,90139,58573,39505,16594,117399,90035,57943,26535,106823,79766,48485,17255,92018,61078,44461,19394,119721,94636,61297,25488,118406,86468,55653,24105,80691,55492,35455,17689, 
 客户存款和同业存放款项净增加额(万元),57250,--,-14235,-4818,--,--,-123219,--,106745,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),-101705,-89956,-286625,-293771,22869,344125,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,-44083,52267,-22762,-34576,9043,-45319,-100353,-247076,19640,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),191766,821463,578939,372844,155522,477772,268035,143645,64139,295676,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 拆入资金净增加额(万元),-131987,161000,31300,20000,10000,-5000,3000,-5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 回购业务资金净增加额(万元),43168,-58853,-155633,-42197,33486,395806,432678,476232,226954,-8521,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
 收到的税费返还(万元),1,11,22,--,1,358,407,160,166,118,130,77,53,16,12,12,12,--,8,8,--,16,16,16,3,11,10,3,--,92,71,58,52,203,121,53,1,120,84,71,28,259,204,147,0,234,110,57,6,184,136,92,32, 
 收到的其他与经营活动有关的现金(万元),130881,1047717,822054,602365,316472,493083,286266,100366,104028,499721,10288,4372,1524,5656,5460,3871,1384,2465,2759,1831,1287,9467,4451,1266,777,3572,2771,2228,1474,16476,11873,7215,3562,11842,1033,657,342,818,547,362,292,576,342,192,104,640,515,388,460,785,839,443,221, 
 经营活动现金流入小计(万元),440008,2425647,1457454,954543,598396,2556790,1887270,1101466,459710,1739775,64989,34230,18023,83190,54376,36702,14405,89404,53675,34111,14463,82307,47097,30573,14038,93721,61354,41736,18068,133967,101980,65216,30150,118868,80921,49196,17598,92955,61708,44894,19715,120556,95181,61636,25592,119280,87093,56099,24571,81661,56467,35990,17943, 
 购买商品、接受劳务支付的现金(万元),280808,579160,418105,348539,98636,850647,1370626,420044,295444,899676,46592,24461,13062,72349,57648,37497,17741,79086,57038,35307,17836,55991,33297,23171,10761,62242,43295,29373,15320,92715,75817,48221,21134,72685,60333,36185,18423,65625,46388,30196,15360,88742,67301,43268,19106,96627,68916,42635,17121,60411,43564,24819,13746, 
 客户贷款及垫款净增加额(万元),19210,666464,481053,518471,248464,40022,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,0,--, 
