 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),128870,59256,224123,123970,61295,26934,96255,40565,17416,6880,38831,31808,18530,7087,34015,25695,15060,5282,32273,31490,27252, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),183,49,301,266,234,185,1,--,--,--,--,--,0,--,--,--,--,--,--,--,222, 
 收到的其他与经营活动有关的现金(万元),25378,10193,8556,11683,3659,3150,7803,3180,2238,766,3783,3560,2139,1724,5907,4111,3225,1132,3920,2569,2095, 
 经营活动现金流入小计(万元),154431,69498,232979,135919,65187,30269,104060,43745,19654,7647,42614,35369,20669,8811,39922,29806,18285,6413,36193,34059,29569, 
 购买商品、接受劳务支付的现金(万元),127443,46861,143614,81591,50470,25928,37165,11375,6450,2576,14102,10183,6319,3023,13020,8848,6276,2309,13930,12733,10215, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24881,13454,41061,27121,17748,10546,19269,8526,5382,2770,8108,5949,4251,2232,6508,5017,3510,1895,6008,5560,5137, 
 支付的各项税费(万元),12561,3862,14193,9260,6471,3265,4866,2761,822,532,3403,2370,1891,726,2347,1488,719,555,2708,2264,4116, 
 支付的其他与经营活动有关的现金(万元),20491,25648,28355,40776,18092,9776,19037,5951,3688,1752,5775,5001,2858,2478,8030,5936,4031,1420,5355,4006,4405, 
 经营活动现金流出小计(万元),185376,89825,227223,158748,92781,49515,80337,28614,16341,7630,31388,23503,15319,8459,29905,21290,14536,6179,28000,24563,23872, 
 经营活动产生的现金流量净额(万元),-30945,-20327,5756,-22830,-27594,-19246,23724,15131,3313,17,11226,11866,5350,351,10017,8516,3749,234,8193,9496,5697, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),55,--,329,329,329,105,134,54,--,--,242,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),398,1,2,4,1,0,778,568,567,435,331,89,76,--,-3,3,2,1,20712,504,--, 
 处置子公司及其他营业单位收到的现金净额(万元),9494,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),445,--,10243,5478,10157,--,5625,4532,32,--,51,--,--,--,35,35,22,22,215,115,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10392,1,10574,5811,10487,106,6537,5154,599,435,624,89,76,0,33,38,24,23,20927,619,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),22143,14773,73719,57705,32094,9151,28070,10289,3918,1982,10770,7186,4631,1587,7034,3992,2639,1496,3076,20489,9226, 
 投资所支付的现金(万元),574,1639,13224,6640,6640,--,--,--,--,755,1500,--,--,--,--,--,250,--,45,--,1960, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,6438,12033,250,2890,154,-3554,745,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,4500,3870,3350,--,2860,--,--,10018,--,--,--,66,66,66,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22717,16412,93381,80878,42854,15391,28224,9596,4663,2737,22288,7186,4631,1587,7100,4058,2955,1496,3121,20489,11186, 
 投资活动产生的现金流量净额(万元),-12326,-16412,-82807,-75067,-32368,-15286,-21686,-4442,-4064,-2302,-21664,-7098,-4555,-1587,-7068,-4020,-2931,-1473,17806,-19870,-11186, 
 吸收投资收到的现金(万元),--,--,8615,8010,6910,--,98500,--,--,--,26104,26104,26104,26104,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,8615,8010,6910,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),34200,21700,116200,89900,37900,10000,64785,15000,15000,8000,5000,5000,5000,5000,--,--,--,--,11300,21400,13000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6310,6310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8000,8000, 
 筹资活动现金流入小计(万元),40510,28010,124815,97910,44810,10000,163285,15000,15000,8000,31104,31104,31104,31104,0,0,0,0,11300,29400,21000, 
 偿还债务支付的现金(万元),30937,5153,83106,54730,39231,16917,27761,7088,5788,5100,4810,4810,3355,850,8310,2555,1055,600,16955,8800,7500, 
 分配股利、利润或偿付利息所支付的现金(万元),3865,1530,10284,8100,2259,1148,3499,2702,2495,139,2438,2287,395,194,2680,2494,2208,295,2028,2149,544, 
 其中：子公司支付给少数股东的股利、利润(万元),232,--,653,405,405,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2375,1170,1930,--,--,--,546,223,223,40,835,1055,835,--,100,100,--,--,10374,5482,8924, 
 筹资活动现金流出小计(万元),37177,7853,95320,62830,41490,18064,31806,10012,8505,5279,8083,8151,4585,1044,11090,5149,3263,895,29357,16430,16968, 
 筹资活动产生的现金流量净额(万元),3333,20157,29495,35079,3319,-8064,131479,4988,6495,2721,23022,22953,26520,30061,-11090,-5149,-3263,-895,-18057,12970,4032, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,--,--, 
 现金及现金等价物净增加额(万元),-39938,-16581,-47556,-62817,-56642,-42596,133516,15677,5744,436,12584,27721,27314,28825,-8140,-652,-2445,-2134,7939,2596,-1458, 
 加:期初现金及现金等价物余额(万元),103849,103849,151405,151405,151405,151365,17889,17889,17889,17889,5304,5304,5304,5304,13445,13445,13445,13445,5506,2910,4368, 
 期末现金及现金等价物余额(万元),63911,87268,103849,88588,94763,108769,151405,33565,23632,18324,17889,33025,32619,34129,5304,12792,11000,11311,13445,5506,2910, 
 净利润(万元),11895,--,27649,--,9433,--,17979,--,2805,--,7139,--,3649,--,5192,4266,--,--,4842,4475,6082, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),614,--,7031,--,2397,--,-2220,--,12,--,240,--,15,--,70,78,--,--,14,-10,-4, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3867,--,6999,--,2898,--,4854,--,2142,--,3659,--,1700,--,3211,2372,--,--,3073,3529,2840, 
 无形资产摊销(万元),729,--,1310,--,540,--,360,--,59,--,115,--,58,--,115,86,--,--,114,103,97, 
 长期待摊费用摊销(万元),524,--,606,--,179,--,121,--,18,--,31,--,15,--,1,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5506,--,51,--,-1,--,32,--,-109,--,25,--,-72,--,33,32,--,--,78,193,204, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,66,--,--,--,2,--,6,6,--,--,1,--,--, 
 公允价值变动损失(万元),--,--,-64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3698,--,4682,--,1869,--,1549,--,349,--,704,--,391,--,1070,873,--,--,1524,2150,1117, 
