 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),46955,28839,13802,52804,42338,24589,11058,64531,47890,30687,14343,65739,69125,61416,56212, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),155,97,12,139,130,65,13,290,245,125,27,335,205,282,119, 
 收到的其他与经营活动有关的现金(万元),1852,1373,749,823,919,1152,516,1164,626,140,552,1067,931,1149,1358, 
 经营活动现金流入小计(万元),48962,30309,14564,53766,43388,25806,11587,65986,48761,30951,14923,67141,70261,62846,57689, 
 购买商品、接受劳务支付的现金(万元),39533,24127,15645,33595,30591,16340,11258,41262,32946,19232,13943,45677,49945,43408,38564, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6612,4476,2505,8803,6478,4399,2299,7925,5925,3832,2051,7650,7124,7337,6510, 
 支付的各项税费(万元),1434,1077,655,3522,2753,1717,723,4473,3535,2719,899,4249,3364,2899,2612, 
 支付的其他与经营活动有关的现金(万元),2528,1802,1081,4433,2867,2199,1036,4504,3397,2061,878,4840,4213,4034,4269, 
 经营活动现金流出小计(万元),50107,31481,19886,50353,42689,24655,15316,58164,45802,27844,17772,62416,64646,57678,51955, 
 经营活动产生的现金流量净额(万元),-1145,-1172,-5322,3413,699,1151,-3729,7822,2958,3107,-2850,4725,5615,5168,5734, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,56,4,0,0,5,4,4,--,18,33,37,165, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,46, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,56,4,0,0,5,4,4,0,18,33,37,211, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6210,4966,4082,5111,5963,2574,1488,5117,4221,3471,2282,6469,4890,3666,5149, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3991, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6210,4966,4082,5111,5963,2574,1488,5117,4221,3471,2282,6469,4890,3666,9140, 
 投资活动产生的现金流量净额(万元),-6210,-4966,-4082,-5055,-5958,-2574,-1488,-5112,-4217,-3467,-2282,-6452,-4857,-3629,-8929, 
 吸收投资收到的现金(万元),--,--,--,20315,20315,20315,20315,--,0,--,--,--,--,--,2987, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12200,6600,6600,8800,7500,6500,5500,20816,19816,12316,8816,29978,25270,32407,30110, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),7119,4375,3533,4106,7826,4036,2582,3552,3552,3550,2745,3393,4300,11384,7941, 
 筹资活动现金流入小计(万元),19319,10975,10133,33222,35641,30851,28397,24368,23368,15866,11561,33371,29570,43791,41038, 
 偿还债务支付的现金(万元),6500,400,100,19950,18450,11350,650,22060,18060,11360,3345,25930,26057,39295,27452, 
 分配股利、利润或偿付利息所支付的现金(万元),1300,1161,80,692,362,316,176,1256,969,698,229,1212,989,1425,1268, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),6632,3770,2099,5568,10203,7895,2411,4166,4957,4684,3144,4173,3757,4415,11915, 
 筹资活动现金流出小计(万元),14432,5331,2279,26210,29014,19561,3237,27483,23987,16742,6717,31314,30803,45134,40635, 
 筹资活动产生的现金流量净额(万元),4887,5644,7854,7011,6627,11290,25160,-3115,-619,-876,4843,2057,-1233,-1343,403, 
 汇率变动对现金及现金等价物的影响(万元),-90,-67,18,90,-8,-8,-8,48,21,-4,-3,4,-13,2,-1, 
 现金及现金等价物净增加额(万元),-2558,-561,-1532,5460,1359,9860,19935,-357,-1857,-1239,-291,334,-488,197,-2792, 
 加:期初现金及现金等价物余额(万元),9824,9824,9824,4364,4364,4364,3726,4722,4722,4722,4882,4387,4875,4678,7470, 
 期末现金及现金等价物余额(万元),7267,9263,8293,9824,5724,14224,23661,4364,2865,3482,4590,4722,4387,4875,4678, 
 净利润(万元),--,1881,--,3112,--,2182,--,4580,--,2299,--,4475,4475,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,44,--,158,--,192,--,60,--,85,--,156,90,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1135,--,1673,--,833,--,1475,--,736,--,1453,1394,--,--, 
 无形资产摊销(万元),--,43,--,87,--,44,--,85,--,43,--,86,85,--,--, 
 长期待摊费用摊销(万元),--,6,--,1,--,--,--,--,--,--,--,--,1,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-5,--,527,--,-1,--,61,--,10,--,25,117,--,--, 
 固定资产报废损失(万元),--,1,--,--,--,--,--,--,--,--,--,--,--,--,--, 
