 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),21706,11710,16658,12331,13357,7642,11272,7210,2960, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),177,164,212,72,1508,139,281,161,109, 
 经营活动现金流入小计(万元),21883,11874,16870,12404,14865,7781,11553,7371,3068, 
 购买商品、接受劳务支付的现金(万元),11353,6476,8217,6036,6449,3079,7402,3004,2011, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3813,2515,3889,2808,3014,1509,2343,1343,1159, 
 支付的各项税费(万元),3779,1994,1849,1379,1367,623,1187,919,254, 
 支付的其他与经营活动有关的现金(万元),1614,650,1046,1317,1950,642,932,1317,563, 
 经营活动现金流出小计(万元),20559,11636,15001,11541,12779,5854,11864,6583,3986, 
 经营活动产生的现金流量净额(万元),1324,238,1869,862,2086,1927,-311,788,-918, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,3000,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,4,4,37,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),60,60,10,--,2,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,150,--,400,349,201,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),60,60,160,0,406,353,3238,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5938,3472,5611,5329,8399,3042,2517,779,1863, 
 投资所支付的现金(万元),--,--,--,--,58,--,29,3000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,200,--,401,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5938,3472,5811,5329,8858,3042,2546,3779,1863, 
 投资活动产生的现金流量净额(万元),-5878,-3412,-5651,-5329,-8452,-2689,692,-3779,-1863, 
 吸收投资收到的现金(万元),19723,--,--,--,--,--,693,3630,72, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,72, 
 取得借款收到的现金(万元),11570,8570,17500,12650,7637,5000,1500,1300,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,526,526,150,--,120,--,--, 
 筹资活动现金流入小计(万元),31293,8570,18026,13176,7787,5000,2313,4930,572, 
 偿还债务支付的现金(万元),2510,1610,13587,8637,2000,1500,1300,500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),843,531,825,641,419,250,229,81,9, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),950,464,--,--,526,526,170,275,--, 
 筹资活动现金流出小计(万元),4303,2605,14412,9278,2945,2276,1699,856,9, 
 筹资活动产生的现金流量净额(万元),26990,5965,3614,3898,4842,2724,614,4074,563, 
 汇率变动对现金及现金等价物的影响(万元),-19,-19,67,17,79,15,14,-45,-4, 
 现金及现金等价物净增加额(万元),22417,2773,-102,-552,-1446,1978,1009,1038,-2222, 
 加:期初现金及现金等价物余额(万元),691,691,793,793,2238,2238,1230,191,2413, 
 期末现金及现金等价物余额(万元),23108,3464,691,240,793,4216,2238,1230,191, 
 净利润(万元),--,3694,3930,--,3056,1405,3366,2535,656, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,223,163,--,314,111,235,630,303, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,729,773,--,376,171,225,151,103, 
 无形资产摊销(万元),--,20,40,--,38,19,37,37,8, 
 长期待摊费用摊销(万元),--,47,7,--,191,95,93,37,47, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,9,19,--,0,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,549,344,--,78,112,116,126,12, 
 投资损失(万元),--,-91,-65,--,-7,-3,-13,--,--, 
 递延所得税资产减少(万元),--,-26,12,--,-41,-17,-34,-90,-19, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,1045,-304,--,-1058,-385,-2346,-368,-761, 
 经营性应收项目的减少(万元),--,-7373,-4672,--,-1507,1032,-2723,-2853,-1705, 
 经营性应付项目的增加(万元),--,1412,1623,--,645,-612,733,582,436, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,238,1869,--,2086,1927,-311,788,-918, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),23108,3464,691,240,793,4216,2238,1230,191, 
 现金的期初余额(万元),691,691,793,793,2238,2238,1230,191,2413, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),22417,2773,-102,-552,-1446,1978,1009,1038,-2222, 

