 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),18874,8631,21705,13393,7090,5071,20911,14370,11493,7668,28057,17920,15090,10327,33550,27276,15292,5917,50563,40978,37704, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,27,--,0,0,--,--,7,7,--,--,5,--,--,--,939,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1000,475,1381,5163,958,213,1530,1166,502,252,1014,828,658,192,523,-426,357,150,738,582,1241, 
 经营活动现金流入小计(万元),19874,9133,23086,18556,8049,5285,22441,15542,12001,7920,29071,18753,15748,10520,34073,27789,15649,6068,51300,41560,38945, 
 购买商品、接受劳务支付的现金(万元),13504,4405,16396,14470,9976,5840,12237,9859,6800,4118,18194,15141,12468,9343,27783,23049,13112,5478,41980,20828,25310, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4737,2292,5948,4116,2497,1554,4481,3327,2395,1608,5335,3905,3028,2328,5331,4002,3034,2185,4678,3944,3516, 
 支付的各项税费(万元),1965,901,1402,1049,869,300,1419,808,727,469,2182,1854,1481,1037,1955,1723,1463,639,2827,2901,3219, 
 支付的其他与经营活动有关的现金(万元),3520,2100,4371,7115,2818,1840,2631,1982,1203,472,3440,2035,1413,820,2533,1348,1580,410,3149,3241,3571, 
 经营活动现金流出小计(万元),23726,9698,28116,26750,16160,9534,20768,15976,11126,6668,29151,22935,18391,13528,37602,30121,19189,8712,52635,30913,35616, 
 经营活动产生的现金流量净额(万元),-3852,-565,-5030,-8194,-8112,-4249,1673,-434,875,1252,-80,-4182,-2643,-3008,-3530,-2331,-3540,-2645,-1335,10647,3329, 
 收回投资所收到的现金(万元),4800,--,5900,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,--,--,500, 
 取得投资收益所收到的现金(万元),1,--,1,--,--,--,--,--,--,--,--,--,--,--,23,--,--,--,--,--,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,1,32,31,3,2,2,1,0,0,53,60,54,0,9,9,9,9,2,2,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,195,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4805,1,5932,31,3,2,2,1,0,0,53,60,54,1,2032,204,9,9,2,2,523, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),121,3,387,331,292,186,410,241,217,1,229,146,135,5,187,64,79,8,281,460,657, 
 投资所支付的现金(万元),5542,400,5900,--,3220,50,--,--,--,--,--,0,--,--,2000,3000,--,--,--,--,500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,3570,2913,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5663,403,9857,3244,3512,236,410,241,217,1,229,146,135,5,2187,3064,79,8,281,460,1157, 
 投资活动产生的现金流量净额(万元),-857,-402,-3925,-3214,-3509,-234,-408,-240,-217,-1,-176,-86,-81,-3,-155,-2860,-70,1,-280,-459,-635, 
 吸收投资收到的现金(万元),--,--,629,245,--,--,--,--,--,--,16347,16980,16980,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,629,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,--,15,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,629,245,0,0,0,0,0,0,16347,16994,16980,0,0,0,0,0,0,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1237,882,122,122,122,--,355,356,356,--,760,762,--,--,1146,918,918,--,1134,1140,760, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),7,--,--,--,--,--,--,--,--,--,--,53,45,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1244,882,122,122,122,0,355,356,356,0,760,815,45,0,1146,918,918,0,1134,1140,760, 
 筹资活动产生的现金流量净额(万元),-1244,-882,507,123,-122,0,-355,-356,-356,0,15587,16179,16935,0,-1146,-918,-918,0,-1134,-1140,-760, 
 汇率变动对现金及现金等价物的影响(万元),27,-8,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5926,-1857,-8439,-11285,-11743,-4483,910,-1030,302,1251,15331,11911,14210,-3011,-4831,-6109,-4528,-2643,-2748,9048,1935, 
 加:期初现金及现金等价物余额(万元),17835,17889,26328,27078,27078,27078,25418,25418,25418,25418,10087,10087,10087,10087,14918,14918,14918,15033,17666,8618,6683, 
 期末现金及现金等价物余额(万元),11908,16031,17889,15794,15335,22595,26328,24388,25720,26669,25418,21999,24298,7076,10087,8809,10390,12390,14918,17666,8618, 
 净利润(万元),1035,--,1726,--,235,--,460,--,-414,--,1886,--,1885,--,3750,--,1516,--,5552,5995,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),755,--,1220,--,327,--,-386,--,-696,--,1234,--,589,--,2315,--,947,--,643,794,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),438,--,641,--,230,--,375,--,205,--,379,--,191,--,400,--,201,--,404,372,--, 
 无形资产摊销(万元),84,--,91,--,1,--,33,--,4,--,39,--,26,--,47,--,23,--,45,43,--, 
 长期待摊费用摊销(万元),5,--,16,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,4,4,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-0,--,-12,--,-1,--,7,--,1,--,-42,--,-37,--,3,--,3,--,1,2,--, 
 固定资产报废损失(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资损失(万元),-1,--,-1,--,--,--,--,--,--,--,--,--,--,--,-23,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-158,--,-278,--,-27,--,-60,--,113,--,-209,--,-130,--,-380,--,-152,--,-111,-123,--, 
 递延所得税负债增加(万元),-24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),160,--,34,--,-2021,--,448,--,-418,--,-90,--,-650,--,4888,--,-129,--,-2613,512,--, 
 经营性应收项目的减少(万元),4005,--,-10990,--,-10322,--,4011,--,3464,--,2509,--,-2754,--,-13127,--,-3769,--,-405,-7279,--, 
 经营性应付项目的增加(万元),-8479,--,2522,--,3465,--,-3220,--,-1386,--,-5786,--,-1764,--,-1403,--,-2179,--,-4854,10327,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-1647,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-3852,--,-5030,--,-8112,--,1673,--,875,--,-80,--,-2643,--,-3530,--,-3540,--,-1335,10647,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11908,16031,17889,15794,15335,22595,26328,24388,25720,26669,25418,21999,24298,7076,10087,8809,10390,12390,14918,17666,8618, 
 现金的期初余额(万元),17835,17889,26328,27078,27078,27078,25418,25418,25418,25418,10087,10087,10087,10087,14918,14918,14918,15033,17666,8618,6683, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5926,-1857,-8439,-11285,-11743,-4483,910,-1030,302,1251,15331,11911,14210,-3011,-4831,-6109,-4528,-2643,-2748,9048,1935, 

