 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),31951,140037,99647,64849,28963,120268,83798,51182,23398,113907,79534,49460,21658,107305,75692,48864,22626,104712,--,45906,23165,98928,95955,79468,61501, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),503,3314,2402,1293,740,2541,1179,975,554,2968,1824,536,165,2019,895,412,53,2242,--,783,11,2757,1548,1092,1226, 
 收到的其他与经营活动有关的现金(万元),273,1998,2076,1872,989,1378,490,698,424,3107,3265,2256,1506,2180,1644,1144,264,1677,--,557,452,1678,813,19446,576, 
 经营活动现金流入小计(万元),32728,145349,104125,68015,30692,124187,85467,52855,24376,119983,84623,52252,23328,111504,78231,50420,22943,108631,--,47245,23628,103363,98316,100006,63302, 
 购买商品、接受劳务支付的现金(万元),6616,24214,18750,12661,6637,20006,14687,9371,5216,22202,15757,10970,5001,23780,17237,11652,5471,23623,--,10244,5563,18839,18267,17074,16178, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24988,71480,54313,37735,22822,64637,48994,33524,19662,56894,42236,28350,15132,59310,44756,30494,17318,55351,--,28512,16036,55697,47025,34921,30977, 
 支付的各项税费(万元),2388,10652,8384,5590,2372,11991,6652,4334,1757,9663,7713,4652,2359,10373,8684,5635,3049,10704,--,4767,2848,9858,8229,6127,4022, 
 支付的其他与经营活动有关的现金(万元),5021,16479,13868,9368,4026,17319,14501,10615,4781,18648,14181,9276,4707,18130,16149,11414,4852,14747,--,7392,4394,14643,15021,31023,8733, 
 经营活动现金流出小计(万元),39013,122825,95315,65354,35857,113953,84835,57843,31416,107408,79887,53247,27199,111593,86825,59195,30691,104425,--,50916,28840,99037,88542,89145,59909, 
 经营活动产生的现金流量净额(万元),-6285,22524,8810,2660,-5165,10235,632,-4989,-7040,12575,4736,-995,-3871,-89,-8594,-8774,-7748,4205,-4049,-3671,-5211,4326,9774,10862,3393, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,59,--,--,3298,--,--,--,--,--,--,--,--,--,--,378,3726, 
 取得投资收益所收到的现金(万元),--,1108,--,--,--,566,--,--,--,271,--,--,--,4,--,--,--,--,--,--,--,19,60,14,88, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,9,7,7,7,8,8,--,--,30,3,3,0,2,2,0,--,2,--,2,--,10,2,1,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,-4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),38595,122685,85723,54002,26052,71259,54529,32478,12725,38892,22259,12209,4,--,0,--,0,--,--,--,--,--,--,--,5911, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),38595,123801,85730,54009,26059,71834,54537,32478,12725,39249,22262,12212,3302,6,2,0,0,2,--,2,0,29,61,393,9729, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5954,12285,7328,4069,2166,24733,19699,13276,2552,30568,27011,15111,1086,1083,1118,719,207,1002,--,667,136,864,987,1005,640, 
 投资所支付的现金(万元),--,490,490,490,490,--,--,--,--,0,--,--,--,1711,--,--,--,--,--,--,--,207,--,--,61, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,117,592,--,--,--,1704,1658,--,--,--,--,--,470,90,3528,15713, 
 支付的其他与投资活动有关的现金(万元),24480,135210,93410,51910,24900,86812,63361,35054,14841,46839,32115,18068,5891,3552,2942,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),30434,147985,101228,56469,27556,111544,83060,48331,17392,77524,59718,33179,6977,6347,5765,2377,207,1002,--,667,136,1541,1077,4533,16414, 
 投资活动产生的现金流量净额(万元),8161,-24184,-15498,-2460,-1497,-39711,-28523,-15853,-4668,-38275,-37456,-20967,-3675,-6341,-5763,-2377,-207,-1000,--,-665,-136,-1512,-1016,-4141,-6686, 
 吸收投资收到的现金(万元),--,3336,2886,25,20,4260,4166,4207,--,--,715,--,0,54278,56460,56460,56460,--,--,--,--,--,--,20647,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1633,--, 
 取得借款收到的现金(万元),79779,285328,222825,139239,63628,192363,139589,73830,44803,93449,72357,58573,19016,94570,49075,40836,17189,76091,--,30602,13198,61842,--,12890,28798, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),79779,288664,225711,139264,63648,196622,143755,78037,44803,93449,73072,58573,19016,148849,105535,97296,73649,76091,--,30602,13198,61842,0,33537,28798, 
 偿还债务支付的现金(万元),71150,280894,216798,134088,59567,185153,132730,66971,35945,89945,65627,50708,17061,94570,50154,38836,15154,76091,--,33746,16330,61842,7427,28666,22827, 
 分配股利、利润或偿付利息所支付的现金(万元),1594,1269,1505,1436,56,2099,2290,1436,42,3293,3150,3099,20,3681,3625,922,27,63,--,64,32,131,172,1937,1290, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,9,--,--,--,1000,1014, 
 支付其他与筹资活动有关的现金(万元),2543,5915,4121,4086,--,--,--,--,--,--,0,--,0,1033,1275,1275,1054,340,--,70,--,340,690,1010,6149, 
 筹资活动现金流出小计(万元),75288,288077,222424,139610,59623,187252,135020,68406,35986,93238,68778,53808,17081,99284,55054,41033,16235,76495,--,33880,16362,62312,8289,31612,30265, 
 筹资活动产生的现金流量净额(万元),4492,587,3287,-346,4025,9370,8735,9630,8817,211,4294,4765,1934,49564,50481,56263,57414,-403,--,-3278,-3164,-471,-8289,1925,-1467, 
 汇率变动对现金及现金等价物的影响(万元),-74,26,315,843,762,511,1515,960,408,531,370,284,200,-590,305,335,-322,-808,--,-617,-349,449,-722,-190,267, 
 现金及现金等价物净增加额(万元),6294,-1048,-3086,696,-1875,-19595,-17640,-10252,-2483,-24957,-28055,-16914,-5411,42545,36430,45447,49137,1994,--,-8231,-8860,2792,-253,8456,-4494, 
 加:期初现金及现金等价物余额(万元),32009,33056,33056,33056,33056,52652,52652,52652,52652,77609,77609,77609,77609,35064,35064,35064,35064,33071,--,33071,33071,30279,30532,22076,26570, 
 期末现金及现金等价物余额(万元),38303,32009,29970,33753,31181,33056,35012,42400,50169,52652,49553,60695,72198,77609,71494,80511,84202,35064,--,24840,24210,33071,30279,30532,22076, 
 净利润(万元),--,6466,--,3298,--,4251,--,2094,--,1216,--,2248,--,6297,--,3659,--,9665,--,4509,--,9538,9245,5201,3994, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,998,--,1902,--,6580,--,4106,--,6403,--,3194,--,6582,--,3204,--,2892,--,1641,--,2134,1439,1510,731, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1786,--,924,--,970,--,271,--,443,--,237,--,596,--,312,--,734,--,369,--,733,655,689,754, 
 无形资产摊销(万元),--,562,--,262,--,391,--,112,--,228,--,303,--,208,--,292,--,172,--,90,--,69,40,32,25, 
 长期待摊费用摊销(万元),--,203,--,94,--,184,--,73,--,146,--,54,--,160,--,107,--,--,--,195,--,307,282,273,144, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2,--,18,--,34,--,30,--,38,--,48,--,27,--,29,--,19,--,7,--,23,19,42,97, 
 固定资产报废损失(万元),--,22,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,0,--,--,--,-13,--,-9,--,--,--,--,--,--,--,--,--,-52,-1175, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,32,--,119,--,76,--,93,--,140,--,59,--,112,--,55,--,116,--,55,--,131,176,283,225, 
 投资损失(万元),--,-875,--,-358,--,-598,--,-115,--,-265,--,3,--,185,--,-104,--,-55,--,17,--,363,24,59,564, 
 递延所得税资产减少(万元),--,-83,--,-3,--,-1465,--,-544,--,-1620,--,-312,--,-625,--,-553,--,-644,--,-612,--,-28,20,-119,-37, 
 递延所得税负债增加(万元),--,4,--,0,--,-53,--,-27,--,11,--,-42,--,-6,--,0,--,48,--,54,--,-25,7,12,-6, 
 存货的减少(万元),--,-233,--,-556,--,16,--,-181,--,49,--,-166,--,-195,--,-255,--,136,--,307,--,504,371,-609,-352, 
 经营性应收项目的减少(万元),--,4708,--,692,--,-5162,--,-14813,--,958,--,-6100,--,-7088,--,-11417,--,-10637,--,-7208,--,-11375,-6457,-30,-1071, 
 经营性应付项目的增加(万元),--,6918,--,-3733,--,6958,--,3912,--,4922,--,-508,--,-4568,--,-4103,--,1760,--,-3095,--,1953,3955,3571,-501, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,2018,--,--,--,-1947,--,--,--,-93,--,--,--,-1765,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,22524,--,2660,--,10235,--,-4989,--,12575,--,-995,--,-89,--,-8774,--,4205,--,-3671,--,4326,9774,10862,3393, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),38303,32009,29970,33753,31181,33056,35012,42400,50169,52652,49553,60695,72198,77609,71494,80511,84202,35064,--,24840,24210,33071,30279,28532,22076, 
 现金的期初余额(万元),32009,33056,33056,33056,33056,52652,52652,52652,52652,77609,77609,77609,77609,35064,35064,35064,35064,33071,--,33071,33071,30279,28532,20976,26570, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,1100,--, 
 现金及现金等价物的净增加额(万元),6294,-1048,-3086,696,-1875,-19595,-17640,-10252,-2483,-24957,-28055,-16914,-5411,42545,36430,45447,49137,1994,--,-8231,-8860,2792,-253,8456,-4494, 

