 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),5793,20430,14514,9259,3061,17900,12190,7851,3207,12597,8653,5794,2895,15717,12320,8937,3856,18202,13711,8634,4117,22405,15684,10653,5311,20206,13589,8067,3339,21287,11599,20683,13163,11984, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,142, 
 收到的其他与经营活动有关的现金(万元),193,1058,714,458,323,869,1022,817,485,2670,2287,1608,484,2749,2250,2026,939,3392,2581,2169,793,3923,3154,2853,361,1382,929,625,431,2601,1562,1048,951,1544, 
 经营活动现金流入小计(万元),5985,21488,15228,9716,3384,18770,13212,8668,3692,15268,10939,7402,3379,18466,14570,10964,4795,21595,16292,10803,4911,26328,18838,13507,5672,21589,14519,8691,3771,23889,13161,21731,14114,13670, 
 购买商品、接受劳务支付的现金(万元),1734,8861,6514,4398,849,6991,4882,2589,1074,3732,2323,1873,630,6007,4535,3470,1225,7703,6323,4654,1993,11679,8829,6177,2680,9629,6626,4388,1978,12458,6114,10726,8436,7269, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1146,4984,3581,2318,1092,3868,2651,1693,777,3335,2346,1570,824,4147,3212,2139,1066,4882,3559,2255,1136,4771,3369,2185,1042,4590,3370,2182,985,3616,1501,2269,1217,882, 
 支付的各项税费(万元),339,2193,1816,1308,674,1829,1175,727,121,1091,885,720,444,2065,1660,1039,495,4070,3045,2107,966,3109,2134,1378,620,3725,3034,1561,757,2567,1005,2275,1559,1026, 
 支付的其他与经营活动有关的现金(万元),1284,4364,2999,1686,806,3455,2911,2091,1354,2803,2369,1532,1050,3515,3453,1867,801,4885,3700,2157,1171,4463,3219,2877,1250,4403,2898,1501,650,3252,2419,3366,2441,2169, 
 经营活动现金流出小计(万元),4502,20401,14910,9710,3421,16143,11619,7100,3326,10962,7923,5696,2948,15735,12860,8514,3587,21540,16627,11174,5266,24022,17550,12617,5592,22347,15927,9632,4370,21893,11039,18636,13652,11347, 
 经营活动产生的现金流量净额(万元),1483,1087,318,6,-37,2627,1593,1569,365,4306,3016,1707,431,2731,1710,2450,1208,55,-335,-371,-355,2306,1288,889,80,-758,-1409,-940,-600,1996,2122,3095,461,2323, 
 收回投资所收到的现金(万元),20000,69539,44600,31000,7600,50100,26200,9000,--,14450,11600,11600,5600,27200,24000,18000,12000,16500,6000,6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),173,725,694,492,95,663,366,208,--,130,130,130,71,190,161,86,70,325,153,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,16,10,10,--,4,4,4,4,4,4,4,--,--,--,--,--,32,32,32,--,--,--,--,--,--,-79,8,--,9,18,3,7,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,721,584,584,--,--,--,--,--,479,400,200,--,--,--,--,--,316,--,310,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20175,70279,45304,31502,7695,50767,26570,9212,4,14584,11734,11734,5671,28112,24745,18670,12070,16857,6185,6185,6000,479,400,200,0,0,-79,8,0,325,18,313,7,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),236,1138,793,566,212,1361,539,201,70,1059,980,932,61,1261,1002,419,342,1527,1036,674,437,3609,3041,1515,294,984,786,574,86,1582,519,2989,857,3758, 
 投资所支付的现金(万元),16200,73060,44460,33600,9500,69835,41700,24500,--,19889,16206,13570,7070,27984,24784,18000,12000,16799,6299,6299,250,6000,6000,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,--,--,--,2,1,--,--,--,--,--,--,--,187,177,0,--,79,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16436,74198,45253,34166,9712,71196,42239,24701,70,20949,17186,14502,7133,29246,25786,18419,12342,18326,7335,6973,687,9796,9218,1515,294,1063,786,574,86,1582,519,2989,857,3758, 
 投资活动产生的现金流量净额(万元),3739,-3919,50,-2664,-2017,-20429,-15669,-15488,-66,-6364,-5453,-2768,-1462,-1134,-1042,252,-271,-1469,-1150,-789,5313,-9317,-8818,-1315,-294,-1063,-865,-566,-86,-1257,-501,-2676,-849,-3757, 
 吸收投资收到的现金(万元),--,147,147,--,--,196,196,--,--,--,--,--,--,84,84,84,84,14,--,--,--,--,--,--,--,38086,38086,38216,38734,--,--,4392,20,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,147,147,--,--,--,196,--,--,--,--,--,--,84,84,84,84,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--, 
