 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),10912,39729,28654,16961,7226,30164,23114,13640,6788,28932,23317,15471,7184,30454,24105,17165,7315,32293,32872,21719, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,346,242,37,--,28,22,--,--,19,19,--,--,824,669,340,280,544,437,348, 
 收到的其他与经营活动有关的现金(万元),168,1166,1014,911,438,563,1456,1424,905,1598,730,198,179,1021,805,454,281,1006,894,1855, 
 经营活动现金流入小计(万元),11080,41240,29910,17909,7663,30755,24591,15064,7693,30548,24066,15670,7363,32299,25579,17960,7876,33843,34204,23922, 
 购买商品、接受劳务支付的现金(万元),8074,30667,24328,16190,6971,19247,14988,9140,4078,19471,15344,10048,6145,24167,19872,14464,6500,26594,26630,18891, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),774,1853,1457,993,554,1599,1190,864,517,1215,1029,641,359,1069,819,575,297,968,660,466, 
 支付的各项税费(万元),653,2061,1326,900,290,2236,1528,1050,314,2661,1688,1294,377,3054,1045,795,371,951,1349,1132, 
 支付的其他与经营活动有关的现金(万元),577,2459,906,695,305,1880,1743,1517,1133,1184,1669,1159,328,1713,1302,803,607,1489,1297,1507, 
 经营活动现金流出小计(万元),10078,37040,28017,18778,8120,24962,19448,12571,6042,24532,19730,13142,7209,30004,23038,16638,7775,30002,29936,21995, 
 经营活动产生的现金流量净额(万元),1002,4200,1893,-869,-457,5793,5143,2493,1651,6017,4336,2528,155,2295,2541,1322,101,3841,4268,1926, 
 收回投资所收到的现金(万元),--,--,9284,9284,6284,--,10248,10248,3998,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,27,280,280,266,148,149,149,81,75,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,--,--,--,5,3,--,--,3,3,3,3,10,10,5,4,9,6,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),4004,9204,--,--,--,10249,--,--,--,4000,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4005,9231,9564,9564,6549,10403,10400,10397,4079,4079,3,3,3,10,10,5,4,9,6,6, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),400,6924,4758,2088,440,2190,1924,1089,357,2843,2239,1474,560,3720,3145,2194,1359,5933,2726,2474, 
 投资所支付的现金(万元),--,--,3000,3000,3000,--,6228,6228,6228,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),21000,3000,--,--,--,6228,--,--,--,14225,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21400,9924,7758,5088,3440,8418,8152,7317,6585,17068,2239,1474,560,3720,3145,2194,1359,5933,2726,2474, 
 投资活动产生的现金流量净额(万元),-17395,-693,1806,4477,3109,1985,2248,3081,-2506,-12989,-2236,-1471,-557,-3711,-3135,-2189,-1355,-5923,-2720,-2469, 
 吸收投资收到的现金(万元),19365,1910,--,--,--,88,88,88,--,14599,14599,14599,--,--,--,--,--,--,--,2040, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,88,88,88,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2300,6600,3300,--,--,2000,--,--,--,--,--,--,--,7400,2500,2500,1800,5100,1100,595, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),225,--,--,--,--,--,--,--,--,896,896,896,--,--,--,--,--,--,--,143, 
 筹资活动现金流入小计(万元),21890,8510,3300,0,0,2088,88,88,0,15495,15495,15495,0,7400,2500,2500,1800,5100,1100,2778, 
 偿还债务支付的现金(万元),--,4061,2000,--,--,--,--,--,--,5400,5400,2100,1000,4500,2500,1500,1300,3100,600,1945, 
 分配股利、利润或偿付利息所支付的现金(万元),62,2122,2065,2044,22,4000,3990,3990,--,195,195,157,95,681,628,573,43,419,487,46, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),28,3,100,100,--,152,--,--,--,562,266,15,--,15,15,15,--,34,234,155, 
 筹资活动现金流出小计(万元),90,6186,4165,2144,22,4152,3990,3990,0,6157,5861,2272,1095,5196,3143,2088,1343,3554,1321,2145, 
 筹资活动产生的现金流量净额(万元),21800,2324,-865,-2144,-22,-2064,-3902,-3902,0,9338,9634,13223,-1095,2204,-643,412,457,1546,-221,632, 
 汇率变动对现金及现金等价物的影响(万元),-269,-394,-654,-492,-310,402,95,50,0,224,--,--,-0,--,--,--,--,--,-0,-3, 
 现金及现金等价物净增加额(万元),5138,5436,2180,971,2320,6116,3583,1722,-855,2590,11735,14281,-1498,788,-1236,-454,-797,-536,1327,87, 
 加:期初现金及现金等价物余额(万元),16750,11314,11314,11314,11554,5197,5197,5197,5197,2608,2608,2608,2608,1819,1819,1819,1819,2356,1028,941, 
 期末现金及现金等价物余额(万元),21889,16750,13494,12285,13874,11314,8781,6919,4343,5197,14342,16888,1110,2608,583,1365,1023,1819,2356,1028, 
 净利润(万元),--,7361,--,3533,--,6459,--,3167,--,5749,--,2850,1146,3182,--,2618,1027,4765,4599,3129, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,144,--,232,--,36,--,104,--,19,--,-20,51,104,--,48,8,90,134,27, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1502,--,742,--,1272,--,644,--,785,--,329,163,585,--,263,130,488,393,281, 
 无形资产摊销(万元),--,151,--,67,--,130,--,64,--,120,--,60,30,117,--,57,28,83,67,28, 
 长期待摊费用摊销(万元),--,19,--,2,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,-4,--,--,--,-2,--,-1,-1,-6,--,-3,-3,-7,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,11, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,521,--,534,--,-402,--,-160,--,195,--,157,95,201,--,93,43,119,7,--, 
 投资损失(万元),--,-27,--,27,--,-268,--,-148,--,-75,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-68,--,-21,--,34,--,40,--,-89,--,20,13,-76,--,5,15,-1,-39,1, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1960,--,-1100,--,60,--,23,--,1202,--,1076,1270,-1319,--,-895,-349,-586,263,-1448, 
 经营性应收项目的减少(万元),--,-4955,--,-4263,--,-2188,--,-1573,--,210,--,560,-1594,-896,--,341,21,-1420,-1594,-1623, 
 经营性应付项目的增加(万元),--,1398,--,-621,--,664,--,333,--,-2098,--,-2501,-1019,404,--,-1204,-819,310,438,1471, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4200,--,-869,--,5793,--,2493,--,6017,--,2528,155,2295,--,1322,101,3841,4268,1926, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),21889,16750,13494,12285,13874,11314,8781,6919,4343,5197,14342,16888,1110,2608,583,1365,1023,1819,2356,1028, 
 现金的期初余额(万元),16750,11314,11314,11314,11554,5197,5197,5197,5197,2608,2608,2608,2608,1819,1819,1819,1819,2356,1028,941, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5138,5436,2180,971,2320,6116,3583,1722,-855,2590,11735,14281,-1498,788,-1236,-454,-797,-536,1327,87, 

