 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),25170,99052,73721,43488,22796,82893,58904,38077,16795,64191,46001,30596,13827,60395,44286,26424,10679,54046,40149,23652,11499,45168,30040,17080,7058,48581,40556,29705, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),83,356,760,262,98,627,560,378,272,796,658,57,--,34,--,--,--,42,0,--,--,--,--,--,--,15,47,22, 
 收到的其他与经营活动有关的现金(万元),668,1899,2990,1259,655,1626,1716,1147,901,1240,770,337,338,689,513,305,245,1497,1025,437,362,1255,189,78,60,230,177,184, 
 经营活动现金流入小计(万元),25921,101306,77471,45009,23550,85146,61179,39602,17968,66227,47429,30990,14165,61118,44799,26729,10924,55585,41175,24089,11861,46423,30229,17158,7118,48825,40779,29912, 
 购买商品、接受劳务支付的现金(万元),15824,60311,42544,26804,13486,36615,23456,15400,6708,31586,24152,14020,6306,26262,19258,12445,6471,25208,19204,12331,6049,24059,16625,9409,3497,25792,26312,15840, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5625,17803,13231,8621,4107,13628,10298,6682,3355,12443,9120,5568,3094,10476,7836,4736,2615,9329,6804,4238,2002,6686,4974,3257,1720,6144,3858,2778, 
 支付的各项税费(万元),2282,9731,7674,5012,2315,8505,6301,4095,1839,6453,4602,2954,1542,6763,4691,2458,1102,6759,5465,3239,1523,4562,3304,2066,962,4739,3489,2920, 
 支付的其他与经营活动有关的现金(万元),4940,10443,9918,6157,2720,8069,7564,5549,2603,6739,5725,4021,1989,6478,4939,3650,1561,6171,4200,2960,1698,5546,4405,2140,1035,6432,3423,3084, 
 经营活动现金流出小计(万元),28671,98288,73367,46593,22628,66817,47619,31726,14505,57221,43600,26563,12931,49979,36723,23290,11748,47467,35673,22768,11272,40852,29307,16872,7214,43107,37083,24622, 
 经营活动产生的现金流量净额(万元),-2749,3018,4104,-1585,921,18329,13560,7876,3463,9006,3829,4427,1234,11140,8076,3440,-825,8118,5501,1321,589,5571,922,286,-95,5719,3697,5290, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51, 
 取得投资收益所收到的现金(万元),26,219,11,49,23,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,42, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,139,119,23,--,1068,1055,1055,450,289,5,4,4,4,4,4,--,8,6,3,1,23,15,4,--,310,26,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,2050,2050,2050,2050,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76, 
 收到的其他与投资活动有关的现金(万元),1550,5980,18,318,618,322,232,232,--,8642,--,--,--,1370,--,--,--,--,--,--,--,317,317,317,317,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1577,8388,2198,2441,2691,1390,1287,1287,450,8931,5,4,4,1374,4,4,0,8,6,3,1,340,332,321,317,310,35,169, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1296,6943,5353,3988,2080,5489,4827,3158,2175,8264,6756,5448,3736,8718,6816,4896,2161,9411,6058,3641,1369,4179,3072,1186,588,3383,6381,1395, 
 投资所支付的现金(万元),--,3000,6303,--,--,2000,2000,--,1000,5249,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),13819,31478,23794,23794,24374,--,--,--,--,5064,686,--,--,4572,5610,--,--,1734,1734,1734,1734,1584,--,--,--,--,--,923, 
 支付的其他与投资活动有关的现金(万元),--,6750,3164,--,500,1800,900,300,--,--,--,--,--,8642,--,--,--,1370,--,--,--,--,--,--,--,78,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15116,48171,38613,27782,26954,9289,7727,3458,3175,18577,8742,5448,3736,21932,12426,4896,2161,12515,7792,5375,3103,5763,3072,1186,588,3460,6381,2317, 
 投资活动产生的现金流量净额(万元),-13539,-39783,-36415,-25341,-24262,-7899,-6440,-2171,-2725,-9646,-8737,-5444,-3731,-20558,-12422,-4892,-2161,-12508,-7786,-5372,-3101,-5423,-2740,-865,-271,-3151,-6346,-2148, 
 吸收投资收到的现金(万元),--,20548,20638,20592,20543,313,--,--,--,3131,490,490,490,155,--,--,--,--,--,--,--,32529,33443,33443,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
