 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),16092,10669,4638,22272,15803,9835,4207,22069,16272,10766,3960,23477,24804,19164,15773, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1070,711,366,1370,933,713,350,1003,749,451,82,512,714,163,125, 
 收到的其他与经营活动有关的现金(万元),698,716,63,1002,741,57,55,911,361,97,33,634,541,704,231, 
 经营活动现金流入小计(万元),17859,12097,5067,24644,17477,10605,4611,23983,17382,11315,4075,24623,26059,20031,16129, 
 购买商品、接受劳务支付的现金(万元),9435,6004,2382,12920,9697,6069,2558,12948,9383,6034,2089,14640,15650,10383,10752, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2597,1715,920,3070,2277,1534,816,2714,2050,1394,717,2807,2539,1889,1247, 
 支付的各项税费(万元),1361,906,404,2157,1608,1012,489,2411,1896,1161,793,2154,1885,2602,1187, 
 支付的其他与经营活动有关的现金(万元),1821,1201,722,3352,2864,1816,682,2868,2491,1494,633,3722,4581,4251,3490, 
 经营活动现金流出小计(万元),15215,9825,4428,21499,16447,10431,4545,20941,15820,10082,4233,23323,24655,19126,16677, 
 经营活动产生的现金流量净额(万元),2644,2271,639,3146,1030,174,66,3042,1562,1232,-158,1300,1403,905,-548, 
 收回投资所收到的现金(万元),38677,22126,13821,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),54,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,--,7,3,--,--,10,5,5,--,17,0,0,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),38733,22127,13821,7,3,0,0,10,5,5,0,17,0,0,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2470,1608,124,4265,585,398,307,1013,541,467,47,727,889,228,115, 
 投资所支付的现金(万元),36838,23058,14764,13696,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),39308,24667,14888,17961,585,398,307,1013,541,467,47,727,889,228,115, 
 投资活动产生的现金流量净额(万元),-575,-2539,-1067,-17954,-581,-398,-307,-1003,-536,-462,-47,-710,-889,-228,-101, 
 吸收投资收到的现金(万元),--,--,--,18892,22520,22520,--,--,0,--,--,--,--,2400,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2800,2000,--,--,--,--,--,--,--,--,--,4495,2210,698,3720, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,14,--,--,--,0,--,--,--,300,--,--, 
 筹资活动现金流入小计(万元),2800,2000,0,18892,22534,22520,0,0,0,0,0,4495,2510,3098,3720, 
 偿还债务支付的现金(万元),2000,2000,--,--,--,--,--,--,--,--,--,4505,2500,3106,1812, 
 分配股利、利润或偿付利息所支付的现金(万元),366,1,--,--,--,--,--,--,--,--,--,14,24,96,196, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,3628,2763,--,--,0,--,--,--,--,524,--, 
 筹资活动现金流出小计(万元),2366,2001,0,0,3628,2763,0,0,0,0,0,4519,2524,3726,2008, 
 筹资活动产生的现金流量净额(万元),434,-1,0,18892,18906,19757,0,0,0,0,0,-24,-14,-627,1712, 
 汇率变动对现金及现金等价物的影响(万元),-250,-123,-28,238,65,45,-13,34,0,24,0,-2,-0,-0,-0, 
 现金及现金等价物净增加额(万元),2253,-392,-456,4322,19421,19578,-254,2073,1026,794,-205,564,500,50,1063, 
 加:期初现金及现金等价物余额(万元),9247,9247,9247,4924,4924,4924,4924,2852,3007,3007,2852,2288,1787,1738,675, 
 期末现金及现金等价物余额(万元),11500,8855,8790,9247,24345,24503,4671,4924,4034,3801,2647,2852,2288,1787,1738, 
 净利润(万元),--,1914,--,4667,--,1585,587,4280,--,1422,458,3746,4224,3775,3092, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,91,--,322,--,81,51,189,--,78,-9,259,424,196,83, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,153,--,256,--,127,65,341,--,196,90,590,662,729,938, 
 无形资产摊销(万元),--,26,--,40,--,18,8,32,--,16,8,32,28,13,10, 
 长期待摊费用摊销(万元),--,15,--,29,--,10,5,23,--,12,6,20,6,7,9, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,12,--,77,--,42,15,57,--,30,5,147,66,38,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,124,--,-238,--,-45,13,-34,--,-24,-0,16,24,94,197, 
 投资损失(万元),--,-35,--,-83,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-49,--,-25,--,-49,6,-134,--,-110,6,-28,-66,-39,-87, 
 递延所得税负债增加(万元),--,-2,--,17,--,-1,-2,54,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-86,--,193,--,-445,-222,-593,--,-652,54,727,-1213,682,-2923, 
 经营性应收项目的减少(万元),--,-265,--,-1033,--,-245,-517,-1786,--,-237,-553,-900,-4214,-1920,-5216, 
 经营性应付项目的增加(万元),--,372,--,-1076,--,-904,58,612,--,500,-222,-3308,1461,-2670,3350, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,2271,--,3146,--,174,66,3042,--,1232,-158,1300,1403,905,-548, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11500,8855,8790,9247,24345,24503,4671,4924,4034,3801,2647,2852,2288,1787,1738, 
 现金的期初余额(万元),9247,9247,9247,4924,4924,4924,4924,2852,3007,3007,2852,2288,1787,1738,675, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2253,-392,-456,4322,19421,19578,-254,2073,1026,794,-205,564,500,50,1063, 

