 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),14946,77243,51674,33050,16272,55227,33694,23866,10513,45352,31441,20690,9461,67943,53099,33574,14564,60248,56618,28943,49261,43759,32650, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,78,73,--,--,62,41,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),271,124,124,--,--,491,495,393,296,687,573,325,233,486,486,438,197,202,141,2,46,--,213, 
 收到的其他与经营活动有关的现金(万元),28,349,67,54,12,195,81,57,21,142,57,53,24,88,8,8,22,90,331,61,2902,1175,2202, 
 经营活动现金流入小计(万元),15245,77716,51865,33104,16284,55913,34271,24316,10831,46181,32150,21140,9718,68516,53654,34061,14784,60540,57090,29006,52209,44934,35065, 
 购买商品、接受劳务支付的现金(万元),13744,40367,23110,15991,7253,30699,16468,14319,6414,29143,19095,14825,7657,42286,31755,20309,8060,37257,36810,15207,29659,23625,19247, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3218,9347,7919,5348,2792,8462,6426,4033,1893,7382,5894,4058,1990,7076,5216,3600,1805,6167,5705,2538,5785,3613,3551, 
 支付的各项税费(万元),1049,8901,8288,5710,2229,5743,3883,1863,560,5150,3214,3111,338,6250,4408,3197,570,6734,6594,3413,4952,4394,3706, 
 支付的其他与经营活动有关的现金(万元),946,6811,2315,1780,530,5597,2263,1528,625,3395,2694,1554,767,2823,3394,1795,808,2540,3830,2096,3272,3858,2187, 
 经营活动现金流出小计(万元),18957,65427,41631,28829,12804,50501,29040,21743,9492,45071,30897,23549,10753,58436,44773,28902,11243,52698,52939,23253,43667,35490,28691, 
 经营活动产生的现金流量净额(万元),-3712,12289,10234,4275,3480,5411,5231,2573,1338,1109,1253,-2408,-1035,10081,8881,5159,3540,7842,4151,5753,8542,9444,6374, 
 收回投资所收到的现金(万元),--,10000,20000,15000,10000,13426,22600,12600,12100,--,22850,3400,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,214,165,116,73,335,257,176,175,392,306,16,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,51,48,35,3,288,289,288,--,354,6,4,--,53,53,40,--,61,--,--,1830,1,42, 
