 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),80117,346242,310273,160419,76727,314767,234515,157112,89089,156089,101334,59702,26637,95905,70284,45575,19951,72183,52024,34534,16669,62438,48618,31027,14188,51306,35108,22509,9823,39945,27865,17293,24542,15675,11186,29161,23442, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),56,34,34,34,--,584,487,334,188,522,207,64,42,269,269,192,71,116,80,30,20,182,171,84,23,117,75,28,10,39,117,117,97,533,422,0,79, 
 收到的其他与经营活动有关的现金(万元),1401,5861,7339,6327,1029,1657,1958,830,328,2549,1895,918,710,1456,1150,790,113,2232,2951,842,431,2247,1141,509,219,1784,1817,681,108,734,733,41,726,661,77,1086,478, 
 经营活动现金流入小计(万元),81574,352138,317645,166780,77756,317007,236961,158276,89605,159160,103436,60684,27389,97631,71703,46556,20135,74530,55055,35406,17120,64868,49930,31621,14430,53206,37000,23219,9941,40718,28715,17450,25365,16869,11684,30247,23998, 
 购买商品、接受劳务支付的现金(万元),75922,233751,248972,167289,68760,214104,156697,116934,79156,99544,75559,49607,22534,82338,58391,38279,19145,56410,44916,30379,15297,56037,41270,26813,12937,42563,30258,19607,9626,34750,27241,16155,15993,11396,8099,21681,19564, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),6463,19211,15106,9833,4596,15535,11670,8117,3866,10838,6858,2848,1919,5910,4958,3400,1738,4952,3810,2356,1560,4777,3691,2525,1405,4225,3356,1738,883,2567,1759,1137,1577,1119,815,1514,1241, 
 支付的各项税费(万元),10134,39953,34950,22501,5717,13825,10498,6926,2400,7520,3870,2137,518,3995,2685,1957,525,3836,2960,2471,1031,3692,2854,2329,935,2007,1330,745,151,1778,1457,1000,2323,1315,924,3485,2779, 
 支付的其他与经营活动有关的现金(万元),2695,8836,4683,3073,1588,7696,3195,1452,670,4662,5390,1442,589,4278,1721,1072,770,2977,1659,1070,765,1529,654,363,407,971,1616,253,399,2096,930,377,705,975,252,908,861, 
 经营活动现金流出小计(万元),95214,301751,303711,202695,80661,251160,182060,133430,86092,122564,91677,56034,25560,96520,67755,44708,22179,68175,53345,36277,18654,66036,48469,32031,15684,49766,36561,22342,11059,41192,31387,18668,20599,14806,10090,27590,24445, 
 经营活动产生的现金流量净额(万元),-13640,50387,13935,-35916,-2905,65847,54901,24846,3512,36597,11759,4649,1829,1111,3948,1848,-2044,6356,1711,-871,-1533,-1168,1461,-410,-1254,3441,439,876,-1118,-474,-2673,-1218,4766,2064,1595,2657,-447, 
 收回投资所收到的现金(万元),7129,23821,5876,--,--,7,--,--,7,28105,28000,17000,17000,12000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
