 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),131072,587523,416129,272204,133633,570310,351764,219250,122015,368646,256485,159087,86990,328694,229303,138525,81463,331404,224321,132385,80522,299580,211907,131558,70297,314886,212073,121883,73066,277769,191673,121735,74108,208866,134396,78011,45365,131754,82921,47046,29885,104990,74458,74567, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,7,55,--,--,33,36,36,33,31,16,16,16,37,37,37,37,106,3150,--,--,53,47,11,--,16,0,0,--,0,0,140, 
 收到的其他与经营活动有关的现金(万元),644,5554,6981,10998,5495,2874,4675,3603,4774,3838,1602,1024,614,5044,1496,3731,2260,3221,2201,939,1489,3570,3125,1636,1136,4801,3781,2278,468,3479,2990,2846,1269,1747,1358,1405,321,1375,776,648,612,394,530,686, 
 经营活动现金流入小计(万元),131716,593077,423110,283202,139128,573184,356439,222853,126789,372484,258087,160112,87605,333745,230855,142256,83723,334657,226558,133360,82044,303181,215049,133210,71449,319725,215891,124199,73571,281354,197813,124581,75376,210666,135801,79427,45685,133145,83697,47694,30497,105384,74988,75393, 
 购买商品、接受劳务支付的现金(万元),74128,369742,293950,186095,83711,360982,232307,149203,68864,180386,126441,80183,37989,174135,110367,68848,39245,172015,115812,74779,42728,161457,128260,88876,44356,195163,148269,97242,49903,166151,123035,81788,45957,137577,101568,59731,29274,82594,49794,29218,17080,65283,51570,61115, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),21633,75773,49783,35095,15738,68201,52887,30815,19258,56263,40983,27958,12289,52273,36325,24850,12743,43624,30778,20565,10916,42705,29569,20425,10903,39967,27709,18022,8073,28350,17521,11302,5411,18629,12501,8002,3835,12566,8252,5459,2768,8368,5077,3136, 
 支付的各项税费(万元),8213,45006,35295,27670,19125,29084,27885,20996,9956,32793,28916,19601,8811,33997,22851,16939,5699,34852,23694,15136,4412,28477,16351,15426,5097,27976,13629,8679,3057,26613,20075,16392,6886,19114,11314,8690,2869,12119,7295,5536,2636,10195,5656,2989, 
 支付的其他与经营活动有关的现金(万元),21263,91924,64569,37748,22742,75084,41155,32644,19590,52507,39486,27139,20474,39389,42247,24561,11769,33364,24173,14456,7391,29176,23206,14851,7355,31980,24243,16030,8296,29610,16183,9859,4654,22127,10350,6479,3555,12445,9360,5166,2760,10706,8275,6447, 
 经营活动现金流出小计(万元),125237,582446,443597,286608,141316,533351,354234,233658,117669,321950,235826,154882,79563,299794,211790,135197,69456,283855,194456,124935,65447,261814,197386,139577,67711,295085,213850,139973,69330,250724,176814,119341,62907,197447,135733,82902,39532,119724,74702,45378,25244,94552,70578,73688, 
