 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),25612,18071,8420,36697,24206,11913,5638,15573,9468,15264,9299,5395, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),682,219,--,1381,1170,314,--,538,385,1092,276,443, 
 收到的其他与经营活动有关的现金(万元),302,138,31,674,282,58,5,102,68,105,296,335, 
 经营活动现金流入小计(万元),26596,18428,8451,38752,25658,12285,5643,16213,9921,16461,9870,6173, 
 购买商品、接受劳务支付的现金(万元),7407,5117,2449,15168,9458,6185,2884,6129,2386,2241,3060,1343, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7362,5251,3332,7793,5904,4138,2639,5301,3869,3893,3252,2319, 
 支付的各项税费(万元),3114,2392,1414,6395,4997,3852,3144,1628,1094,2526,1490,892, 
 支付的其他与经营活动有关的现金(万元),6551,3794,1699,8067,5943,3332,1594,5200,3984,3737,2524,1300, 
 经营活动现金流出小计(万元),24435,16555,8894,37424,26303,17508,10261,18257,11333,12397,10325,5854, 
 经营活动产生的现金流量净额(万元),2161,1873,-443,1328,-645,-5223,-4618,-2044,-1412,4063,-455,319, 
 收回投资所收到的现金(万元),2500,2500,500,26159,7005,1000,1000,61243,41377,--,--,--, 
 取得投资收益所收到的现金(万元),3,3,2,19,4,2,1,68,49,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,0,0,0,--,--,--,52,--,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2503,2503,502,26178,7010,1002,1001,61310,41426,52,0,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),451,271,91,345,272,154,94,742,480,611,849,186, 
 投资所支付的现金(万元),2600,2600,600,25409,6255,--,1100,62243,42377,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3051,2871,691,25754,6527,154,1194,62984,42857,611,849,186, 
 投资活动产生的现金流量净额(万元),-548,-368,-190,425,483,848,-193,-1674,-1432,-560,-849,-186, 
 吸收投资收到的现金(万元),29592,--,--,--,--,--,--,4467,4467,--,360,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4300,4300,3500,3400,2400,2400,1000,2000,1000,1250,1800,738, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1577,1577,1467,--,--,--,--,--,--,136,739,--, 
 筹资活动现金流入小计(万元),35469,5877,4967,3400,2400,2400,1000,6467,5467,1386,2898,738, 
 偿还债务支付的现金(万元),2884,2655,1030,1895,1075,620,90,1105,15,1940,577,271, 
 分配股利、利润或偿付利息所支付的现金(万元),1540,1487,82,224,165,80,38,95,66,90,76,33, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1467,650,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),4423,4142,1112,3586,1890,700,128,1200,81,2030,653,304, 
 筹资活动产生的现金流量净额(万元),31046,1735,3855,-186,510,1700,872,5267,5385,-644,2246,434, 
 汇率变动对现金及现金等价物的影响(万元),-152,-56,-4,44,7,5,2,31,--,--,--,--, 
 现金及现金等价物净增加额(万元),32507,3185,3218,1610,354,-2671,-3938,1579,2541,2859,941,568, 
 加:期初现金及现金等价物余额(万元),7882,7882,7882,6272,6272,6272,6272,4692,4692,1833,892,324, 
 期末现金及现金等价物余额(万元),40389,11067,11100,7882,6626,3601,2333,6272,7234,4692,1833,892, 
 净利润(万元),--,--,1979,6386,--,--,2395,4301,856,3123,2202,1451, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,349,1156,--,--,35,338,154,177,153,97, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,102,396,--,--,97,317,225,215,92,78, 
 无形资产摊销(万元),--,--,6,27,--,--,6,17,12,14,7,2, 
 长期待摊费用摊销(万元),--,--,12,86,--,--,22,88,67,122,187,68, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,1,12,--,--,2,2,2,18,4,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,86,180,--,--,36,64,66,90,76,33, 
 投资损失(万元),--,--,-2,-19,--,--,-1,-68,-49,--,--,--, 
 递延所得税资产减少(万元),--,--,-46,-170,--,--,1,-24,-3,-58,-111,-12, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,1418,-3333,--,--,-3154,-3939,-3212,-651,-927,-489, 
 经营性应收项目的减少(万元),--,--,-2244,-3981,--,--,-5766,-14537,-2917,-245,-3671,-2247, 
 经营性应付项目的增加(万元),--,--,-2202,230,--,--,1644,11395,3387,1257,1533,1340, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,97,357,--,--,65,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,-443,1328,--,--,-4618,-2044,-1412,4063,-455,319, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),40389,11067,11100,7882,6626,3601,2333,6272,7234,4692,1833,892, 
 现金的期初余额(万元),7882,7882,7882,6272,6272,6272,6272,4692,4692,1833,892,324, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),32507,3185,3218,1610,354,-2671,-3938,1579,2541,2859,941,568, 

