 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),123907,501534,279690,150663,60249,329433,192178,101847,49014,239895,153463,86510,34949,150444,90713,54234,25450,109752,58058,28113,11536,74857,41103,20297,7774,48289,32769,21009,8594,44681,25705,17229,7724,31448,18589,11414,4358,26753,18125,8916,3394,25939,2339,17161,9602, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),4236,7213,5751,3397,1324,5229,3292,2126,991,5696,4617,2470,2328,4611,3620,2753,2223,2977,2161,1451,429,2307,1606,1215,28,1420,718,688,52,983,777,452,368,1287,867,625,491,753,512,325,131,699,140,508,319, 
 收到的其他与经营活动有关的现金(万元),14059,22436,8847,4316,2470,16788,11778,3984,3501,17653,24957,5537,4042,13327,10095,3067,1485,11372,9506,5316,2264,6451,3630,2155,249,3231,1302,581,31,2345,1167,624,364,2263,693,295,39,2134,635,230,60,1445,73,916,347, 
 经营活动现金流入小计(万元),142202,531183,294288,158377,64044,351450,207248,107956,53506,263245,183037,94516,41319,168382,104428,60054,29157,124101,69725,34880,14229,83614,46339,23667,8051,52940,34789,22279,8677,48008,27649,18305,8456,34997,20148,12334,4889,29641,19272,9471,2585,28083,2552,18586,10268, 
 购买商品、接受劳务支付的现金(万元),83594,260256,181462,117460,43922,176129,118781,80663,28793,118568,89114,55112,23916,58161,37799,25750,12653,52822,27902,15489,7607,36210,21764,9740,3648,17843,13266,8832,3654,22401,11641,8413,4972,15222,8535,5561,3493,14629,10697,6169,5295,14039,1609,11866,3604, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),64929,112778,82519,54033,31428,68542,48457,31840,19927,35783,29443,20702,11802,30864,20580,13965,8098,16382,11651,7709,4733,11187,7630,5267,2949,8471,7110,4880,3014,6200,4508,3440,2148,4712,3617,2645,1810,2757,2012,1362,1328,2113,863,1845,1293, 
 支付的各项税费(万元),19354,32563,28283,20632,15111,19077,20262,14889,9633,20324,16931,12595,8627,15191,12288,9246,5932,10607,7354,5177,2954,8016,6009,4395,2527,5763,4836,3373,2246,4125,3245,2411,1211,3544,2197,1519,1092,2798,2094,1219,626,1885,499,944,716, 
 支付的其他与经营活动有关的现金(万元),37508,89314,66766,39367,21952,57772,54757,26235,13367,37009,42953,15547,6349,22158,19214,10709,5306,14683,11639,6221,2096,11995,7949,4761,1922,9110,7252,4833,1562,6349,5765,3336,1797,4867,3625,2171,960,3368,3540,1501,1537,2477,817,1365,1793, 
 经营活动现金流出小计(万元),205385,494910,359029,231492,112412,321520,242257,153627,71721,211684,178440,103956,50694,126375,89882,59669,31988,94494,58547,34596,17390,67408,43353,24163,11046,41187,32464,21918,10477,39075,25158,17599,10128,28345,17974,11897,7356,23553,18343,10252,7786,20515,3789,16021,7405, 
 经营活动产生的现金流量净额(万元),-63182,36273,-64741,-73116,-48368,29930,-35009,-45671,-18214,51560,4596,-9440,-9375,42008,14546,385,-2831,29607,11178,284,-3161,16206,2986,-496,-2995,11754,2325,360,-1800,8934,2492,706,-1672,6653,2174,438,-2467,6088,929,-781,-5201,7568,-1237,2565,2863, 
 收回投资所收到的现金(万元),4618,4304,32350,--,2200,37100,47150,17500,--,450,100,900,100,4063,22451,7100,100,4800,4800,1500,1500,11250,--,--,--,6000,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,27,0,1612,0, 
 取得投资收益所收到的现金(万元),367,2818,780,60,18,2460,3195,1447,788,2862,2108,1408,--,947,171,54,1,30,30,7,7,442,--,--,--,39,--,--,--,--,0,0,--,--,--,0,--,1,1,1,0,0,0,7,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,404,38,38,45,397,6,7,0,38,17,12,1,6,14,13,5,36,20,20,1,14,1,1,0,8,4,4,3,6,6,5,5,337,364,5,5,2,1,0,0,2,0,23,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,674,--,--,--,-163,--,--,--,-68,-261,-261,--,--,159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),793,5444,4551,2275,2069,5602,4587,2039,1324,4784,3788,1524,855,4444,4064,3256,190,2138,1029,557,174,1450,1366,982,133,354,140,70,31,561,814,558,35,715,656,718,356,585,114,57,12,43,8,26,20, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),5781,13644,37718,2373,4332,45397,54938,20993,2112,8066,5751,3583,956,9459,26858,10423,296,7005,5880,2083,1681,13156,1367,983,133,6402,144,73,34,566,819,564,40,1052,1020,723,361,588,117,58,12,72,8,1669,22, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),40679,103581,73057,50935,27981,106500,63457,46168,19179,88996,58420,43405,36210,58018,44412,29713,15100,34294,24115,16085,11178,27835,14669,11681,6113,13898,9747,6327,3518,9658,8767,3168,1274,7692,3314,1532,730,5263,1644,1079,145,3142,412,598,971, 
 投资所支付的现金(万元),8475,48974,93197,39652,10754,19562,28074,13464,4945,54730,49543,7661,--,50618,60968,31250,--,5818,5718,4800,1500,11750,6500,6500,6550,6000,--,--,--,100,350,350,--,215,432,432,--,993,626,150,0,330,0,1459,192, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,11044,--,--,--,11586,11992,11992,--,--,3122,2260,2260,12571,--,--,5000,38530,38698,--,--,--,--,--,--,--,--,--,--,--,0,0,--,420,--,0,--,--,--,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,62,--,--,--,59,60,4,0,144,682,796,797,100,--,--,--,691,645,1645,1645,76,32,0,--,--,--,0,0,32,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),49154,163600,166255,90587,38735,137647,103524,71624,24124,143726,111085,53327,38470,121268,105380,60963,20100,78701,68592,20889,12678,39728,21851,18977,13460,19998,9747,6327,3518,10449,9762,5163,2919,8403,3778,1964,730,6255,2270,1229,145,3503,412,2057,1163, 
 投资活动产生的现金流量净额(万元),-43373,-149956,-128536,-88213,-34403,-92251,-48585,-50631,-22011,-135660,-105334,-49744,-37514,-111810,-78521,-50540,-19805,-71696,-62712,-18805,-10997,-26572,-20484,-17994,-13327,-13597,-9603,-6254,-3484,-9883,-8943,-4599,-2879,-7351,-2759,-1241,-369,-5667,-2153,-1170,-133,-3432,-404,-389,-1141, 
 吸收投资收到的现金(万元),610,123471,124846,124247,34760,14348,9067,6287,5743,230658,231993,19419,8756,12411,11688,8110,7641,174081,174081,174081,--,1080,1080,1080,1000,42596,42596,42497,--,135,135,0,--,1208,--,0,--,32152,32152,32152,0,0,0,0,1202, 
 其中：子公司吸收少数股东投资收到的现金(万元),610,6716,4786,4651,287,794,664,287,--,4928,4850,4800,--,3060,2860,--,--,750,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 取得借款收到的现金(万元),11979,56344,16089,14574,16253,72175,54442,52944,12444,26859,36940,19630,--,200,--,--,--,654,230,--,--,6330,3300,3300,--,--,--,--,--,1980,0,0,150,6550,6550,0,--,4500,4000,4000,3000,7000,2000,9100,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),17615,--,18998,18998,180,5151,18998,19998,--,264,--,--,--,63,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,300,150,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 筹资活动现金流入小计(万元),30205,179815,159933,157819,51193,91673,82507,79229,18187,257780,268933,39049,8756,12674,11688,8110,7641,174736,174311,174081,0,7410,4380,4380,1000,42596,42596,42497,0,2115,435,150,150,7758,6550,0,--,36652,36152,36152,3000,7000,2000,9100,5202, 
 偿还债务支付的现金(万元),1800,35890,5390,3000,--,28410,17477,--,--,2154,13549,618,--,2092,1584,1554,954,2619,--,--,--,6030,--,--,--,1980,1980,1980,--,3800,3800,0,--,3250,--,0,--,8300,8000,8000,3000,7800,2800,8000,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),486,16810,15093,14514,563,15377,14178,13580,254,13292,12860,12212,65,9497,9455,9459,11,7299,6839,15,8,3934,3851,3827,--,3266,3266,3266,3022,3375,3180,3137,58,2670,2718,2536,--,1979,1974,1969,1913,1337,697,404,168, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,1454,7392,7392,7392,25,--,--,--,436,200,53,--,50,--,--,--,167,142,99,12,79,39,--,--,214,201,205,--,5,5,5,--,11,11,9,--,614,597,574,0,0,0,0,0, 
 筹资活动现金流出小计(万元),2286,54154,27875,24906,7955,43812,31655,13580,254,15881,26609,12883,65,11640,11039,11014,965,10085,6981,114,19,10043,3890,3827,0,5460,5447,5451,3022,7180,6985,3142,58,5930,2729,2545,--,10893,10572,10543,4913,9137,3497,8404,4168, 
